SMILES,pka_value,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,local_heteroatom_count,nearest_heteroatom_distance,local_conjugation,error
O=C(O)c1occc(=O)c1O,7.67,O=C(O)c1occc(=O)c1O,156.093,0.0436,87.74,4,2,1,1,0.0,0,0,1,1,2,1,
O=C/C(Cl)=C(/Cl)C(=O)O,4.2,O=C/C(Cl)=C(/Cl)C(=O)O,168.963,0.9591,54.37,2,1,2,0,0.0,0,0,1,1,2,1,
O=C1CCC(C(=O)O)CC1,4.38,O=C1CCC(C(=O)O)CC1,142.154,0.8303,54.37,2,1,1,0,0.714286,0,0,1,1,2,1,
O=CC(=O)O,3.22,O=CC(=O)O,74.035,-0.7301,54.37,2,1,1,0,0.0,0,0,1,1,2,1,
O=CO,3.744857142857143,O=CO,46.025,-0.2992,37.3,1,1,0,0,0.0,0,0,1,1,2,1,
O=Cc1ccc(C(=O)O)cc1,3.76,O=Cc1ccc(C(=O)O)cc1,150.133,1.1973,54.37,2,1,2,1,0.0,0,0,1,1,2,1,
O=Cc1cccc(C(=O)O)c1,3.84,O=Cc1cccc(C(=O)O)c1,150.133,1.1973,54.37,2,1,2,1,0.0,0,0,1,1,2,1,
O[C@@H]1CC[C@H](CC1)C(=O)O,4.69,O=C(O)[C@H]1CC[C@H](O)CC1,144.17,0.6221,57.53,2,2,1,0,0.857143,0,0,1,1,2,1,
[C@@H]1([C@@H](CC1)C(=O)O)C(=O)O,3.94,O=C(O)[C@@H]1CC[C@H]1C(=O)O,144.126,0.1818,74.6,2,2,2,0,0.666667,0,0,2,2,4,2,
[C@@H]1([C@@H](CC=CC1)C(=O)O)C(=O)O,3.89,O=C(O)[C@@H]1CC=CC[C@H]1C(=O)O,170.164,0.738,74.6,2,2,2,0,0.5,0,0,2,2,4,2,
[C@@H]1([C@@H](CCCC1)C(=O)O)C(=O)O,4.199999999999999,O=C(O)[C@@H]1CCCC[C@H]1C(=O)O,172.18,0.962,74.6,2,2,2,0,0.75,0,0,2,2,4,2,
[C@@H]1([C@@H](CCCCC1)C(=O)O)C(=O)O,4.3,O=C(O)[C@@H]1CCCCC[C@H]1C(=O)O,186.207,1.3521,74.6,2,2,2,0,0.777778,0,0,2,2,4,2,
[C@@H]1([C@@H](CCCCCC1)C(=O)O)C(=O)O,4.37,O=C(O)[C@@H]1CCCCCC[C@H]1C(=O)O,200.234,1.7422,74.6,2,2,2,0,0.8,0,0,2,2,4,2,
[C@@H]1([C@H](CC1)C(=O)O)C(=O)O,4.16,O=C(O)[C@H]1CC[C@H]1C(=O)O,144.126,0.1818,74.6,2,2,2,0,0.666667,0,0,2,2,4,2,
[C@@H]1([C@H](CC=CC1)C(=O)O)C(=O)O,3.75,O=C(O)[C@H]1CC=CC[C@H]1C(=O)O,170.164,0.738,74.6,2,2,2,0,0.5,0,0,2,2,4,2,
[C@@H]1([C@H](CCCC1)C(=O)O)C(=O)O,4.345000000000001,O=C(O)[C@H]1CCCC[C@H]1C(=O)O,172.18,0.962,74.6,2,2,2,0,0.75,0,0,2,2,4,2,
[C@@H]1([C@H](CCCCC1)C(=O)O)C(=O)O,3.87,O=C(O)[C@H]1CCCCC[C@H]1C(=O)O,186.207,1.3521,74.6,2,2,2,0,0.777778,0,0,2,2,4,2,
[C@@H]1([C@H](CCCCCC1)C(=O)O)C(=O)O,3.99,O=C(O)[C@H]1CCCCCC[C@H]1C(=O)O,200.234,1.7422,74.6,2,2,2,0,0.8,0,0,2,2,4,2,
[C@H]1(C[C@@H](C1)C(=O)O)C(=O)O,4.08,O=C(O)[C@H]1C[C@@H](C(=O)O)C1,144.126,0.1818,74.6,2,2,2,0,0.666667,0,0,2,2,4,2,
[C@H]1(C[C@H](C1)C(=O)O)C(=O)O,4.11,O=C(O)[C@H]1C[C@H](C(=O)O)C1,144.126,0.1818,74.6,2,2,2,0,0.666667,0,0,2,2,4,2,
[N+](=O)([O-])/C=C/C(=O)O,2.58,O=C(O)/C=C/[N+](=O)[O-],117.06,-0.1386,80.44,3,1,2,0,0.0,0,0,1,1,2,1,
[N+](=O)([O-])C1=CC=C(C=C1)[C@H]1[C@@H](C1)C(=O)O,4.45,O=C(O)[C@@H]1C[C@H]1c1ccc([N+](=O)[O-])cc1,207.185,1.7829,80.44,3,1,3,1,0.3,0,0,1,1,2,1,
[N+](=O)([O-])C=1C=C(C=CC1)[C@H]1[C@@H](C1)C(=O)O,4.41,O=C(O)[C@@H]1C[C@H]1c1cccc([N+](=O)[O-])c1,207.185,1.7829,80.44,3,1,3,1,0.3,0,0,1,1,2,1,
[Se]1[C@H](CC[C@H]1C(=O)O)C(=O)O,3.24,O=C(O)[C@@H]1CC[C@H](C(=O)O)[Se]1,223.086,0.2306,74.6,2,2,2,0,0.666667,0,0,2,2,4,2,
CC(C)(C)c1ccc(S(=O)(=O)O)c(C(C)(C)C)n1,4.12,CC(C)(C)c1ccc(S(=O)(=O)O)c(C(C)(C)C)n1,271.382,2.9233,67.26,3,1,1,1,0.615385,0,1,1,3,1,1,
CS(=O)(=O)O,-1.53,CS(=O)(=O)O,96.107,-0.496,54.37,2,1,0,0,1.0,0,1,1,3,1,0,
Cc1cc(S(=O)(=O)O)cc(C)n1,5.09,Cc1cc(S(=O)(=O)O)cc(C)n1,187.22,0.94514,67.26,3,1,1,1,0.285714,0,1,1,3,1,1,
Cc1cc(S(=O)(=O)O)ccc1N,3.1264,Cc1cc(S(=O)(=O)O)ccc1N,187.22,0.82392,80.39,3,2,1,1,0.142857,0,1,1,3,1,1,
Cc1ccc(S(=O)(=O)O)c(C)n1,4.89,Cc1ccc(S(=O)(=O)O)c(C)n1,187.22,0.94514,67.26,3,1,1,1,0.285714,0,1,1,3,1,1,
Cc1ccc(S(=O)(=O)O)cc1,-1.34,Cc1ccc(S(=O)(=O)O)cc1,172.205,1.24172,54.37,2,1,1,1,0.142857,0,1,1,3,1,1,
Cc1ccc(S(=O)(=O)O)cc1N,3.6323,Cc1ccc(S(=O)(=O)O)cc1N,187.22,0.82392,80.39,3,2,1,1,0.142857,0,1,1,3,1,1,
Cc1ccc2c(S(=O)(=O)O)cc(Br)c(O)c2n1,3.32,Cc1ccc2c(S(=O)(=O)O)cc(Br)c(O)c2n1,318.148,2.25802,87.49,4,2,1,2,0.1,0,1,1,3,1,1,
Cc1ccc2c(S(=O)(=O)O)cc([N+](=O)[O-])c(O)c2n1,6.24,Cc1ccc2c(S(=O)(=O)O)cc([N+](=O)[O-])c(O)c2n1,284.249,1.40372,130.63,6,2,2,2,0.1,0,1,1,3,1,1,
Cc1ccc2c(S(=O)(=O)O)ccc(O)c2n1,4.68,Cc1ccc2c(S(=O)(=O)O)ccc(O)c2n1,239.252,1.49552,87.49,4,2,1,2,0.1,0,1,1,3,1,1,
Cc1cccc(C(O)S(=O)(=O)O)n1,4.83,Cc1cccc(C(O)S(=O)(=O)O)n1,203.219,0.26872,87.49,4,2,2,1,0.285714,0,1,1,3,1,0,
NCC(O)S(=O)(=O)O,9.175,NCC(O)S(=O)(=O)O,141.148,-1.8487,100.62,4,3,2,0,1.0,0,1,1,3,1,0,
NCCOS(=O)(=O)O,9.135,NCCOS(=O)(=O)O,141.148,-1.2355,89.62,4,2,3,0,1.0,0,1,1,4,1,0,
NCCS(=O)(=O)O,8.98335,NCCS(=O)(=O)O,125.149,-1.1671,80.39,3,2,2,0,1.0,0,1,1,3,1,0,
NNc1ccc(S(=O)(=O)O)cc1,2.61,NNc1ccc(S(=O)(=O)O)cc1,188.208,0.2189,92.42,4,3,2,1,0.0,0,1,1,3,1,1,
NNc1cccc(S(=O)(=O)O)c1,2.43,NNc1cccc(S(=O)(=O)O)c1,188.208,0.2189,92.42,4,3,2,1,0.0,0,1,1,3,1,1,
NNc1ccccc1S(=O)(=O)O,2.33,NNc1ccccc1S(=O)(=O)O,188.208,0.2189,92.42,4,3,2,1,0.0,0,1,1,3,1,1,
N[C@@H](CS(=O)(=O)O)C(=O)O,1.89,N[C@@H](CS(=O)(=O)O)C(=O)O,169.158,-1.7139,117.69,4,3,3,0,0.666667,0,1,2,4,3,1,
Nc1c(S(=O)(=O)O)ccc2ccccc12,1.71,Nc1c(S(=O)(=O)O)ccc2ccccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1cc(S(=O)(=O)O)c2ccccc2c1,3.7,Nc1cc(S(=O)(=O)O)c2ccccc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1cc(S(=O)(=O)O)cc2ccccc12,3.2,Nc1cc(S(=O)(=O)O)cc2ccccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1ccc(S(=O)(=O)O)c2ccccc12,2.81,Nc1ccc(S(=O)(=O)O)c2ccccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1ccc(S(=O)(=O)O)cc1,3.228825,Nc1ccc(S(=O)(=O)O)cc1,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,3,1,1,
Nc1ccc2c(S(=O)(=O)O)cccc2c1,3.96,Nc1ccc2c(S(=O)(=O)O)cccc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1ccc2cc(S(=O)(=O)O)ccc2c1,3.74,Nc1ccc2cc(S(=O)(=O)O)ccc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1ccc2ccc(S(=O)(=O)O)cc2c1,3.95,Nc1ccc2ccc(S(=O)(=O)O)cc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1ccc2cccc(S(=O)(=O)O)c2c1,3.89,Nc1ccc2cccc(S(=O)(=O)O)c2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1ccc2ccccc2c1S(=O)(=O)O,2.35,Nc1ccc2ccccc2c1S(=O)(=O)O,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1cccc(S(=O)(=O)O)c1,3.729025,Nc1cccc(S(=O)(=O)O)c1,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,3,1,1,
Nc1cccc2c(S(=O)(=O)O)cccc12,3.69,Nc1cccc2c(S(=O)(=O)O)cccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1cccc2cc(S(=O)(=O)O)ccc12,3.8,Nc1cccc2cc(S(=O)(=O)O)ccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1cccc2ccc(S(=O)(=O)O)cc12,3.66,Nc1cccc2ccc(S(=O)(=O)O)cc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1cccc2cccc(S(=O)(=O)O)c12,5.03,Nc1cccc2cccc(S(=O)(=O)O)c12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,3,1,1,
Nc1ccccc1S(=O)(=O)O,2.4746,Nc1ccccc1S(=O)(=O)O,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,3,1,1,
O=C(NCCS(=O)(=O)O)C(=S)NCCS(=O)(=O)O,11.97,O=C(NCCS(=O)(=O)O)C(=S)NCCS(=O)(=O)O,320.37,-2.2048,149.87,6,4,6,0,0.666667,0,1,2,6,2,0,
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,2.38,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,322.298,2.7525,136.62,6,3,4,2,0.0,0,1,2,4,3,2,
O=C1C(O)=C(S(=O)(=O)O)C(=O)C(O)=C1S(=O)(=O)O,0.75,O=C1C(O)=C(S(=O)(=O)O)C(=O)C(O)=C1S(=O)(=O)O,300.222,-1.547,183.34,8,4,2,0,0.0,0,1,2,6,2,0,
O=C1c2ccccc2C(=O)c2c(O)c(S(=O)(=O)O)cc(O)c21,7.73,O=C1c2ccccc2C(=O)c2c(O)c(S(=O)(=O)O)cc(O)c21,320.278,1.1199,128.97,6,3,1,2,0.0,0,1,1,3,1,1,
O=Nc1c(O)cc(S(=O)(=O)O)c2[nH]ncc12,7.75,O=Nc1c(O)cc(S(=O)(=O)O)c2[nH]ncc12,243.2,0.9131,132.71,6,3,2,2,0.0,0,1,1,3,1,1,
O=Nc1c(O)cc(S(=O)(=O)O)c2cn[nH]c12,5.85,O=Nc1c(O)cc(S(=O)(=O)O)c2cn[nH]c12,243.2,0.9131,132.71,6,3,2,2,0.0,0,1,1,3,1,1,
O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,7.6,O=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,253.235,2.19,104.03,5,2,2,2,0.0,0,1,1,3,1,1,
O=Nc1c(S(=O)(=O)O)cc(O)c2[nH]ncc12,8.6,O=Nc1c(S(=O)(=O)O)cc(O)c2[nH]ncc12,243.2,0.9131,132.71,6,3,2,2,0.0,0,1,1,3,1,1,
O=Nc1c(S(=O)(=O)O)cc(O)c2cn[nH]c12,7.15,O=Nc1c(S(=O)(=O)O)cc(O)c2cn[nH]c12,243.2,0.9131,132.71,6,3,2,2,0.0,0,1,1,3,1,1,
O=Nc1cc(S(=O)(=O)O)c2cn[nH]c2c1O,6.35,O=Nc1cc(S(=O)(=O)O)c2cn[nH]c2c1O,243.2,0.9131,132.71,6,3,2,2,0.0,0,1,1,3,1,1,
O=Nc1ccc2c(S(=O)(=O)O)cccc2c1O,7.32,O=Nc1ccc2c(S(=O)(=O)O)cccc2c1O,253.235,2.19,104.03,5,2,2,2,0.0,0,1,1,3,1,1,
O=P(O)(O)c1ccccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(Cl)cc3P(=O)(O)O)c(O)c2c1O,-2.0,O=P(O)(O)c1ccccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(Cl)cc3P(=O)(O)O)c(O)c2c1O,722.927,3.8346,313.7,12,8,8,4,0.0,0,1,2,6,2,2,
O=S(=O)(O)C(N=Nc1ccccc1)=NNc1ccccc1,-0.92,O=S(=O)(O)C(N=Nc1ccccc1)=NNc1ccccc1,304.331,3.0412,103.48,5,2,3,2,0.0,0,1,1,3,1,0,
O=S(=O)(O)C(O)c1ccccn1,4.05,O=S(=O)(O)C(O)c1ccccn1,189.192,-0.0397,87.49,4,2,2,1,0.166667,0,1,1,3,1,0,
O=S(=O)(O)C(O)c1cccnc1,4.6,O=S(=O)(O)C(O)c1cccnc1,189.192,-0.0397,87.49,4,2,2,1,0.166667,0,1,1,3,1,0,
O=S(=O)(O)C(O)c1ccncc1,4.95,O=S(=O)(O)C(O)c1ccncc1,189.192,-0.0397,87.49,4,2,2,1,0.166667,0,1,1,3,1,0,
O=S(=O)(O)CCc1ccccn1,5.14,O=S(=O)(O)CCc1ccccn1,187.22,0.5119,67.26,3,1,3,1,0.285714,0,1,1,3,1,0,
O=S(=O)(O)c1c(O)ccc2[nH]ncc12,10.55,O=S(=O)(O)c1c(O)ccc2[nH]ncc12,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1c(O)ccc2cn[nH]c12,9.45,O=S(=O)(O)c1c(O)ccc2cn[nH]c12,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,3.22,O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,304.121,1.9496,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(Br)c2cccnc2c1O,3.565,O=S(=O)(O)c1cc(Br)c2cccnc2c1O,304.121,1.9496,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(Cl)c(O)c2ncccc12,2.91,O=S(=O)(O)c1cc(Cl)c(O)c2ncccc12,259.67,1.8405,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(Cl)c2cccnc2c1O,3.08,O=S(=O)(O)c1cc(Cl)c2cccnc2c1O,259.67,1.8405,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,2.5208,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,351.121,1.7917,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(I)c2cccnc2c1O,3.58,O=S(=O)(O)c1cc(I)c2cccnc2c1O,351.121,1.7917,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(N=Nc2ccccc2)c(O)c2ncccc12,3.41,O=S(=O)(O)c1cc(N=Nc2ccccc2)c(O)c2ncccc12,329.337,3.6025,112.21,6,2,3,3,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(O)c2[nH]ncc2c1,8.0,O=S(=O)(O)c1cc(O)c2[nH]ncc2c1,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(O)c2cn[nH]c2c1,8.1,O=S(=O)(O)c1cc(O)c2cn[nH]c2c1,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(O)cc2[nH]ncc12,8.85,O=S(=O)(O)c1cc(O)cc2[nH]ncc12,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc(O)cc2cn[nH]c12,9.65,O=S(=O)(O)c1cc(O)cc2cn[nH]c12,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cc2cn[nH]c2c(S(=O)(=O)O)c1O,9.4,O=S(=O)(O)c1cc2cn[nH]c2c(S(=O)(=O)O)c1O,294.266,-0.2381,157.65,6,4,2,2,0.0,0,1,2,6,2,2,
O=S(=O)(O)c1ccc(N=NN(O)c2ccccc2)cc1,9.99,O=S(=O)(O)c1ccc(N=NN(O)c2ccccc2)cc1,293.304,2.8278,102.56,5,2,4,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1ccc(O)c2[nH]ncc12,7.6,O=S(=O)(O)c1ccc(O)c2[nH]ncc12,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1ccc(O)c2cn[nH]c12,7.6,O=S(=O)(O)c1ccc(O)c2cn[nH]c12,214.202,0.5152,103.28,4,3,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1ccc2c(N=Nc3nc4ccccc4s3)c(O)ccc2c1,8.41,O=S(=O)(O)c1ccc2c(N=Nc3nc4ccccc4s3)c(O)ccc2c1,385.426,4.8172,112.21,7,2,3,4,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1ccc2c(N=Nc3nccs3)c(O)ccc2c1,8.38,O=S(=O)(O)c1ccc2c(N=Nc3nccs3)c(O)ccc2c1,335.366,3.664,112.21,7,2,3,3,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1ccc2cccnc2c1O,3.805,O=S(=O)(O)c1ccc2cccnc2c1O,225.225,1.1871,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cccc2ncc(O)cc12,4.09,O=S(=O)(O)c1cccc2ncc(O)cc12,225.225,1.1871,87.49,4,2,1,2,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1ccccn1,1.75,O=S(=O)(O)c1ccccn1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1cccnc1,3.22,O=S(=O)(O)c1cccnc1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,3,1,1,
O=S(=O)(O)c1ccncc1,3.44,O=S(=O)(O)c1ccncc1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,3,1,1,
O=[N+]([O-])c1cc(S(=O)(=O)O)c2cccnc2c1O,5.6850000000000005,O=[N+]([O-])c1cc(S(=O)(=O)O)c2cccnc2c1O,270.222,1.0953,130.63,6,2,2,2,0.0,0,1,1,3,1,1,
O=[N+]([O-])c1ccc(N=Nc2cc(S(=O)(=O)O)c3cccnc3c2O)cc1,7.494,O=[N+]([O-])c1ccc(N=Nc2cc(S(=O)(=O)O)c3cccnc3c2O)cc1,374.334,3.5107,155.35,8,2,4,3,0.0,0,1,1,3,1,1,
O=c1cc(S(=O)(=O)O)[nH]c(=O)[nH]1,7.26,O=c1cc(S(=O)(=O)O)[nH]c(=O)[nH]1,192.152,-1.6901,120.09,4,3,1,1,0.0,0,1,1,3,1,1,
