cas,smiles
102878-16-0,O=S(=O)(O)C1=CC2=CC=C(Cl)C=C2C(=C1)S(=O)(=O)O
82-47-3,O=S(=O)(O)C1=CC(=C2C=CC=C(O)C2=C1N)S(=O)(=O)O
1242471-40-4,O=C1N(N=C(C)C1C(C)(CO)S(=O)(=O)O)C=2C=CC=CC2
81417-89-2,O=S(=O)(O)OCCS(=O)(=O)C1=CC=C2C(C=CC(N)=C2S(=O)(=O)O)=C1
663598-89-8,O=C(ON1C(=O)CC(C1=O)S(=O)(=O)O)CCCSSC2=NC=C(C=C2)N(=O)=O
1803279-86-8,O=C(ON1C(=O)CC(C1=O)S(=O)(=O)O)CCC(=O)N2C=3C=CC=CC3C#CC=4C=CC=CC4C2
17527-07-0,O=S(=O)(O)CCNCCCC
154642-00-9,O=S(=O)(O)C1=CC=C(F)C=C1C
14503-46-9,O=S(=O)(O)C=1C=CC=CC1N(C)C
39687-77-9,O=S(=O)(O)C1=CN=C(N=C1)N
7134-09-0,O=S(=O)(O)C1=CC=C(O)C(O)=C1
2154-66-7,N#[N+]C1=CC=C(C=C1)S(=O)(=O)O
122855-96-3,O=S(=O)(O)C1=CC=C(C=C1)CO
5402-21-1,O=N=1C=CC=C(C1)S(=O)(=O)O
98-21-5,O=S(=O)(O)C=1C=C(Cl)C=C(N)C1
2835-04-3,O=S(=O)(O)C1=CC(N)=CC=C1O
54981-39-4,O=C(NC1=CC=CC(=C1)S(=O)(=O)O)C
3365-89-7,O=S(=O)(O)C1=CC=C(C=C1)C=2C=CC(N)=CC2
121208-91-1,O=S(=O)(O)C1=CC=C(O)C(Br)=C1
127075-48-3,O=S(=O)(O)CC1NCCCC1
38588-51-1,O=S(=O)(O)CC=1C=NC=CC1
7296-73-3,O=S(=O)(O)C1=CC=C(C=C1)CCCl
72943-20-5,O=S(=O)(O)CCCNC=1C=CC=CC1
616-85-3,O=N(=O)C1=CC(=CC=C1O)S(=O)(=O)O
276702-52-4,O=N(=O)C1=CC=C(Cl)C(=C1Cl)S(=O)(=O)O
40686-05-3,O=C(NC1=CC=C(C=C1C)S(=O)(=O)O)NC2=CC=C(C=C2C)S(=O)(=O)O
5825-36-5,O=S(=O)(O)C=1C=CC(S)=C2N=CC=CC21
84-92-4,O=S(=O)(O)C1=CC=CC2=C(N)C(N)=CC=C21
287730-12-5,O=S(=O)(O)C1=NC=2C=C(F)C=CC2N1
27928-00-3,O=S(=O)(O)C=1C=C(O)C2=CC=C3C=4C(C=CC1C24)=C(C=C3S(=O)(=O)O)S(=O)(=O)O
117-42-0,O=S(=O)(O)C=1C=C(N)C=2C(C1)=CC(=CC2S(=O)(=O)O)S(=O)(=O)O
6313-47-9,O=C1C=2C=CC=CC2C(=O)C3=CC(=C(N)C=C13)S(=O)(=O)O
117-55-5,O=S(=O)(O)C=1C=CC(N)=C2C1C=CC=C2S(=O)(=O)O
50567-35-6,O=C1C(=C(N(N1C=2C=CC=CC2)C)C)N(C)CS(=O)(=O)O
750549-71-4,O=S(=O)(O)C=1C=CC=C(OCC=2C=CC=CC2)C1
42986-22-1,O=S(=O)(O)OCCS(=O)(=O)C1=CC=C(N)C(=C1)S(=O)(=O)O
4720-61-0,O=S(=O)(O)CCCSC1=NC=2C=CC=CC2S1
1833-57-4,O=C1C=2C=CC=CC2C(=O)C3=C(N)C(=CC(NC=4C(=CC(=CC4C)C)C)=C13)S(=O)(=O)O
54443-97-9,O=S(=O)([O-])CCC[N+]=1C=2C=CC=CC2OC1C
158018-81-6,O=C1C=CC(=O)N1CCCC(=O)ON2C(=O)CC(C2=O)S(=O)(=O)O
331467-05-1,O=C1NC=2C=CC(=CC2C1=C3NC=4C=CC=CC4C3=NO)S(=O)(=O)O
56405-66-4,O=S(=O)([O-])CCC[N+]=1C=CC(=C2C=CC=CC21)C
30479-81-3,O=C1N(N=C(N)C1)C2=CC=C(OC=3C=CC=CC3)C(=C2)S(=O)(=O)O
663598-66-1,O=C(ON1C(=O)CC(C1=O)S(=O)(=O)O)CCC(SSC2=NC=C(C=C2)N(=O)=O)C
147541-03-5,O=S(=O)([O-])C=1C=C(C=C([N+]1F)C(F)(F)F)C(F)(F)F
83907-41-9,O=S(=O)([O-])CCC[N+]=1C=2C=CC=CC2C=C3C=CC=CC31
1374404-06-4,O=S(=O)([O-])CCCN1C=C[N+](=C1)CC2=NC=CC=C2
18024-00-5,O=S(=O)(O)CCCl
846056-87-9,O=S(=O)(O)CC(N(Cl)Cl)(C)C
36986-91-1,O=S(=O)(O)C(=C)CCl
107-57-3,O=S(=O)(O)CC(O)CCl
123314-28-3,O=S(=O)(O)CC=1C=CC=CC1C
60310-04-5,O=S(=O)(O)C=1C=C(N)C=C(C1)C
7134-05-6,O=S(=O)(O)C1=CC=C(O)C=C1C
4352-27-6,O=S(=O)(O)CC1CCCCC1
6370-23-6,O=S(=O)(O)C1=CC(N)=C(C=C1C)C
50619-01-7,O=S(=O)(O)C1=CC(=CC(N)=C1C)C
65542-35-0,O=N(=O)C1=CC(=CC=C1S(=O)(=O)O)C
20776-12-9,O=S(=O)(O)C=1C=2C=CC=CC2C=CC1C
110874-72-1,O=S(=O)(O)CC1=CC=C(Br)C=C1
81483-21-8,O=S(=O)(O)C1=CC=C(S)C(N)=C1
141870-15-7,O=S(=O)(O)C1=CC=C(OC)C=2C=CC=CC21
103346-04-9,O=S(=O)(O)CC=1C=CC=CC1Cl
6764-43-8,O=S(=O)(O)C=1C=CC=2OC(=NC2C1)C
287730-18-1,O=S(=O)(O)C1=NC=2C=C(C(=CC2N1)C)C
140-60-3,O=S(=O)(O)C1=CC=C(C=C1)CCCCCCCCCC
92-27-3,O=S(=O)(O)C1=CC=C2C=C(O)C(O)=CC2=C1
3343-41-7,O=S(=O)(O)C(O)C1=NC=CC=C1
23894-07-7,O=S(=O)(O)C=1C=C2C=C(C(O)=CC2=CC1O)S(=O)(=O)O
41949-30-8,O=S(=O)(O)C1=CC=CC(=C1)C=2C=CC=CC2
98139-22-1,O=N(=O)C1=CC(=CC(=C1N)N(=O)=O)S(=O)(=O)O
181297-41-6,O=S(=O)(O)C1=NC=2C=CC=CC2O1
149-46-2,O=S(=O)(O)C1=CC(O)=C(O)C(=C1)S(=O)(=O)O
551-91-7,O=N(=O)C1=CC=C(N)C=C1S(=O)(=O)O
89108-43-0,O=S(=O)(O)C=1C=CC=C2C(Cl)=CC=CC21
1644-79-7,O=S(=O)(O)C1=CC=C(Cl)C(=C1)C(F)(F)F
26377-50-4,O=N(=O)C1=CC=C(C=C1Cl)S(=O)(=O)O
168021-77-0,O=N(=CC1=CC=C(C=C1S(=O)(=O)O)S(=O)(=O)O)C(C)(C)C
124066-33-7,O=C(NCCS(=O)(=O)O)C=1SC=CC1
59115-12-7,O=C(NC=1C=C(C=C(C1O)N(=O)=O)S(=O)(=O)O)C
6251-07-6,O=S(=O)(O)C=1C=CC2=C(N)C=C(C=C2C1)S(=O)(=O)O
179419-11-5,O=S(=O)(O)C=1C=CC=2C(Br)=CC=CC2C1
122361-59-5,O=S(=O)(O)C1=CC=C2C=CC=CC2=C1C=3C=4C=CC=CC4C=CC3S(=O)(=O)O
21876-47-1,O=S(=O)([O-])C1=CC=C[N+](=C1)C
14121-39-2,O=S(=O)(O)C=1C=CC=C(C1)NC=2N=C(Cl)N=C(Cl)N2
20971-43-1,N#[N+]C1=CC=C2C=C(C=C(C2=C1)S(=O)(=O)O)S(=O)(=O)O
15851-63-5,O=N(=O)C1=CC(=C2C=CC=NC2=C1O)S(=O)(=O)O
33924-53-7,O=C(NCCC1=CC=C(C=C1)S(=O)(=O)O)C2=CC(Cl)=CC=C2OC
38025-91-1,O=S(=O)(O)C1=CC=CN=C1NC2=CC=CC(=C2)C(F)(F)F
856570-20-2,O=C(OCC=1C=CC=CC1)NC(CC=2C=CC=CC2)CS(=O)(=O)O
244021-67-8,O=C1NC=2C=CC(=CC2C1=C3NC=4C=CC=CC4C3=O)S(=O)(=O)O
143668-15-9,O=S(=O)(O)C1=CC=C(C=C1)NC2=NC=NC3=C2N=CN3C4OC(CO)C(O)C4O
74-61-3,O=S(=O)(O)CC(S)CS
7762-89-2,O=S(=O)(O)CCCCBr
110874-71-0,O=S(=O)(O)CC1=CC=C(C=C1)C
70916-29-9,O=S(=O)(O)C=1C=CC=CC1NC
46204-52-8,O=S(=O)(O)C1=CC=C(OCC)C=C1
96-71-9,O=S(=O)(O)C1=CC(=CC=C1C)C(C)C
59554-29-9,O=S(=O)(O)C1=CC=C(C=C1OC)C
133-62-0,O=N(=O)C=1C=C(C(=C(C1)S(=O)(=O)O)C)N(=O)=O
6448-82-4,O=S(=O)(O)C1=CC(OCC)=CC=C1N
734475-33-3,O=S(=O)(O)C=1C=CC=CC1CO
83-83-0,O=S(=O)(O)C1=CC(N)=C(C=C1C2=CC(=C(N)C=C2S(=O)(=O)O)C)C
124946-79-8,O=C(N(C)CCS(=O)(=O)O)CCCCCCCCCCCCC
16722-32-0,O=S(=O)(O)C1=CC=C(C=C1)CCCCCCCCCCCCCCCC
90321-78-1,O=S(=O)(O)C1=CSC=2C=CC=CC21
761343-55-9,N#CC1=CC=C(C=C1)CS(=O)(=O)O
162109-23-1,O=S(=O)(O)C=1C=CC=C2C(Br)=CC=CC21
367-72-6,O=S(=O)(O)C1=CC=C(N)C(=C1)C(F)(F)F
376646-59-2,O=S(=O)(O)C1NC=2C=CC=CC2C1
131574-34-0,O=N(=O)C=1C=C(C(F)=CC1F)S(=O)(=O)O
155110-47-7,O=C(N1C2=CC(=CC=C2CC1)S(=O)(=O)O)C
567-47-5,O=S(=O)(O)C1=C(O)C=CC=2C=CC=CC21
567-13-5,O=S(=O)(O)C1=CC(N)=C(O)C=2C=CC=CC21
6362-18-1,O=S(=O)(O)C1=CC=C(N)C=2C(N)=CC=CC12
342623-49-8,O=S(=O)(O)CC1=NOC=2C=CC=CC21
1316066-03-1,O=C(N1C2=CC(=CC=C2C(C)(C)C1)S(=O)(=O)O)C
20386-27-0,O=S(=O)(O)C1=CC=CC2=CC(O)=CC=C21
53815-74-0,O=S(=O)(O)C=1C=CC2=NSC(N)=C2C1
1137860-76-4,O=S(=O)(O)C1=CC(OC(F)(F)F)=CC=C1N
37026-33-8,O=N(=O)C1=CC(=C2C=CC(=NC2=C1O)C)S(=O)(=O)O
573-07-9,O=S(=O)(O)C1=CC=CC2=C(O)C(N)=CC=C21
128-86-9,O=C1C2=C(O)C(=CC(N)=C2C(=O)C3=C(O)C(=CC(N)=C13)S(=O)(=O)O)S(=O)(=O)O
85-74-5,O=S(=O)(O)C=1C=CC=2C(N)=CC=C(C2C1)S(=O)(=O)O
4095-85-6,O=C1C=2C=CC=CC2C(=O)C3=C(N)C(=CC(N)=C13)S(=O)(=O)O
10041-19-7,O=C(OCC(CC)CCCC)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
50818-84-3,O=S(=O)([O-])C=1SC=2C=CC=CC2[N+]1CC
748749-75-9,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCCS(=O)(=O)O
2173294-69-2,O=C(OC)C(C=1C=CC=CC1Cl)N2CC=3C=C(SC3CC2)S(=O)(=O)O
663599-00-6,O=C(ON1C(=O)CC(C1=O)S(=O)(=O)O)CCC(SSC2=NC=C(C=C2)N(=O)=O)(C)C
51652-08-5,O=C(N)C1=CC=C[N+](=C1)CCCS(=O)(=O)[O-]
34935-38-1,O=S(=O)([O-])C(C)CC[N+]1=C(SC=2C=CC=CC21)C=C(C=C3SC=4C=CC=CC4N3CC)C
1561-97-3,O=S(=O)(O)CC(O)C
126301-30-2,O=S(=O)(O)CC(N)C
109765-37-9,O=S(=O)(O)CCOC
89124-45-8,O=C(OCC)CS(=O)(=O)O
6922-46-9,O=S(=O)(O)C1CCCCC1
89585-27-3,O=S(=O)(O)CCCCNCC
28987-67-9,O=S(=O)(O)C1=CC=C(C(=C1C)C)C
34074-93-6,O=C(C1=CC=C(C=C1)S(=O)(=O)O)C
84363-11-1,O=S(=O)(O)C1=CC=C(F)C(=C1)C
91903-24-1,O=S(=O)(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C
27897-08-1,O=S(=O)(O)C1=CC(=C(N)C=C1C)C
39112-92-0,O=S(=O)(O)C1=CN=C(C=C1C)C
17624-04-3,O=S(=O)(O)C1=NC=C(C=C1)S(=O)(=O)O
232261-88-0,O=S(=O)(O)CCC(N)CS
41731-70-8,O=S(=O)(O)C=1SC(Br)=NC1
98-48-6,O=S(=O)(O)C1=CC=CC(=C1)S(=O)(=O)O
773785-62-9,[N-]=[N+]=NCCCS(=O)(=O)O
4389-41-7,O=S(=O)(O)C(O)C=1C=CC=CC1
144003-14-5,O=S(=O)(O)CN1CCNCC1
6387-15-1,O=S(=O)(O)C1=CC(=CC(N)=C1O)C
29181-96-2,O=S(=O)(O)C=1C=CC2=CC(=CC=C2C1)C
51307-73-4,O=C(OC)C1=CC=C(C=C1)S(=O)(=O)O
1154868-28-6,O=S(=O)(O)CC=1C(Cl)=CC=CC1Cl
40567-66-6,O=S(=O)(O)CCCN(C=1C=CC=CC1)C
51084-19-6,O=S(=O)(O)C=1C=CC2=CC=C(C=C2C1)C
13152-87-9,N#CC1=CC=C(C=C1)S(=O)(=O)O
502-02-3,O=S(=O)(O)C1=CC=C(N=NC2=CC=C(C=C2)N(C)C)C=C1
50437-50-8,O=S(=O)(O)CCCC=1C=CC=CC1
65222-42-6,O=S(=O)(O)CCNCC(O)CO
802873-37-6,O=C(N)C1=CC=C(C=C1)S(=O)(=O)O
53416-49-2,O=S(=O)(O)C1=CC(N)=C(OC)C=C1C
50613-53-1,O=C(NCCS(=O)(=O)O)CCCCCCCCC
41363-39-7,O=C(N)C=1C=CC=CC1S(=O)(=O)O
19813-86-6,O=S(=O)(O)C=1C=CC=CC1C=2C=CC=CC2
53992-33-9,O=N(=O)C1=CC=C(C=C1)CS(=O)(=O)O
59599-57-4,O=S(=O)(O)C1=CC=C(C=C1)CCCCCCCCCCCCC
47377-16-2,O=S(=O)(O)C1=CC=C(C=C1)CCCCCCCCCCCCCC
7089-63-6,O=S(=O)(O)C1=C(C=CC=2C=CC=CC21)NC
120279-86-9,O=C1C=2C=C(SC2SC(C)C1)S(=O)(=O)O
88551-85-3,O=S(=O)(O)C=1C=CC=C2N=C(C=CC21)C
1316066-02-0,O=S(=O)(O)C1=CC=C2C(=C1)NCC2(C)C
616-59-1,O=N(=O)C1=CC=C(O)C(=C1)S(=O)(=O)O
62607-64-1,O=S(=O)(O)CCCCC=1C=CC=CC1
1420850-40-3,O=S(=O)(O)CC=1C=CC=C(Cl)C1
46341-18-8,O=C(NC=1C=CC=CC1)CS(=O)(=O)O
1204-10-0,O=S(=O)(O)C1=CC(=CC=C1CBr)CBr
162109-20-8,O=S(=O)(O)C1=CC=C(Br)C=2C=CC=CC21
764629-58-5,N#CC=1C=CC=CC1CS(=O)(=O)O
1420987-54-7,O=S(=O)(O)CC=1C(F)=CC=CC1Cl
33263-46-6,O=N(=O)C=1C=CN=CC1S(=O)(=O)O
55447-98-8,O=C(OC)C1=CC=C(C(=O)OC)C(=C1)S(=O)(=O)O
84-50-4,O=C1C2=CC=C(C=C2C(=O)C3=CC=C(C=C13)S(=O)(=O)O)S(=O)(=O)O
134-54-3,O=S(=O)(O)C=1C=C(N)C=2C=CC=CC2C1
574758-47-7,O=S(=O)(O)C1=CC=CC=2C=NNC21
6357-94-4,O=S(=O)(O)C1=CC(O)=C2C=CC(O)=CC2=C1
287730-16-9,O=S(=O)(O)C1=NC=2C=C(Br)C=CC2N1
23646-86-8,O=S(=O)(O)C=1C=CC=C(C1)N2N=C(C=C2N)C
6272-21-5,O=C(NC1=CC=CC2=CC(=CC=C21)S(=O)(=O)O)C
16110-89-7,O=S(=O)(O)C1=CC=C(C=C1)NC=2N=C(Cl)N=C(Cl)N2
205985-49-5,O=S(=O)(O)C1=CN=C2C=CC=CC2=C1Cl
80202-32-0,O=C1N(C2=CC=C(C=C2)S(=O)(=O)O)CCC1
143982-77-8,O=C(C=1C=C(C(OC)=CC1O)S(=O)(=O)O)C=2C=C(C(OC)=CC2O)S(=O)(=O)O
51987-58-7,O=S(=O)(O)C=1C=C(N)C2=CC=C3C=4C(C=CC1C24)=C(C=C3S(=O)(=O)O)S(=O)(=O)O
92-28-4,O=S(=O)(O)C1=CC=C2C=C(N)C(=CC2=C1)S(=O)(=O)O
117-86-2,O=N(=O)C=1C=C2C(C=CC=C2S(=O)(=O)O)=C(C1)S(=O)(=O)O
6259-66-1,O=S(=O)(O)C1=CC2=CC(=C(O)C=C2C(=C1)S(=O)(=O)O)S(=O)(=O)O
55842-05-2,O=S(=O)(O)C1=CC=CN=C1NC=2C(Cl)=CC=CC2Cl
22713-46-8,O=S(=O)([O-])C1=CC=CC(=C1)S(=O)(=O)[O-]
41261-80-7,O=S(=O)(O)OCCS(=O)(=O)C1=CC=C(C(N)=C1)S(=O)(=O)O
171118-09-5,O=C(N(C=1C(=CC=CC1CC)C)C(C)COC)CS(=O)(=O)O
1899144-09-2,O=C(Cl)OCC1C=2C=C(C=CC2C3=CC=C(C=C31)S(=O)(=O)O)S(=O)(=O)O
92708-87-7,O=S(=O)(O)C1=CC=C(C=C1)N2N=C(C=3C=CC=CC3)CC2C=4C=CC=CC4
1146616-09-2,O=C1C(SC(=S)N1CCS(=O)(=O)O)=CC2=CC=C(O)C(OCC)=C2
19223-55-3,O=C(NCCC[N+](C)(C)CC(O)CS(=O)(=O)[O-])CCCCCCCCCCC
13301-33-2,O=N(=O)C1=CC=C(O)C(N=NC2=C(O)C3=C(N)C=C(C=C3C=C2S(=O)(=O)O)S(=O)(=O)O)=C1
497258-54-5,O=C1NC(=S)N(C=C1CNCCS(=O)(=O)O)C2OC(CO)C(O)C2O
2267354-06-1,O=S(=O)([O-])CCC[N+]=1C=2C=CC(OC)=CC2C(C1C=CC=3C=CC=CC3O)(C)C
16470-41-0,O=S(=O)([O-])CCC[N+]1=C(SC2=CC=C3C=CC=CC3=C21)C=C(OCC)CC
40104-07-2,O=S(=O)(O)CCl
23592-45-2,O=S(=O)(O)CNC
3934-16-5,O=S(=O)(O)CC(=C)C
51827-35-1,O=S(=O)(O)C(O)CC
36635-39-9,O=S(=O)(O)CC1CC1
6140-88-1,O=S(=O)(O)CCCCCCCCCCCCCCCC
945553-95-7,O=S(=O)(O)C(O)CN(C)C
73348-45-5,O=S(=O)(O)C=1SC(=CC1)C
51036-13-6,O=S(=O)(O)CCNCl
82971-11-7,O=S(=O)(O)C=1OC=CC1
88-62-0,O=S(=O)(O)C1=CC=C(C=C1N)C
6387-19-5,O=S(=O)(O)C=1C=CC=C(N)C1C
97242-35-8,O=S(=O)(O)C1=CC(=CC=C1F)C
686258-75-3,O=S(=O)(O)C=1C(F)=CC=CC1F
121-04-0,O=S(=O)(O)C1=CC=C(C(=C1)S(=O)(=O)O)C
7134-12-5,O=S(=O)(O)C1=CC=C(OC)C(OC)=C1
70259-86-8,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F
4232-99-9,O=S(=O)(O)C1=CC(Br)=C(O)C(Br)=C1
7134-13-6,O=S(=O)(O)C1=CC=C(OC)C=C1OC
63877-58-7,O=S(=O)(O)C1=CC=C(C=C1CC)CC
4496-92-8,O=C(C=1C=CC=CC1)CS(=O)(=O)O
4872-28-0,O=S(=O)(O)C(O)C=1C=CN=CC1
59337-96-1,O=C(OC)C=1SC=CC1S(=O)(=O)O
3479-10-5,O=S(=O)(O)C1=CC=C(Cl)C=C1N
93-13-0,O=S(=O)(O)CNC=1C=CC=CC1OC
78079-08-0,O=S(=O)(O)C1=CC=C(C=C1)C=2C=CC(Br)=CC2
25343-52-6,O=S(=O)(O)C(=N)NC=1C=CC=CC1
56022-49-2,O=C(OCCS(=O)(=O)O)CCCCCCCCCCC
68061-95-0,O=N(=O)C1=CC(N)=C(C=C1S(=O)(=O)O)C
179051-19-5,O=S(=O)(O)C1=CC=C(C=C1)C=2C=CC(Cl)=CC2
158753-81-2,O=S(=O)(O)C1=CC=C(F)C(Cl)=C1
2484-88-0,O=S(=O)(O)C1=CC=C(N=NC=2C=CC=CC2)C=C1
750513-88-3,O=S(=O)(O)CC1=CC=C(Cl)C=C1Cl
79840-57-6,O=S(=O)(O)C1=CC=C(C=C1)CCCCCCCCCCCCCCCCCC
47486-75-9,O=S(=O)(O)C1=CC(=CC2=C1C=C(C=C2S(=O)(=O)O)C(C)(C)C)C(C)(C)C
73631-58-0,O=S(=O)(O)C1=CC=C(C=C1)CCN
78846-76-1,O=N(=O)C1=CC=C(C(Cl)=C1)S(=O)(=O)O
73631-52-4,O=S(=O)(O)C=1C=CC=C(C1)CN
16722-51-3,O=S(=O)([O-])C1=CC=C(C=C1)C
67892-44-8,O=N(=O)C=1C=C(C(Cl)=CC1S(=O)(=O)O)CC
58261-80-6,O=C(Cl)C1=CC=CC(=C1)S(=O)(=O)O
811811-39-9,O=N(=O)C1=CC(Br)=CC=C1S(=O)(=O)O
126301-32-4,O=S(=O)(O)CC(N)CC=1C=CC=CC1
1149431-33-3,O=S(=O)(O)C1=CC=C(N=NC2=CC=C(N)C=C2)C=C1
85163-70-8,O=S(=O)(O)CCCOC=1C=CC=CC1
780010-15-3,N#CC=1C=CC(=CC1)C2=CC=C(C=C2)S(=O)(=O)O
6046-41-9,O=S(=O)(O)C1=CN=C2C=CC=CC2=C1
63970-02-5,O=S(=O)(O)C1=CC=CC=2C=CC=C(Br)C21
88246-85-9,O=S(=O)(O)C1=CC(N)=C(N)C=2C=CC=CC21
98487-89-9,O=S(=O)(O)C1=CC=C2NCCC2=C1
3198-32-1,O=S(=O)([O-])C=1C=CC=CC1
82-48-4,O=C1C2=CC=CC(=C2C(=O)C=3C1=CC=CC3S(=O)(=O)O)S(=O)(=O)O
17521-00-5,O=N(=O)C=1C=CC=C2C1C=CC=C2S(=O)(=O)O
3365-88-6,O=S(=O)(O)C=1C=C(C=CC1N)C=2C=CC=CC2
5690-17-5,O=C1C=CC=2C=C(C=CC2C1=O)S(=O)(=O)O
52962-42-2,O=S(=O)(O)CCCNC1=CC=C(O)C=C1
28096-93-7,O=S(=O)(O)C1=CC(N)=CC=C1C=CC2=CC=C(N)C=C2S(=O)(=O)O
117-56-6,O=S(=O)(O)C=1C=CC(O)=C2C1C=CC=C2S(=O)(=O)O
86964-20-7,O=S(=O)(O)C=1C=CC=CC1NC=2N=C(Cl)N=C(Cl)N2
138-28-3,O=S(=O)(O)C=1C=CC=C(N=NC2=CC=C(N)C(OC)=C2)C1
80459-17-2,O=NC1=CC=C(C=C1O)N(CC)CCCS(=O)(=O)O
16144-92-6,O=S(=O)(O)C=1C=CC=2C(=CC=C(C2N)S(=O)(=O)O)C1
6409-21-8,O=C(NC1=CC=C(C=2C=C(C=C(O)C12)S(=O)(=O)O)S(=O)(=O)O)C
6860-97-5,O=S(=O)(O)C=1C=C(O)C=2C(C1)=CC(=CC2NS(=O)(=O)C3=CC=C(C=C3)C)S(=O)(=O)O
2007-20-7,O=S(=O)(O)C1=CC=C2C(=C1)C=C(C(O)=C2N)S(=O)(=O)O
133804-52-1,O=S(=O)(O)C1=CC(=CC=C1N2CCNCCC2)CCC
29452-72-0,O=C(NC1=CC=C(C(N)=C1)S(=O)(=O)O)C=2C=CC=CC2
768354-41-2,O=C(OCC=1C=CC=CC1)NCCCCS(=O)(=O)O
15958-19-7,O=S(=O)(O)C1=CC(Cl)=C(C=C1N=NC2=C(O)C=CC=3C=CC=CC32)C
16623-47-5,O=S(=O)(O)C1=CC(O)=C(N=NC2=CC=C(O)C=C2O)C=3C=CC=CC31
2786-71-2,O=C1C=2C=CC=CC2C(=O)C3=C(C=C(C(N)=C13)S(=O)(=O)O)NC=4C=CC=CC4
26592-28-9,O=S(=O)(O)C1=CC=C(C=C1N)NC=2N=C(F)N=C(F)C2Cl
55425-51-9,O=S(=O)([O-])CCC[N+]1=C(SC=2C=CC=CC21)SCCCS(=O)(=O)O
663599-07-3,O=C(ON1C(=O)CC(C1=O)S(=O)(=O)O)CCCSSC2=NC=C(C=C2)C(=O)N(C)C
71806-08-1,O=S(=O)([O-])CCC[N+]1=C(OC2=CC=C3C=CC=CC3=C21)C
69536-68-1,O=S(=O)(O)CCSCC
60586-80-3,O=S(=O)(O)CCCCCCC
31169-63-8,O=S(=O)(O)CCCCCCCCCCCCCCC
49594-30-1,O=S(=O)(O)CCCS
749255-18-3,O=S(=O)(O)C=1C=CNC1
1118-52-1,O=S(=O)(O)CCCNC(C)(C)C
137048-30-7,O=S(=O)(O)C1=NC=CN1C
16421-58-2,O=S(=O)(O)CC(N)CO
201480-26-4,O=S(=O)(O)C=1SC(=NC1C)N
60634-74-4,O=S(=O)(O)C1=CN=CN1
872273-27-3,O=S(=O)(O)C=1C(Br)=CN=CC1Br
15592-74-2,O=S(=O)(O)C1=CC=C(C=C1)CCC
71794-43-9,O=S(=O)(O)C=1C=CC=C(C1)NC
50619-00-6,O=S(=O)(O)C=1C=C(N)C=C(C1C)C
7582-21-0,O=C(OCCCS(=O)(=O)O)C(=C)C
6472-58-8,O=S(=O)(O)C1=CC=C(N)C(OC)=C1
1070174-95-6,O=C(OC(C)(C)C)NCCS(=O)(=O)O
68487-68-3,O=S(=O)(O)C1=CC=CC=2C1=CC=CC2C
256439-82-4,O=S(=O)(O)C1=CC=C(C=C1)C=2C=CC(OC)=CC2
5807-21-6,O=C1C=C(NC(=O)N1)S(=O)(=O)O
52106-01-1,O=S(=O)(O)C1=CC=C(Cl)C(Cl)=C1Cl
18521-59-0,O=S(=O)(O)C1=CC=C(C=C1)CCCC
5857-96-5,O=S(=O)(O)C1=CC(N)=C(O)C(N)=C1
81010-88-0,O=S(=O)(O)C1=CC(O)=CC(=C1O)S(=O)(=O)O
764638-11-1,O=S(=O)(O)C1=CC=C(C#C)C=C1
20804-28-8,O=S(=O)(O)C1=CC(F)=C(N)C(F)=C1
57277-26-6,O=S(=O)(O)C1=CC(=CC=C1C)C=2C=CC(=C(C2)S(=O)(=O)O)C
20241-57-0,O=S(=O)(O)C1=CC=C(OC=2C=CC=CC2)C=C1
40738-12-3,O=C(NCCS(=O)(=O)O)CCCCCCCCCCC
96-92-4,O=N(=O)C1=CC(=CC(=C1Cl)C)S(=O)(=O)O
