cas,smiles
354-88-1,O=S(=O)(O)C(F)(F)C(F)(F)F
117766-00-4,O=S(=O)(O)C(=NCC)NCC
1133-17-1,O=S(=O)(O)C1=CC=C(C=C1)C(C)(C)C
69103-65-7,O=S(=O)(O)C=1C(O)=CC=CC1C
138-29-4,O=S(=O)(O)C=1C=CC=C(C1)CC
121-62-0,O=C(NC1=CC=C(C=C1)S(=O)(=O)O)C
21865-17-8,O=S(=O)([O-])CCC[N+](C)(C)C
72810-60-7,O=S(=O)(O)C=1C=CN=CC1S(=O)(=O)N
18336-36-2,O=S(=O)(O)C=1C=NN(C1)C=2C=CC=CC2
86-65-7,O=S(=O)(O)C1=CC2=CC=C(N)C=C2C(=C1)S(=O)(=O)O
452072-27-4,O=C(ON1C(=O)CC(C1=O)S(=O)(=O)O)CCC(SSC2=NC=CC=C2)C
1606-80-0,O=S(=O)(O)CC=C
89280-34-2,O=S(=O)(O)C=1C(=NNC1C)C
133145-15-0,O=S(=O)(O)C1=NC(Cl)=CC=C1
82971-10-6,O=S(=O)(O)C=1SC(=NC1)N
57897-77-5,O=C(OC)C=1C=CC=CC1S(=O)(=O)O
2918-83-4,O=S(=O)(O)C1=CC=C(N=NC2=CC=C(O)C=C2)C=C1
712-24-3,O=N(=O)C1=CC(N)=CC=C1S(=O)(=O)O
91088-11-8,O=S(=O)(O)C1=CC=C(C=C1)N2N=C(C=C2C)C
2254745-17-8,O=S(=O)(O)C1=CC=C2N=C3C=C(O)C(O)=CC3=NC2=C1
56039-58-8,O=C1C(=CC2=CC=C(C=C2)S(=O)(=O)O)C3CCC1(C)C3(C)C
70155-90-7,O=S(=O)([O-])CCC[N+](CC#C)(CC)CC
29982-43-2,O=S(=O)(O)C1=NN=CN1C
14064-34-7,O=S(=O)(O)CCCCN
7134-06-7,O=S(=O)(O)C1=CC(=CC=C1O)C
54530-94-8,O=S(=O)(O)C=1C=C(N)C=C(N)C1
29848-93-9,O=CC1=CC=C(O)C(=C1)S(=O)(=O)O
78480-14-5,O=S(=O)(O)C=1C=C(C(=CC1O)C)CC2=CC(=C(O)C=C2C)S(=O)(=O)O
26725-50-8,O=S(=O)(O)C1=CC=CC=2N=NNC21
127461-58-9,O=S(=O)(O)C1=CC=C2OCCCC2=C1
128-42-7,O=N(=O)C1=CC=C(C=CC2=CC=C(C=C2S(=O)(=O)O)N(=O)=O)C(=C1)S(=O)(=O)O
130-23-4,O=S(=O)(O)C=1C=C(O)C=2C(N)=CC=C(C2C1)S(=O)(=O)O
136997-71-2,O=C(N(C)C)[N+]1=CC=C(C=C1)CCS(=O)(=O)[O-]
1827-97-0,O=S(=O)(O)CC(F)(F)F
69536-71-6,O=C(SCCS(=O)(=O)O)C
423-41-6,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)F
91-24-7,O=S(=O)(O)C=1C=CC=CC1CC
88-46-0,O=S(=O)(O)C1=CC(O)=CC=C1O
6406-21-9,O=S(=O)(O)C=1C=C(Cl)C=C(Cl)C1N
5363-53-1,O=S(=O)(O)C1=CC=C(C=C1)N(CC2=CC=CC(=C2)S(=O)(=O)O)CC
437717-43-6,O=C1N=C(NN2C(=NC(=C12)C)CCC)C=3C=C(C=CC3OCC)S(=O)(=O)O
299935-34-5,O=S(=O)([O-])C=1C=CC=2C3=CC=C(C=C3CC2C1)S(=O)(=O)[O-]
2386-47-2,O=S(=O)(O)CCCC
31375-02-7,O=S(=O)(O)C1=CC=C(C=C1)S(=O)(=O)O
146764-47-8,O=S(=O)(O)C1CCC(N)CC1
3694-83-5,O=S(=O)(O)C1=CC=C(C(N)=C1)CC
6684-46-4,O=C1C=CC(=CN1)S(=O)(=O)O
229326-04-9,O=S(=O)(O)C=1C=CC=CC1C(F)(F)F
349-64-4,O=S(=O)(O)C1=CC=C(F)C(N)=C1
20946-17-2,O=S(=O)(O)C=1N=C2C(O)=CC=CC2=CC1
26651-23-0,O=S(=O)(O)C1=CC=C2C=CC3=CC=CC=4C=CC1=C2C34
25023-39-6,O=S(=O)(O)C1=NC=NC=2N=CNC21
5724-16-3,O=S(=O)(O)C1=CC=C2C=CC=C(C2=C1)S(=O)(=O)O
253801-34-2,O=S(=O)(O)C1=CC=C(N=NC2=CC=C(O)C=C2Cl)C=C1
73348-44-4,O=S(=O)(O)C=1SC(Br)=CC1
618-09-7,O=S(=O)(O)C=1C=CC=C(C1)N(C)C
2908-73-8,O=S(=O)(O)CC1=CN=C(N=C1N)C
4095-82-3,O=C1C2=CC=CC(=C2C(=O)C=3C=CC=C(N)C13)S(=O)(=O)O
80206-91-3,O=C1C=2NC(=NC2N(C(=O)N1C)C)C=3C=CC(=CC3)S(=O)(=O)O
34256-00-3,O=S(=O)(O)C=1C=CC=CC1OC
14045-23-9,O=S(=O)(O)C=1C=CN=CC1C
1763-23-1,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
114850-07-6,O=S(=O)(O)C1CCCC1N
906074-28-0,O=S(=O)(O)C1CC(=C(C)CC1CN)C
1803562-79-9,O=S(=O)(O)C1CCCC(N)C1
89-02-1,O=N(=O)C1=CC=C(C(=C1)N(=O)=O)S(=O)(=O)O
684283-98-5,O=S(=O)(O)CCCCN1CCNCC1
15626-30-9,O=S(=O)([O-])CCC[N+]1=CC=C(C=C1)C
91-29-2,O=N(=O)C1=CC=C(NC2=CC=C(N)C=C2)C(=C1)S(=O)(=O)O
54136-27-5,O=S(=O)([O-])CCCC[N+]=1C=2C=CC(OC)=CC2C(C1C)(C)C
17724-16-2,O=S(=O)(O)C=1C=C(O)C=C(O)C1
70140-60-2,O=S(=O)(O)C1=CC=C(SC)C=C1
408533-46-0,O=S(=O)(O)C=1C=CN=C(C1)C
2706-91-4,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
879-98-1,O=S(=O)(O)C1=CC=C(OC)C(O)=C1
581-75-9,O=S(=O)(O)C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
2369-25-7,O=S(=O)(O)C1=CC=C(N)C(F)=C1
78995-75-2,O=S(=O)(O)C(C1=CC=C(O)C(O)=C1)CNC
334708-06-4,O=C(OCC)C1=CC(=CNC1=O)S(=O)(=O)O
7313-70-4,O=C1NC2=CC=C(C=C2C1=O)S(=O)(=O)O
862777-69-3,O=S(=O)(O)C=1C=CC(Br)=C2C=CN=CC21
852127-05-0,O=S(=O)(O)C1=CC=C2C=CC=CC2=C1C=3C=4C=CC=CC4C=CC3S(=O)(=O)O
33098-23-6,O=C1C(Cl)=C(Cl)C=NN1C2=CC=C(C=C2)S(=O)(=O)O
12239-15-5,O=S(=O)(O)C=1C=C(Cl)C(N=NC=2C(=NN(C=3C=CC=CC3)C2N)C)=CC1Cl
75808-01-4,O=C(NCCS(=O)(=O)O)CCC(C)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CCC12C
1080027-77-5,O=C1N(C(=O)C2C3OC(C=C3)C12)CC[N+](C)(C)CCCCS(=O)(=O)[O-]
54322-33-7,O=S(=O)(O)C(S(=O)(=O)O)S(=O)(=O)O
464-14-2,O=S(=O)(O)C(F)(F)C(F)F
88-90-4,O=N(=O)C1=CC(=CC(=C1C)N(=O)=O)S(=O)(=O)O
37181-39-8,O=S(=O)([O-])C(F)(F)F
4444-23-9,O=S(=O)(O)C1=CC(O)=C(C=C1O)S(=O)(=O)O
2592-14-5,O=S(=O)(O)C1=CC=C(N)C(O)=C1
36125-91-4,O=S(=O)(O)C=1C=C2C(=CC1N)CCC2
806608-12-8,O=S(=O)(O)CCOCC=1C=CC=CC1
88-39-1,O=CC1=CC=C(C=C1S(=O)(=O)O)S(=O)(=O)O
65186-01-8,O=S(=O)(O)C1=CC=C(C=C1)C(CC)CCCCCCCCCCC
6334-97-0,O=C(NC=1C=CC2=C(O)C=C(C=C2C1)S(=O)(=O)O)C
50402-57-8,O=S(=O)(O)C1=CC=CC2=CC=CC(NCCN)=C21
89073-57-4,O=C1C=2NC(=NC2N(C(=O)N1CCC)CCC)C=3C=CC(=CC3)S(=O)(=O)O
163221-06-5,O=S(=O)(O)CCCNC
15904-54-8,O=S(=O)(O)CCN(CC)CC
3453-84-7,O=S(=O)(O)C1=CC(=C(C=C1C)C)C
499785-48-7,O=S(=O)(O)C1=C(Cl)N(N=C1C)C
6387-28-6,O=S(=O)(O)CC1=CC=C(N)C=C1
2508-19-2,O=N(=O)C=1C=C(C(=C(C1)N(=O)=O)S(=O)(=O)O)N(=O)=O
73413-79-3,O=C1C(=O)C2(CCC1C2(C)C)CS(=O)(=O)O
102878-14-8,O=S(=O)(O)C1=CC=C2C=C(Cl)C=CC2=C1
84-48-0,O=C1C=2C=CC=CC2C(=O)C3=CC(=CC=C13)S(=O)(=O)O
68502-11-4,O=CC=1OC(=CC1)C=2C=CC(=CC2)S(=O)(=O)O
113995-55-4,O=S(=O)(O)C=1C=CC2=C(C=CC=3N=C(C)C(C32)(C)C)C1
6222-65-7,O=C1C=2C=CC=CC2C(=O)C3=C(C=C(C(N)=C13)S(=O)(=O)O)NC4=CC=C(N)C=C4
14159-48-9,O=S(=O)(O)C(C)C
16794-13-1,O=S(=O)(O)C(C)(C)C
86311-35-5,O=S(=O)(O)CC(N)(C)C
34292-93-8,O=S(=O)(O)CCC=1C=CC=CC1
29452-57-1,O=S(=O)(O)C=1C=NC=CC1N
78846-41-0,O=S(=O)(O)C=1C=CC=C(Cl)C1N
806601-91-2,O=C1NC=C(C=C1N(=O)=O)S(=O)(=O)O
40306-75-0,O=C(NC1=CC(=CC(N)=C1O)S(=O)(=O)O)C
153886-68-1,O=S(=O)(O)C=1C=CC=C2C1NCC(C)C2
63113-57-5,O=S(=O)(O)C1=CC=CC(=C1)S(=O)(=O)C=2C=CC=CC2
52514-04-2,O=C(NCCS(=O)(=O)O)CCCCCCCC=CCCCCCCCC
749836-20-2,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)C(F)(F)F
119-72-2,O=N(=O)C1=CC=C(C=CC2=CC=C(N)C=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O
149981-25-9,O=C1C2=C(N=C(C=3C=CC(=CC3)S(=O)(=O)O)N2C)N(C(=O)N1CC=C)C
65287-04-9,O=S(=O)([O-])CCC[N+]=1C=2C=C(Cl)C=CC2SC1C
333969-02-1,O=S(=O)([O-])CCCC[N+]=1C2=CC=CC=3C=CC=C(C32)C1C
497258-53-4,O=C1NC(=O)N(C=C1CNCCS(=O)(=O)O)C2OC(CO)C(O)C2O
18615-99-1,O=S(=O)(O)C1=NC(=CC=C1)C
24447-99-2,O=S(=O)(O)C1=CC=C(C=C1)NC
109682-22-6,O=S(=O)(O)C1=NC(N)=CC=C1
618-03-1,O=S(=O)(O)C1=CC=C(C(N)=C1)C
98-34-0,O=S(=O)(O)C1=CC=C(C(Cl)=C1)C
223480-78-2,O=S(=O)(O)C1=NC=CC=C1C
29706-49-8,O=S(=O)(O)CCNCCO
34256-01-4,O=S(=O)(O)C=1C=CC=C(OC)C1
63348-71-0,O=N(=O)C1=CC=C(C(=C1S(=O)(=O)O)N(=O)=O)C
78767-43-8,O=S(=O)(O)C=1C(Cl)=CC=CC1N
96-77-5,O=S(=O)(O)C1=CC=C(O)C(=C1)S(=O)(=O)O
114417-84-4,O=S(=O)(O)C1NC(CO)C(O)C(O)C1O
730912-46-6,O=CC1=CC(=CC=C1S(=O)(=O)O)S(=O)(=O)O
119959-65-8,O=C(NCCS(=O)(=O)O)CCCC=CCC=CCC=CCC=CCCCCC
305-80-6,N#[N+]C1=CC=C(C=C1)S(=O)(=O)[O-]
83283-97-0,O=S(=O)([O-])C(C=1C=CC=CC1)[N+]=2C=CC=CC2
3176-77-0,O=S(=O)([O-])CCC[N+]1=C(SC2=CC=C3C=CC=CC3=C21)C
147722-19-8,O=S(=O)(O)CCCCCCCCCCCBr
46020-63-7,O=S(=O)(O)C1=CC=C(F)C=C1F
6375-02-6,O=S(=O)(O)C1=CC(N)=CC=C1OCC
906073-55-0,O=S(=O)(O)CC1CNCCC1
1355205-07-0,O=S(=O)(O)C=1C=NC=C(Cl)C1O
88-91-5,O=N(=O)C1=CC(=CC(=C1Cl)N(=O)=O)S(=O)(=O)O
39513-21-8,O=C1NC2=CC=C(C=C2N1)S(=O)(=O)O
494-44-0,O=S(=O)(O)C1=CC=C2C=CC(N)=CC2=C1
62009-38-5,O=N(=O)C1=CC(=CN=C1N)S(=O)(=O)O
53700-79-1,O=S(=O)(O)C1=CC=C2C=3C1=CC=CC3CC2
2414387-55-4,O=C1C=2C=CC=CC2C(=O)N1CC3=CC=C(C(=C3)S(=O)(=O)O)C
29311-67-9,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
147541-01-3,O=S(=O)([O-])C=1C=C(C=C([N+]1F)C)C
17894-99-4,O=S(=O)(O)C=1C=C2C(C(N)=CC=C2S(=O)(=O)O)=C(C1)S(=O)(=O)O
29636-96-2,O=S(=O)([O-])CCC[N+]=1C=2C=CC=CC2C(C1C)(C)C
63149-01-9,O=S(=O)([O-])CCC[N+]=1C=2C=C(OC)C=CC2SC1C
63666-10-4,O=S(=O)([O-])CCC[N+]=1C=2C=CC=3C=CC=CC3C2C(C1C)(C)C
40856-07-3,O=S(=O)(O)C(F)F
21297-68-7,O=S(=O)(O)C1CC1
20283-21-0,O=S(=O)(O)CCCCCCCCCC
18616-04-1,O=S(=O)(O)C1=NC=CC(=C1)C
100-87-8,O=S(=O)(O)CC=1C=CC=CC1
7434-70-0,O=N(=O)C1=CC=C(C(=C1)C)S(=O)(=O)O
939-95-7,O=S(=O)(O)C1=CC=C(Cl)C(Cl)=C1
7134-11-4,O=S(=O)(O)C1=CC=C(O)C(OC)=C1
62009-35-2,O=S(=O)(O)C=1C=NC=C(N)C1
98-40-8,O=S(=O)(O)C1=CC=C(C(=C1)NCC)C
46020-12-6,O=S(=O)(O)C1=CC(Br)=CC=C1O
98-45-3,O=CC1=CC=CC(=C1)S(=O)(=O)O
1222776-01-3,O=S(=O)(O)CC=1C=CC=C(F)C1
344309-27-9,O=N(=O)C1=CC(Cl)=CC=C1S(=O)(=O)O
6357-85-3,O=S(=O)(O)C1=CC(O)=CC=2C=CC=CC21
802034-95-3,O=S(=O)(O)C1=CC=C2C(=C1)C=3C=CC=CC3N2CC
86-66-8,O=S(=O)(O)C=1C=CC=2C(C1)=CC(=CC2S(=O)(=O)O)S(=O)(=O)O
5950-16-3,O=S(=O)(O)C1=CC=C(OCC=2C=CC=CC2)C=C1
501903-55-5,O=S(=O)(O)C1=CC=C(C=C1)N2CCNCC2
2460757-41-7,O=S(=O)(O)C1=CNC=2N=NC(Cl)=CC21
6361-41-7,O=C(NC=1C=CC2=CC(=CC(O)=C2C1)S(=O)(=O)O)C
50567-77-6,O=S(=O)(O)C1=CC(N)=CC=C1C#CC2=CC=C(N)C=C2S(=O)(=O)O
78276-19-4,O=S(=O)([O-])CCC[N+](C)(C)CCN
6402-06-8,O=C(OCC)C1=NN(C(=O)C1)C2=CC=C(C=C2)S(=O)(=O)O
91788-14-6,O=C1C=2C=CC=CC2CCC1=CC3=CC=C(OC)C(=C3)S(=O)(=O)O
1513877-24-1,O=S(=O)(O)C1=NC=2C=CC(=CC2N1)S(=O)(=O)N3CCOCC3
1513877-23-0,O=S(=O)(O)C1=NC=2C=CC(=CC2N1)S(=O)(=O)NC=3C=CC=CC3Cl
56919-22-3,O=S(=O)(O)C1=CC(=CC=C1Br)C
5402-22-2,O=N1=CC=C(C=C1)S(=O)(=O)O
35478-73-0,O=S(=O)(O)C1=CC=C(C=C1)N(CC)CC
6387-14-0,O=S(=O)(O)C1=CC(Cl)=C(N)C(=C1)C
609-62-1,O=S(=O)(O)C1=CC=C(Cl)C=C1Cl
52338-78-0,O=C1C=CC(=O)N1CCS(=O)(=O)O
5857-94-3,O=S(=O)(O)C1=CC(Cl)=C(O)C(N)=C1
23261-58-7,O=S(=O)(O)C1=CC=CC2=NC=CC=C21
2066-93-5,O=C1C=C(C=2C=CC=CC2C1=O)S(=O)(=O)O
16045-14-0,O=S(=O)(O)CCCCN1CCN(CC1)CCCCS(=O)(=O)O
2373-23-1,O=C(OCCCCCCCC)CC(C(=O)OCCCCCCCC)S(=O)(=O)O
134-34-9,O=C(NC=1C=C(C=C2C=C(C=C(O)C21)S(=O)(=O)O)S(=O)(=O)O)C
83-61-4,O=C1C=2C=CC=CC2C(=O)C=3C(O)=C(O)C(=CC13)S(=O)(=O)O
145-48-2,O=C1C=2C=CC=CC2C(=O)C3=C(O)C(=CC(O)=C13)S(=O)(=O)O
80459-15-0,O=NC1=CC=C(C=C1O)N(CCC)CCCS(=O)(=O)O
15851-62-4,O=S(=O)(O)C=1C=C(N)C(O)=C2N=CC=CC21
135-11-5,O=N(=O)C1=CC(=CC=C1NC2=CC=C(N)C=C2)S(=O)(=O)O
56405-61-9,O=S(=O)([O-])CCC[N+]=1C=CC=CC1C
75472-45-6,O=N(=O)C1=CC=C(NCCS(=O)(=O)O)C2=NON=C21
197583-89-4,O=N(=O)C1=CC=C(C=C1)NN=CC2=CC=C(C=C2S(=O)(=O)O)S(=O)(=O)O
890708-67-5,O=S(=O)(O)C1=CC(=CC=C1OC)CC(NCCOC=2C=CC=CC2OCC)C
147541-08-0,O=S(=O)([O-])C1=CC=C(C=[N+]1F)C(F)(F)F
88255-01-0,O=C(OC)NC(=NC1=CC(SCCC)=CC=C1N(=O)=O)NCCS(=O)(=O)O
66142-15-2,O=S(=O)([O-])CCC[N+]=1C2=CC(=CC=C2OC1C)C=3C=CC=CC3
160656-62-2,O=S(=O)([O-])C1=CC=C2C=3C=CC=CC3[S+](C2=C1)C(F)(F)F
3375-50-6,O=S(=O)(O)CCS
102014-39-1,O=S(=O)(O)C1=CC(O)=CC=C1C
127075-47-2,O=S(=O)(O)CC1NCCC1
576-92-1,O=S(=O)(O)C=1C=CC=CC1Br
13069-04-0,O=S(=O)(O)C1=CN=CC(=C1)S(=O)(=O)O
83543-94-6,O=S(=O)(O)C=1C=C(N)C(=CC1Cl)C
58431-91-7,O=S(=O)(O)CCCN(CCO)CCO
43192-68-3,O=S(=O)(O)CCCCN(CCO)CCO
52146-86-8,O=N(=O)C=1C=C(C(=CC1C)S(=O)(=O)O)N(=O)=O
138-25-0,O=C(OC)C=1C=C(C=C(C1)S(=O)(=O)O)C(=O)OC
6973-13-3,O=N(=O)C=1C=C(C(Cl)=CC1S(=O)(=O)O)C
223438-71-9,O=S(=O)(O)C1=CC(Br)=C(C=C1OC)C
94159-69-0,O=S(=O)([O-])CCC[N+](C)(CCO)CCO
58928-14-6,O=S(=O)(O)CCNC=1C=CC=CC1
163137-36-8,O=C1C=C(O)C(=CN1)S(=O)(=O)O
5344-58-1,O=C1C(Br)C2CCC1(C)C2(C)CS(=O)(=O)O
192775-41-0,O=N(=O)C1=CC=C(C=C1)CCS(=O)(=O)O
6259-53-6,O=S(=O)(O)C1=CC(O)=C2C=C(C=CC2=C1)NC
36783-03-6,O=S(=O)(O)CCCN(C1=CC=CC(=C1)C)CC
17527-17-2,O=N(=O)C1=CC=2C(=CC(N)=CC2S(=O)(=O)O)C(=C1)S(=O)(=O)O
2690297-45-9,O=CC1=CC(OCCCS(=O)(=O)O)=C(C=O)C=C1OCCCS(=O)(=O)O
63589-25-3,[N-]=[N+]=C1C(=O)C=C(C=2C=C(C=CC12)N(=O)=O)S(=O)(=O)O
1239204-75-1,O=C1OC=2C=C(N)C(=CC2C(=C1CC(=O)NCC#C)C)S(=O)(=O)O
56405-37-9,O=S(=O)([O-])CCC[N+]=1C=2C=CC=CC2SC1C
13595-73-8,O=S(=O)(O)CCCCCC
29777-99-9,O=S(=O)(O)CCCN(C)C
20804-27-7,O=S(=O)(O)C=1C=C(C(N)=C(C1)C)C
313-50-8,O=S(=O)(O)C=1C(F)=C(F)C(F)=C(F)C1F
609-46-1,O=S(=O)(O)C=1C=CC=CC1O
1064778-57-9,O=S(=O)(O)CC1=CC=C(F)C=C1
4430-27-7,O=S(=O)(O)C(C=1C=CC=CC1)CN
101-57-5,O=S(=O)(O)C1=CC=C(C=C1)NC=2C=CC=CC2
256373-92-9,O=C(OCC)C1=COC(=C1)S(=O)(=O)O
86156-94-7,O=N(=O)C1=CC=C(C=C1F)S(=O)(=O)O
82-49-5,O=C1C=2C=CC=CC2C(=O)C=3C1=CC=CC3S(=O)(=O)O
132-57-0,O=S(=O)(O)C1=CC=CC2=CC=C(O)C=C21
82-65-5,O=S(=O)(O)C1=CC(=C2NS(=O)(=O)C=3C=CC=C1C23)S(=O)(=O)O
63149-05-3,O=S(=O)([O-])CCC[N+]1=C(SC=2C=CC=CC21)SC
51981-33-0,O=S(=O)([O-])CCC[N+]=1C=2C=C(Cl)C=CC2OC1C
150195-43-0,O=S(=O)([O-])CCC[N+]1=C(SC=2C=CC(Cl)=CC21)SCCCS(=O)(=O)O
16794-14-2,O=S(=O)(O)CC(C)C
846056-86-8,O=S(=O)(O)C(C)(C)CN
733746-65-1,O=S(=O)(O)C1=NC=C(C=C1)C
4681-78-1,O=S(=O)(O)C=1C(=C(C=C(C1C)C)C)C
933-85-7,O=S(=O)(O)C1=CSN=C1C
128869-82-9,O=S(=O)(O)CCN(C(C)C)C(C)C
22033-07-4,O=S(=O)(O)C=1C=CC=CC1C(C)C
465529-94-6,O=N(=O)C1=CN=C(C=C1)S(=O)(=O)O
15509-33-8,O=S(=O)(O)C=1C=C(C(=CC1O)C)S(=O)(=O)O
69383-66-0,O=S(=O)(O)C1=CC=C(C(N)=C1C)C
147541-04-6,O=S(=O)(O)C1=NC=C(C=C1)C(F)(F)F
115653-18-4,O=S(=O)(O)CC=1C=CN=CC1
14235-54-2,O=S(=O)(O)CCCNCCN
2358783-64-7,O=S(=O)(O)C=1C=NC=C(Cl)C1
67146-22-9,O=S(=O)(O)CN1N=NNC1=S
42433-93-2,O=S(=O)(O)C1=CNC=2C=CC=CC21
24262-38-2,O=C1C(Br)C2CCC1(CS(=O)(=O)O)C2(C)C
92-40-0,O=S(=O)(O)C1=CC=C2C=CC(O)=CC2=C1
84-49-1,O=C1C2=CC=C(C=C2C(=O)C3=CC(=CC=C13)S(=O)(=O)O)S(=O)(=O)O
90-21-1,O=S(=O)(O)C=1C=C(Cl)C2=C(O)C=C(C=C2C1)S(=O)(=O)O
1357059-00-7,O=S(=O)(O)C1=CC(N=NC2=CC(=C(O)C=C2N)C)=C(C=C1C)C
78333-25-2,O=N(=O)C1=CC=C(C=CC2=CC=C(C=C2S(=O)(=O)O)N(=O)=O)C(=C1)S(=O)(=O)O
83-62-5,O=C1C=2C=CC=CC2C(=O)C3=C(N)C(=CC=C13)S(=O)(=O)O
20546-03-6,[N-]=[N+]=C1C=CC=2C(=CC=CC2S(=O)(=O)O)C1=O
176978-81-7,O=S(=O)(O)C1=CC2=C(C=CC=3N=C(C)C(C32)(C)C)C(=C1)S(=O)(=O)O
76588-81-3,O=S(=O)([O-])C=1C=CC2=C(C1)C(C(=[N+]2CCCCS(=O)(=O)O)C)(C)C
1193111-37-3,O=C(ON1C(=O)CCC1=O)C(CCSSC2=NC=C(C=C2)N(=O)=O)S(=O)(=O)O
372972-39-9,O=C1C(SC(=S)N1CCS(=O)(=O)O)=CC=2OC(=CC2)C=3C=CC=C(Cl)C3
111923-79-6,O=S(=O)(O)C1=C(Br)SN=C1C
87655-41-2,O=S(=O)(O)C1=CC=C(N=C1C)C
85310-67-4,O=S(=O)(O)CC1CNCC1
139555-12-7,O=S(=O)(O)C=CC=1C=CC=CC1
97-06-3,O=N(=O)C1=CC(=CC=C1C)S(=O)(=O)O
103-06-0,O=S(=O)(O)CNC=1C=CC=CC1
585-38-6,O=S(=O)(O)C=1C=CC=C(O)C1
68189-28-6,O=N(=O)C1=CC(=CC(Cl)=C1C)S(=O)(=O)O
54247-51-7,O=S(=O)(O)C1=NC=CC=C1N
96-78-6,O=C(NC1=CC=C(N)C(=C1)S(=O)(=O)O)C
243984-25-0,O=C(OCC)C1=C(CCCC1)S(=O)(=O)O
57189-62-5,O=S(=O)(O)C1=CC=C2C=C(Br)C=CC2=C1
54247-50-6,O=N(=O)C1=CC=CN=C1S(=O)(=O)O
117-14-6,O=C1C2=CC=CC(=C2C(=O)C3=CC=CC(=C13)S(=O)(=O)O)S(=O)(=O)O
78995-74-1,O=S(=O)(O)C(C1=CC=C(O)C(O)=C1)CNC(C)C
86-61-3,O=S(=O)(O)C1=CC(O)=CC2=CC=C(N)C=C21
146384-40-9,O=S(=O)(O)C1=CC=CC2=C1C=CC=3N=C(C)C(C32)(C)C
5639-34-9,O=S(=O)(O)C1=CC=C2C(C=CC(O)=C2N)=C1
91-98-5,O=S(=O)(O)C=1C=CC=C(C1)CN(C2=CC=CC(=C2)C)CC
3062-37-1,O=S(=O)(O)C=1C=C(Br)C(O)=C2N=CC=CC21
70185-87-4,O=C(NC1=CC=C(NC(=O)CC(=O)C)C(=C1)S(=O)(=O)O)CC(=O)C
82-50-8,O=C1C2=CC=CC(=C2C(=O)C3=CC=CC(=C13)N(=O)=O)S(=O)(=O)O
101-50-8,O=S(=O)(O)C1=CC=C(N=NC2=CC=C(N)C(=C2)S(=O)(=O)O)C=C1
98111-83-2,O=S(=O)(O)C1=CC=C(O)C(C=NC=2C=CC=CC2)=C1
72678-30-9,O=C(C1=CC=C(Cl)C=C1)C2=CC=C(OC(C(=O)NCCS(=O)(=O)O)(C)C)C=C2
117-46-4,O=C(NC=1C=C(C=C2C=C(C=C(O)C21)S(=O)(=O)O)S(=O)(=O)O)C=3C=CC=CC3
146368-09-4,O=S(=O)([O-])C=1C=CC2=C(C1)C(C(C=CNC=3C=CC=CC3)=[N+]2CC)(C)C
75-92-3,O=S(=O)(O)CO
7297-06-5,O=S(=O)(O)CC(N)C
35452-30-3,O=S(=O)(O)CCCCC
1510-16-3,O=S(=O)(O)CCCCCCCCCCCC
73384-82-4,O=S(=O)(O)CCCBr
107-67-5,N#CCCS(=O)(=O)O
114389-49-0,O=S(=O)(O)C=1SC=NC1C
1209460-12-7,O=S(=O)(O)C1=NC=C(Br)C=C1
172412-76-9,O=S(=O)(O)C1=NC=CS1
53744-47-1,O=S(=O)(O)C1=NC=CN1
6409-58-1,O=S(=O)(O)C1=CC=C(O)C=C1O
22033-08-5,O=S(=O)(O)C=1C=CC=C(C1)C(C)C
1368516-55-5,O=S(=O)(O)C1=CC=C(OC)C(Br)=C1
17724-11-7,O=S(=O)(O)C=1C=C(C(O)=CC1O)S(=O)(=O)O
91-25-8,O=CC=1C=CC=CC1S(=O)(=O)O
125174-85-8,O=S(=O)(O)CC1=CC=C(Cl)C=C1
2051-65-2,O=S(=O)(O)C1=CC(Cl)=CC=C1O
606126-34-5,O=S(=O)(O)C1=CC=C(N=NC2=CC=C(C=C2)N(C)C)C=C1
106135-27-7,O=S(=O)(O)C1=NC=2C=C(C=CC2N1)C
134-08-7,O=C1OC(=O)C2=CC(=CC=C12)S(=O)(=O)O
756469-30-4,O=C(OC)C1=CC=C(C=C1)CCS(=O)(=O)O
853789-34-1,O=S(=O)(O)C1=CC=C(C=C1)N2CCCC2
82711-99-7,O=N(=O)C1=CC=C(F)C=C1S(=O)(=O)O
100376-62-3,O=S(=O)(O)CC(N)C1=CC=C(Cl)C=C1
81-06-1,O=S(=O)(O)C=1C=CC=2C=CC=CC2C1N
20680-48-2,[N-]=[N+]=C1C=C(C=2C=CC=CC2C1=O)S(=O)(=O)O
38267-31-1,O=N(=O)C1=CC(=CC2=CC(=CC(=C21)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
