SMILES,pka_value
O=C(O)c1ccco1,3.16
O=C(O)c1ccco1,3.272
O=C(O)c1ccco1,2.98
O=C(O)c1ccco1,3.2
CCC#CC(=O)O,2.61
CC#CCC(=O)O,3.59
C#CCCC(=O)O,4.2
CC(=O)/C=C/C(=O)O,3.24
C=C(CC(=O)O)C(=O)O,3.629
C=C(CC(=O)O)C(=O)O,3.68
C/C(=C/C(=O)O)C(=O)O,2.2
CC(C)=CC(=O)O,5.12
C[C@@H]1[C@@H](C1)C(=O)O,5.02
C[C@H]1[C@@H](C1)C(=O)O,5
C(\C=C/CC)(=O)O,4.7
C(\C=C\CC)(=O)O,4.74
CC(=O)CCC(=O)O,4.6
CCOC(=O)CC(=O)O,3.25
CCOC(=O)CC(=O)O,3.45
CCOC(=O)CC(=O)O,3.9
CC(CC(=O)O)C(=O)O,3.88
CC(CC(=O)O)C(=O)O,4
O=C(O)CCCC(=O)O,4.35
O=C(O)CCCC(=O)O,4.42
O=C(O)CCCC(=O)O,4.14
O=C(O)CCCC(=O)O,4.09
CC(C)(C(=O)O)C(=O)O,3.03
CCC(C(=O)O)C(=O)O,2.96
CCC(C(=O)O)C(=O)O,2.99
CC(OCC(=O)O)C(=O)O,3.03
O=C(O)C(O)C(O)C(O)C(=O)O,3.29
CCC(C)C(=O)O,4.761
CCCCC(=O)O,4.8
CC(C)(C)C(=O)O,5.04
CC(C)(C)C(=O)O,5.032
CC(C)(C)C(=O)O,5.03
CC(C)(C)C(=O)O,5.52
CCC(C)(O)C(=O)O,3.73
CCCC(O)C(=O)O,3.59
CC(CO)(CO)C(=O)O,4.39
CC(CO)(CO)C(=O)O,4.61
O=C(O)c1[nH]c(=O)[nH]c(=O)c1[N+](=O)[O-],<1.5
O=C(O)c1cccs1,3.49
O=C(O)c1cccs1,3.54
O=C(O)c1cccs1,3.53
O=C(O)c1cccs1,3.49
O=C(O)c1ccc[se]1,3.6
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,2.07
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,1.8
O=C(O)c1c[nH]c(=O)[nH]c1=O,4.16
O=C(O)c1cc([N+](=O)[O-])c[nH]1,3.37
O=C(O)c1ccc([N+](=O)[O-])[nH]1,3.22
O=C(O)c1ccc[nH]1,4.5
O=C(O)c1ccc[nH]1,4.45
Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O,2.63
CC(C)(C#N)C(=O)O,2.422
CC1(CCC(=O)O)N=N1,4.4
C=CCSCC(=O)O,3.683
CCSC(=S)SCC(=O)O,2.91
CCSC(=S)SCC(=O)O,2.97
CCOC(=S)SCC(=O)O,3.09
CCOC(=S)SCC(=O)O,3.07
CC(SCC(=O)O)C(=O)O,3.38
CC(CCC(=O)O)([N+](=O)[O-])[N+](=O)[O-],3.98
CC(Cl)CCC(=O)O,4.4
CN(C)C(=O)OCC(=O)O,3.01
CCCSCC(=O)O,3.729
CC(NC(=O)CN)C(=O)O,8.21
CC(NC(=O)CN)C(=O)O,8.24
C[C@H](N)C(=O)NCC(=O)O,8.15
CC(C)[C@H](N)C(=O)O,9.62
CC(C)[C@H](N)C(=O)O,9.44
NCCCCC(=O)O,10.71
NCCCCC(=O)O,10.66
NCCC[C@H](N)C(=O)O,8.98
O=C(O)c1ccc(Cl)s1,3.41
O=C(O)c1ccc(Cl)s1,3.22
O=C(O)c1ccc(Cl)[se]1,3.3
O=C(O)c1cc(Br)cs1,3.11
O=C(O)c1ccc(Br)s1,3.3
O=C(O)c1ccc(Br)s1,3.19
O=C(O)c1cc(Br)c[se]1,3.14
O=C(O)c1ccc(Br)[se]1,3.27
O=C(O)c1cc([N+](=O)[O-])cs1,2.86
O=C(O)c1cc([N+](=O)[O-])cs1,2.81
O=C(O)c1ccc([N+](=O)[O-])s1,2.68
O=C(O)c1cc([N+](=O)[O-])c[se]1,2.74
O=C(O)c1ccc([N+](=O)[O-])[se]1,2.63
O=C(O)c1[nH]c(=O)[nH]c(=O)c1Br,2.38
O=C(O)c1cc(Cl)c[nH]1,4.07
O=C(O)c1ccc(Cl)[nH]1,4.32
O=C(O)c1cc(Br)c[nH]1,4.06
O=C(O)c1ccc(Br)[nH]1,4.17
CC(CCC(=O)O)(N(F)F)N(F)F,4.01
CN(C)C(=S)SCC(=O)O,3.32
CN(C)C(=S)SCC(=O)O,3.38
CSC(=S)N(C)CC(=O)O,2.93
CSC(=S)N(C)CC(=O)O,3.04
CN(C)C(=S)OCC(=O)O,2.87
CN(C)C(=O)SCC(=O)O,3.49
CN(C)C(=O)SCC(=O)O,3.55
CN(C)C(=S)NCC(=O)O,3.71
CC#CC#CC(=O)O,1.94
O=C(O)c1ccc(=O)oc1,3.26
O=C(O)c1cc(=O)cco1,1.5
O=C(O)c1cocc1C(=O)O,1.44
O=C(O)c1occc(=O)c1O,7.67
O=C(O)c1cc(=O)c(O)co1,-2.34
C(\C=C\C#CC)(=O)O,4.2
CC=CC#CC(=O)O,2.67
C=CC#CCC(=O)O,3.39
O=C(O)C1=C(C(=O)O)CC1,1.12
O=C(O)C12CC(C1)C2,4.09
C#CCCCC(=O)O,4.59
[C@@H]1([C@H](CC1)C(=O)O)C(=O)O,4.16
[C@@H]1([C@@H](CC1)C(=O)O)C(=O)O,3.94
[C@H]1(C[C@@H](C1)C(=O)O)C(=O)O,4.08
[C@H]1(C[C@H](C1)C(=O)O)C(=O)O,4.11
CC(=O)C(CC(=O)O)C(=O)O,2.86
CC(C)(C(=O)O)C(=O)C(=O)O,1.77
CC(O)(CC(=O)C(=O)O)C(=O)O,1.73
O=C(O)CC(C(=O)O)C(O)C(=O)O,3.287
O=C(O)CC(O)(CC(=O)O)C(=O)O,2.63
O=C(O)CC(O)(CC(=O)O)C(=O)O,3.44
C(\C=C/CCC)(=O)O,4.63
O=C(O)C1(O)CCCC1,4.155
O=C(O)C1(O)CCCC1,3.97
O=C(O)C1(O)CCCC1,4.041
O=C(O)C1(O)CCCC1,3.924
O=C(O)C1(O)CCCC1,3.9
O=C(O)C1(O)CCCC1,3.928
O=C(O)C1(O)CCCC1,3.967
O=C(O)C1(O)CCCC1,4.005
O=C(O)C1(O)CCCC1,4.05
O=C(O)C1(O)CCCC1,4.076
CC(=O)CCCC(=O)O,4.8
O=C(O)CCCCC(=O)O,4.44
O=C(O)CCCCC(=O)O,4.28
O=C(O)CCCCC(=O)O,4.44
CC(CCC(=O)O)C(=O)O,4.36
CC(CC(=O)O)CC(=O)O,4.35
CC(CC(=O)O)CC(=O)O,4.27
CC(C)C(C(=O)O)C(=O)O,2.92
CC(C)C(C(=O)O)C(=O)O,3.43
CC(C)C(C(=O)O)C(=O)O,2.94
CCCC(C(=O)O)C(=O)O,3
CC(C)(OCC(=O)O)C(=O)O,3.44
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,3.08
CCC(C)(C)C(=O)O,4.93
CCCCCC(=O)O,4.8
CCCC(C)C(=O)O,4.782
CCC(C)CC(=O)O,4.766
O=C(O)c1csccc1=O,4.1
O=C(O)c1ccccn1,5.3
O=C(O)c1ccccn1,5.25
O=C(O)c1ccccn1,5.8
O=C(O)c1ccccn1,5.2
O=C(O)c1cccnc1,4.78
O=C(O)c1ncccc1O,5.17
O=C(O)c1ccncc1O,4.83
O=C(O)Cc1cccs1,3.89
Cc1csc(C(=O)O)c1,3.59
Cc1csc(C(=O)O)c1,3.56
Cc1csc(C(=O)O)c1,3.76
Cc1ccc(C(=O)O)s1,3.7
Cc1ccc(C(=O)O)s1,3.76
Cc1ccc(C(=O)O)[se]1,3.82
COc1ccc(C(=O)O)s1,3.8
Cc1ccc(C(=O)O)[nH]1,4.88
O=C(O)CC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)O,3.03
CC(=O)OC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)O,2.02
[Se]1[C@H](CC[C@H]1C(=O)O)C(=O)O,3.24
CC(=O)OC(C(=O)O)C(C)([N+](=O)[O-])[N+](=O)[O-],1.85
CC(=O)NC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)O,3.43
CC(C)C(C#N)C(=O)O,2.014
NC(Cc1c[nH]cn1)C(=O)O,9.16
O=C(O)C[N+]([O-])(CC(=O)O)CC(=O)O,<2
CC(CC(=O)O)C1(C)N=N1,4.5
C=CCCSCC(=O)O,3.717
O=C(O)CCSCCC(=O)O,3.84
CC(C)(SCC(=O)O)C(=O)O,3.74
CC(SC(C)C(=O)O)C(=O)O,3.4
CCOC(=O)CSCC(=O)O,3.66
O=C(O)CSCCSCC(=O)O,3.16
O=C(O)CSCCSCC(=O)O,3.19
CC(Cl)CCCC(=O)O,4.6
NCC(=O)NCC(=O)NCC(=O)O,7.87
NCC(=O)NCC(=O)NCC(=O)O,7.96
NCC(=O)NCC(=O)NCC(=O)O,8.55
O=C(O)CN(CCO)CC(=O)O,8.72
O=C(O)CN(CCO)CC(=O)O,8.72
O=C(O)CN(CCO)CC(=O)O,8.67
O=C(O)CN(CCO)CC(=O)O,8.72
CCCCSCC(=O)O,3.739
CCC(C)SCC(=O)O,3.768
O=C(O)CNCCNCC(=O)O,6.48
O=C(O)CNCCNCC(=O)O,6.42
O=C(O)CNCCNCC(=O)O,6.55
NCCCCCC(=O)O,10.77
NCCCCCC(=O)O,10.85
CC[C@H](C)[C@H](N)C(=O)O,9.7
CC(C)C[C@H](N)C(=O)O,9.54
CN(C)CC(O)CC(=O)O,3.81
O=C(O)CN(CCO)CCO,8.11
CCOP(=O)(CC(=O)O)OCC,3.3
O=C(O)Cc1ccc(Cl)s1,3.89
CC(CCCC(=O)O)(N(F)F)N(F)F,4.62
CC(C)(CCC(=O)O)N(F)F,4.35
O=C(O)CCN(CC(=O)O)CP(=O)(O)O,2.72
C#CC#CC#CC(=O)O,1.67
O=C(O)c1ccccc1,4.205
O=C(O)c1ccccc1,4.204
O=C(O)c1ccccc1,4.205
O=C(O)c1ccccc1,4.21
O=C(O)c1ccccc1,4.202
O=C(O)c1ccccc1,4.01
O=C(O)c1ccccc1,4.16
O=C(O)c1ccccc1,4.65
O=C(O)c1ccccc1,4.107
O=C(O)c1ccccc1,4.021
O=C(O)c1ccccc1,3.943
O=C(O)c1ccccc1,3.865
O=C(O)c1ccccc1,3.795
O=C(O)c1ccccc1,3.726
CCC#CC#CC(=O)O,1.9
CC#CC#CCC(=O)O,3.23
O=C(O)c1ccccc1O,2.99
O=C(O)c1ccccc1O,2.93
O=C(O)c1ccccc1O,3
O=C(O)c1ccccc1O,2.7
O=C(O)c1ccccc1O,2.97
O=C(O)c1ccccc1O,3.15
O=C(O)c1ccccc1O,2.82
O=C(O)c1ccccc1O,2.82
O=C(O)c1ccccc1O,3.01
O=C(O)c1ccccc1O,3.57
O=C(O)c1ccccc1O,2.87
O=C(O)c1ccccc1O,2.76
O=C(O)c1ccccc1O,2.66
O=C(O)c1cccc(O)c1,4.3
O=C(O)c1cccc(O)c1,4.08
O=C(O)c1ccc(O)cc1,4.67
O=C(O)c1ccc(O)cc1,4.5
O=C(O)c1ccc(O)cc1,4.53
O=C(O)c1cccc(O)c1O,2.914
O=C(O)c1ccc(O)cc1O,3.11
O=C(O)c1ccc(O)cc1O,3.3
O=C(O)c1ccc(O)cc1O,3.325
O=C(O)c1ccc(O)cc1O,3.1
O=C(O)c1cc(O)ccc1O,2.951
O=C(O)c1cc(O)ccc1O,2.98
O=C(O)c1c(O)cccc1O,1.051
O=C(O)c1c(O)cccc1O,1.07
O=C(O)c1ccc(O)c(O)c1,4.26
O=C(O)c1ccc(O)c(O)c1,4.491
O=C(O)c1cc(O)cc(O)c1,4.039
O=C(O)c1cc(O)c(O)c(O)c1,4.27
COC(=O)c1cocc1C(=O)O,3.75
COc1coc(C(=O)O)cc1=O,1.53
COC(=O)C1=C(C(=O)O)CC1,3.19
O=C(O)C1=C(C(=O)O)CCC1,1.64
O=C(O)C12CCC(C1)C2,4.46
CCCCC#CC(=O)O,2.6
C#CCCCCC(=O)O,4.57
CC(C)(C)C#CC(=O)O,2.66
O=C1CCC(C(=O)O)CC1,4.38
CC1(C)[C@H](C(=O)O)[C@@H]1C(=O)O,2.3
CC1(C)[C@H](C(=O)O)[C@@H]1C(=O)O,2.38
CC1(C)[C@H](C(=O)O)[C@@H]1C(=O)O,3.04
O=C(O)C1CCCCC1,4.89
O=C(O)C1CCCCC1,4.9
C(\C=C/CCCC)(=O)O,4.12
C(\C=C\CCCC)(=O)O,4.88
O=C(O)C1(O)CCCCC1,4.159
O=C(O)C1(O)CCCCC1,4.051
O=C(O)C1(O)CCCCC1,3.932
O=C(O)C1(O)CCCCC1,3.91
O=C(O)C1(O)CCCCC1,3.939
O=C(O)C1(O)CCCCC1,3.979
O=C(O)C1(O)CCCCC1,4.013
O=C(O)C1(O)CCCCC1,4.059
O=C(O)C1(O)CCCCC1,4.081
O=C(O)C1CCCCC1O,4
O[C@@H]1CC[C@H](CC1)C(=O)O,4.69
CCOC(=O)C(CC)C(=O)O,3.43
CCOC(=O)C(CC)C(=O)O,3.9
O=C(O)CCCCCC(=O)O,4.46
O=C(O)CCCCCC(=O)O,4.51
CC(C)(CC(=O)O)CC(=O)O,3.85
CC(C)(CC(=O)O)CC(=O)O,3.73
CC(C)(C)C(C(=O)O)C(=O)O,2.92
CCC(CC)(C(=O)O)C(=O)O,2.151
CCC(CC)(C(=O)O)C(=O)O,1.96
CCC(CC)(C(=O)O)C(=O)O,2.15
CCC(CC)(C(=O)O)C(=O)O,2.21
CCC(CC)(C(=O)O)C(=O)O,2.7
CCOC(=O)C(C)(C)C(=O)O,3.49
O=C(O)C1CC(O)C(O)C(O)C1,4.39
O=C(O)C1CC(O)C(O)C(O)C1,4.25
CC(OC(C)(C)C(=O)O)C(=O)O,3.32
O=C(O)C1(O)CC(O)C(O)C(O)C1,3.58
O=C(O)C1(O)CC(O)C(O)C(O)C1,3.5
CCCCCCC(=O)O,4.8
CCCC(C)(C)C(=O)O,4.969
O=C(O)c1c(F)c(F)c(F)c(F)c1F,1.75
O=C(O)c1c(F)c(F)cc(F)c1F,1.87
O=C(O)c1c(F)c(F)c(O)c(F)c1F,2.27
O=C(O)c1ccc(Cl)cc1Cl,2.68
O=C(O)c1ccc(Cl)cc1Cl,2.75
O=C(O)c1ccc(Cl)cc1Cl,2.76
O=C(O)c1cc(Cl)ccc1Cl,2.466
O=C(O)c1c(Cl)cccc1Cl,1.594
O=C(O)c1c(Cl)cccc1Cl,1.82
O=C(O)c1ccc(Cl)c(Cl)c1,3.64
O=C(O)c1cc(Br)cc(Br)c1O,2.162
O=C(O)c1cc(I)cc(I)c1O,2.299
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7
O=C(O)c1ccccc1Cl,2.9
O=C(O)c1ccccc1Cl,2.91
O=C(O)c1ccccc1Cl,3.38
O=C(O)c1cccc(Cl)c1,3.839
O=C(O)c1cccc(Cl)c1,3.82
O=C(O)c1ccc(Cl)cc1,3.988
O=C(O)c1cccc(Br)c1,3.813
O=C(O)c1ccc(Br)cc1,3.963
O=C(O)c1ccc(I)cc1,3.997
O=C(O)c1ccc(I)cc1,3.93
O=C(O)c1cccc(F)c1,3.862
O=C(O)c1cccc(F)c1,3.776
O=C(O)c1cccc(F)c1,3.694
O=C(O)c1cccc(F)c1,3.62
O=C(O)c1cccc(F)c1,3.546
O=C(O)c1cccc(F)c1,3.477
O=C(O)c1cccc(F)c1,3.412
O=C(O)c1ccc(F)cc1,4.153
O=C(O)c1ccc(F)cc1,4.061
O=C(O)c1ccc(F)cc1,3.976
O=C(O)c1ccc(F)cc1,3.9
O=C(O)c1ccc(F)cc1,3.822
O=C(O)c1ccc(F)cc1,3.753
O=C(O)c1ccc(F)cc1,3.687
O=C(O)c1c(O)cccc1Cl,2.63
O=C(O)c1cc(Cl)ccc1O,2.65
O=C(O)c1cc(Cl)ccc1O,2.8
O=C(O)c1cc(Cl)ccc1O,2.63
O=C(O)c1cc(Cl)ccc1O,2.7
O=C(O)c1cc(Br)ccc1O,2.66
O=C(O)c1cc(Br)ccc1O,2.75
O=C(O)c1cc(Br)ccc1O,2.627
O=C(O)c1cc(Br)ccc1O,2.61
O=C(O)c1cc(Br)ccc1O,2.61
O=C(O)c1ccc(Br)cc1O,2.669
O=C(O)c1cccc(I)c1O,2.52
O=C(O)c1ccc(I)cc1O,2.75
O=C(O)c1cc(I)ccc1O,2.619
O=C(O)c1cc(I)ccc1O,2.7
O=C(O)c1ccccc1[N+](=O)[O-],2.21
O=C(O)c1ccccc1[N+](=O)[O-],2.17
O=C(O)c1ccccc1[N+](=O)[O-],2.6
O=C(O)c1ccccc1[N+](=O)[O-],2.02
O=C(O)c1ccccc1[N+](=O)[O-],1.87
O=C(O)c1ccccc1[N+](=O)[O-],1.78
O=C(O)c1cccc([N+](=O)[O-])c1,3.462
O=C(O)c1cccc([N+](=O)[O-])c1,3.473
O=C(O)c1cccc([N+](=O)[O-])c1,3.51
O=C(O)c1cccc([N+](=O)[O-])c1,3.397
O=C(O)c1cccc([N+](=O)[O-])c1,3.328
O=C(O)c1cccc([N+](=O)[O-])c1,3.258
O=C(O)c1cccc([N+](=O)[O-])c1,3.192
O=C(O)c1cccc([N+](=O)[O-])c1,3.13
O=C(O)c1cccc([N+](=O)[O-])c1,3.07
O=C(O)c1cccc([N+](=O)[O-])c1,3.35
O=C(O)c1cccc([N+](=O)[O-])c1,3.22
O=C(O)c1cccc([N+](=O)[O-])c1,3.13
O=C(O)c1ccc([N+](=O)[O-])cc1,3.426
O=C(O)c1ccc([N+](=O)[O-])cc1,3.422
O=C(O)c1ccc([N+](=O)[O-])cc1,3.48
O=C(O)c1ccc([N+](=O)[O-])cc1,3.347
O=C(O)c1ccc([N+](=O)[O-])cc1,3.275
O=C(O)c1ccc([N+](=O)[O-])cc1,3.209
O=C(O)c1ccc([N+](=O)[O-])cc1,3.142
O=C(O)c1ccc([N+](=O)[O-])cc1,3.081
O=C(O)c1ccc([N+](=O)[O-])cc1,3.022
O=C(O)c1ccc([N+](=O)[O-])cc1,3.32
O=C(O)c1ccc([N+](=O)[O-])cc1,3.2
O=C(O)c1ccc([N+](=O)[O-])cc1,3.09
O=C(O)c1cccnc1C(=O)O,4.78
O=C(O)c1cccnc1C(=O)O,4.72
O=C(O)c1ccnc(C(=O)O)c1,2.23
O=C(O)c1cccc(C(=O)O)n1,4.67
O=C(O)c1cccc(C(=O)O)n1,4.53
O=C(O)c1ccncc1C(=O)O,2.95
O=C(O)c1cccc([N+](=O)[O-])c1O,2.3
O=C(O)c1cccc([N+](=O)[O-])c1O,1.87
O=C(O)c1ccc([N+](=O)[O-])cc1O,2.23
O=C(O)c1ccc([N+](=O)[O-])cc1O,2.31
O=C(O)c1cc([N+](=O)[O-])ccc1O,2.12
O=C(O)c1cc([N+](=O)[O-])ccc1O,2.32
O=C(O)c1cc([N+](=O)[O-])ccc1O,2.1
O=C(O)c1c(O)cccc1[N+](=O)[O-],2.24
O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,<2
Nc1cc([N+](=O)[O-])ccc1C(=O)O,3.7
Nc1cc(C(=O)O)cc([N+](=O)[O-])c1,3.55
Nc1ccccc1C(=O)O,4.866
Nc1ccccc1C(=O)O,4.95
Nc1ccccc1C(=O)O,4.85
Nc1cccc(C(=O)O)c1,4.74
Nc1ccc(C(=O)O)cc1,4.68
Nc1ccc(C(=O)O)cc1,4.85
Nc1ccc(O)cc1C(=O)O,5.37
Nc1ccc(C(=O)O)c(O)c1,2.05
Nc1ccc(C(=O)O)c(O)c1,3.66
Nc1ccc(C(=O)O)c(O)c1,4.36
O=C(O)c1cccc(CO)n1,4.61
O=C(O)c1ccccc1P(O)O,1.32
CCc1ccc(C(=O)O)s1,3.7
Cc1cc(C)n(CC(=O)O)n1,3.9
Cl[C@@H]1CC[C@H](CC1)C(=O)O,4.58
C=CCN(CC(=O)O)CC(=O)O,9.28
O=C(O)CCN(CC(=O)O)CC(=O)O,3.71
CC1(CCCCC(=O)O)N=N1,4.7
C=CCCCSCC(=O)O,3.739
CC(SC(C)(C)C(=O)O)C(=O)O,3.6
CCOC(=O)CSC(C)C(=O)O,3.71
CCOC(=O)C(C)SCC(=O)O,3.77
CCCN(CC(=O)O)CC(=O)O,2.44
C[C@H](N)C(=O)NCC(=O)NCC(=O)O,8.05
C[C@H](NC(=O)CNC(=O)CN)C(=O)O,8.02
C[C@H](NC(=O)CN)C(=O)NCC(=O)O,8.08
CCCCCSCC(=O)O,3.753
CC(C)[C@H](NC(=O)CN)C(=O)O,8.2
O=C(O)c1c(F)c(F)c(Cl)c(F)c1F,1.69
O=C(O)c1c(F)c(F)c(Br)c(F)c1F,1.66
O=C(O)c1c(F)c(F)c(S)c(F)c1F,1.67
Nc1cc(Cl)ccc1C(=O)O,4.44
Nc1ccc(Cl)cc1C(=O)O,4.35
Nc1cc(Br)ccc1C(=O)O,4.37
Nc1ccc(Br)cc1C(=O)O,4.41
Nc1cc(F)ccc1C(=O)O,4.6
Nc1ccc(F)cc1C(=O)O,4.82
NS(=O)(=O)c1cccc(C(=O)O)c1,3.54
NS(=O)(=O)c1ccc(C(=O)O)cc1,3.47
CCSc1nc(=O)c(C(=O)O)c[nH]1,6.01
CSCCC(NC(=O)CN)C(=O)O,8.51
C[N+](C)(C)CCCC(=O)O.[Cl-],4.02
C[N+](C)(C)CC(O)CC(=O)O.[Cl-],3.8
O=Cc1cccc(C(=O)O)c1,3.84
O=Cc1ccc(C(=O)O)cc1,3.77
O=Cc1ccc(C(=O)O)cc1,3.75
O=C(O)c1cccccc1=O,3.73
O=C(O)c1ccccc1C(=O)O,2.76
O=C(O)c1ccccc1C(=O)O,2.63
O=C(O)c1ccccc1C(=O)O,3.05
O=C(O)c1cccc(C(=O)O)c1,3.7
O=C(O)c1ccc2c(c1)OCO2,4.5
O=C(O)c1ccccc(O)c1=O,3.2
O=C(O)c1ccc(O)c(=O)cc1,4.05
O=C(O)c1cccc(O)c(=O)c1,3.42
O=C(O)Cc1ccccc1,4.307
O=C(O)Cc1ccccc1,4.305
O=C(O)Cc1ccccc1,4.311
O=C(O)Cc1ccccc1,4.33
O=C(O)Cc1ccccc1,4.79
O=C(O)Cc1ccccc1,4.095
O=C(O)Cc1ccccc1,3.917
O=C(O)Cc1ccccc1,3.762
Cc1ccccc1C(=O)O,3.93
Cc1ccccc1C(=O)O,3.898
Cc1cccc(C(=O)O)c1,4.254
Cc1cccc(C(=O)O)c1,4.274
Cc1cccc(C(=O)O)c1,4.29
Cc1ccc(C(=O)O)cc1,4.373
Cc1ccc(C(=O)O)cc1,4.367
Cc1ccc(C(=O)O)cc1,4.41
O=C(O)C(O)c1ccccc1,3.19
O=C(O)C(O)c1ccccc1,3.14
O=C(O)COc1ccccc1,3.16
O=C(O)COc1ccccc1,3.182
O=C(O)COc1ccccc1,2.93
Cc1cccc(C(=O)O)c1O,2.95
Cc1cccc(C(=O)O)c1O,3.1
Cc1cccc(C(=O)O)c1O,3.014
Cc1cccc(C(=O)O)c1O,2.82
Cc1ccc(C(=O)O)c(O)c1,3.4
Cc1ccc(C(=O)O)c(O)c1,3.172
Cc1ccc(C(=O)O)c(O)c1,3.11
Cc1ccc(C(=O)O)c(O)c1,2.97
Cc1ccc(O)c(C(=O)O)c1,3.15
Cc1ccc(O)c(C(=O)O)c1,3.03
Cc1ccc(O)c(C(=O)O)c1,2.9
Cc1cccc(O)c1C(=O)O,3.32
Cc1cccc(O)c1C(=O)O,3.16
COc1ccccc1C(=O)O,3.9
COc1cccc(C(=O)O)c1,4.095
COc1cccc(C(=O)O)c1,4.086
COc1cccc(C(=O)O)c1,3.995
COc1cccc(C(=O)O)c1,3.911
COc1cccc(C(=O)O)c1,3.834
COc1cccc(C(=O)O)c1,3.759
COc1cccc(C(=O)O)c1,3.691
COc1cccc(C(=O)O)c1,3.625
COc1ccc(C(=O)O)cc1,4.496
COc1ccc(C(=O)O)cc1,4.511
COc1ccc(C(=O)O)cc1,4.411
COc1ccc(C(=O)O)cc1,4.32
COc1ccc(C(=O)O)cc1,4.237
COc1ccc(C(=O)O)cc1,4.156
COc1ccc(C(=O)O)cc1,4.083
COc1ccc(C(=O)O)cc1,4.013
O=C(O)COc1ccccc1O,3.02
COc1ccc(C(=O)O)c(O)c1,3.31
COc1ccc(O)c(C(=O)O)c1,2.94
COc1ccc(C(=O)O)cc1O,4.47
COc1cc(C(=O)O)ccc1O,4.51
COc1cc(C(=O)O)ccc1O,4.47
Cc1cc(=O)c(C(=O)O)c(C)o1,3.36
[C@@H]1([C@H](CC=CC1)C(=O)O)C(=O)O,3.75
[C@@H]1([C@@H](CC=CC1)C(=O)O)C(=O)O,3.89
COC(=O)C1=C(C(=O)O)CCC1,2.94
O=C(O)C1C2CCC(O2)C1C(=O)O,3.46
O=C(O)C12CCC(CC1)C2,4.89
O=C(O)C12CCC(CC1)C2,4.876
CC(C)(C)CC#CC(=O)O,2.53
[C@@H]1([C@H](CCCC1)C(=O)O)C(=O)O,4.44
[C@@H]1([C@@H](CCCC1)C(=O)O)C(=O)O,4.3
[C@@H]1([C@H](CCCC1)C(=O)O)C(=O)O,4.25
[C@@H]1([C@@H](CCCC1)C(=O)O)C(=O)O,4.1
O=C(O)CCC(CCC(=O)O)C(=O)O,3.99
O=C(O)C1(O)CCCCCC1,4.21
O=C(O)C1(O)CCCCCC1,4.102
O=C(O)C1(O)CCCCCC1,3.983
O=C(O)C1(O)CCCCCC1,3.959
O=C(O)C1(O)CCCCCC1,3.987
O=C(O)C1(O)CCCCCC1,4.024
O=C(O)C1(O)CCCCCC1,4.062
O=C(O)C1(O)CCCCCC1,4.107
O=C(O)C1(O)CCCCCC1,4.133
CO[C@@H]1CC[C@H](CC1)C(=O)O,4.66
CC(C)(C(=O)O)C(C)(C)C(=O)O,3.56
CC(C)(C(=O)O)C(C)(C)C(=O)O,4.2
O=C(O)CCCCCCC(=O)O,4.53
CC(C)C(CC(=O)O)CC(=O)O,4.28
CCCC(CC(=O)O)CC(=O)O,4.32
CCC(C(=O)O)(C(=O)O)C(C)C,2.03
CCC(C(=O)O)(C(=O)O)C(C)C,2.02
CCC(C(=O)O)(C(=O)O)C(C)C,2.52
O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,1.44
Cc1c(F)c(F)c(C(=O)O)c(F)c1F,2
N#Cc1ccc(O)c(C(=O)O)c1,2.38
N#Cc1ccc(C(=O)O)c(O)c1,2.35
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.833
O=C(O)c1cccc(Cl)c1C(=O)O,<2
O=C(O)c1cccc(Br)c1C(=O)O,2.27
O=C(O)c1ccc(Br)cc1C(=O)O,2.5
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,<2
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,<2
O=C(O)COc1ccc(Cl)cc1Cl,2.896
O=C(O)COc1ccc(Cl)cc1Cl,2.93
O=C(O)Cc1cccc(Cl)c1,4.11
O=C(O)Cc1cccc(Cl)c1,3.911
O=C(O)Cc1cccc(Cl)c1,3.738
O=C(O)Cc1cccc(Cl)c1,3.585
O=C(O)Cc1ccc(Cl)cc1,4.177
O=C(O)Cc1ccc(Cl)cc1,3.971
O=C(O)Cc1ccc(Cl)cc1,3.799
O=C(O)Cc1ccc(Cl)cc1,3.649
O=C(O)Cc1cccc(F)c1,4.13
O=C(O)Cc1cccc(F)c1,3.927
O=C(O)Cc1cccc(F)c1,3.754
O=C(O)Cc1cccc(F)c1,3.603
O=C(O)Cc1ccc(F)cc1,4.218
O=C(O)Cc1ccc(F)cc1,4.007
