SMILES,pka_value
NCC(=O)NCC(=O)O,8.252
NCC(=O)NCC(=O)O,8.265
NCC(=O)NCC(=O)O,8.33
NCC(=O)NCC(=O)O,8.76
NCC(=O)NCC(=O)O,8.18
NCC(=O)NCC(=O)O,8.17
NCC(=O)NCC(=O)O,8.12
NCC(=O)NCC(=O)O,8.2
NCC(=O)NCC(=O)O,8.15
NCC(=O)NCC(=O)O,8.25
NCC(=O)NCC(=O)NCC(=O)O,8.09
NCC(=O)NCC(=O)NCC(=O)O,8.58
NCC(=O)NCC(=O)NCC(=O)O,8
NCC(=O)NCC(=O)NCC(=O)O,8.02
NCC(=O)NCC(=O)NCC(=O)O,8.01
NCC(=O)NCC(=O)NCC(=O)O,8.06
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,7.95
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,7.99
NCC(=O)N[C@@H](CO)C(=O)NCC(=O)O,7.99
CC(C)CNCC(=O)O,10.12
CC(C)NCC(=O)O,10.06
CC(C)C[C@H](N)C(=O)NCC(=O)O,8.28
CC(C)C[C@H](N)C(=O)NCC(=O)O,8
CC(C)C[C@H](N)C(=O)NCC(=O)O,7.65
CC(C)C[C@H](N)C(=O)NCC(=O)O,8.13
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O,7.97
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O,7.7
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,7.62
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,7.74
CCCNCC(=O)O,10.19
CCCNCC(=O)O,10.03
N[C@@H](CO)C(=O)NCC(=O)O,7.33
CC(C)[C@H](N)C(=O)NCC(=O)O,8.02
CC(C)[C@H](N)C(=O)NCC(=O)O,7.53
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.12
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.83
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.2
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.2
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.17
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.12
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.33
CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,7.08
Cn1cnc(C[C@H](NC(=O)CCN)C(=O)O)c1,9.49
N[C@@H](Cc1nc(I)[nH]c1I)C(=O)O,8.18
NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,8.2
N[C@@H](Cc1cnc(I)[nH]1)C(=O)O,8.62
N[C@@H](Cc1c[nH]c(S)n1)C(=O)O,8.47
N[C@@H](CCS)C(=O)O,8.87
N[C@@H](CCSSCC[C@H](N)C(=O)O)C(=O)O,8.523
NC(=O)C(N)CCC(=O)O,7.88
CC[C@H](C)[C@H](N)C(=O)O,9.758
CC[C@H](C)[C@H](N)C(=O)O,9.74
CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,8
NCC(O)C(=O)O,9.33
CC(C)C[C@H](N)C(=O)O,9.744
CC(C)C[C@H](N)C(=O)O,9.74
