cas,smiles,input_canonical_smiles,pKa,polar,h_nbo_charge,o_nbo_charge,total_nbo_charge,dipole_moment_debye,homo_ev,lumo_ev,gap_ev,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,acid_center_aromatic_flag,local_heteroatom_count,local_halogen_count,nearest_heteroatom_distance,local_conjugation,local_formal_charge,error
16650-55-8,O=C(O)C1=CC=C(Br)C=2C=CC=CC12,O=C(O)c1ccc(Br)c2ccccc12,3.37,229.24117499999997,0.52911,-0.7023,-0.007050000000000001,1.6978281273438722,-7.772660025682001,-0.9880453911655,6.784614634516501,O=C(O)c1ccc(Br)c2ccccc12,251.079,3.3005,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
99-04-7,O=C(O)C1=CC=CC(=C1)C,Cc1cccc(C(=O)O)c1,4.272666666666667,141.46003569999996,0.52873,-0.70511,-0.02864,3.839377034103319,-8.407229525048,-0.487628020096,7.919601504952,Cc1cccc(C(=O)O)c1,136.15,1.69322,37.3,1,1,1,1,0.125,0,0,1,0,1,0,2,1,0,
50-79-3,O=C(O)C1=CC(Cl)=CC=C1Cl,O=C(O)c1cc(Cl)ccc1Cl,2.466,152.56111096666666,0.53214,-0.69701,0.022869999999999946,2.584878509717623,-8.4717205076165,-0.6413723456285,7.830348161988,O=C(O)c1cc(Cl)ccc1Cl,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
85-52-9,O=C(O)C=1C=CC=CC1C(=O)C=2C=CC=CC2,O=C(O)c1ccccc1C(=O)c1ccccc1,3.536,246.45680733333333,0.53196,-0.6954,0.006089999999999929,7.512983613052806,-8.754446798286,-1.022059622478,7.732387175808,O=C(O)c1ccccc1C(=O)c1ccccc1,226.231,2.6158,54.37,2,1,3,2,0.0,0,0,1,0,1,0,2,1,0,
586-42-5,O=C(O)C1=CC=CC(=C1)C(=O)C,CC(=O)c1cccc(C(=O)O)c1,3.827,162.09260106666667,0.53119,-0.70222,-0.014589999999999992,3.2836843773420124,-8.9871041404635,-0.9143025376799999,8.072801602783501,CC(=O)c1cccc(C(=O)O)c1,164.16,1.5874,54.37,2,1,2,1,0.111111,0,0,1,0,1,0,2,1,0,
3147-55-5,O=C(O)C=1C=C(Br)C=C(Br)C1O,O=C(O)c1cc(Br)cc(Br)c1O,2.162,181.4974318,0.54725,-0.71889,0.00814999999999999,3.1536553727381182,-8.026270134348,-0.839743342643,7.186526791705,O=C(O)c1cc(Br)cc(Br)c1O,295.914,2.6154,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
13041-62-8,O=C(O)C1=CC=C(OC)C=2C=CC=CC12,COc1ccc(C(=O)O)c2ccccc12,4.31,230.03700200000003,0.52782,-0.70402,-0.037390000000000034,3.500548929810866,-7.3887073826265,-0.62586185615,6.7628455264765,COc1ccc(C(=O)O)c2ccccc12,202.209,2.5466,46.53,2,1,2,2,0.083333,0,0,1,0,1,0,2,1,0,
6925-00-4,O=C(O)C1=CC=C2N=CC=NC2=C1,O=C(O)c1ccc2nccnc2c1,3.64,185.81380996666667,0.53163,-0.69947,-0.009649999999999936,2.86102254622364,-8.5636949890855,-1.392134459158,7.1715605299275,O=C(O)c1ccc2nccnc2c1,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
51-44-5,O=C(O)C1=CC=C(Cl)C(Cl)=C1,O=C(O)c1ccc(Cl)c(Cl)c1,3.64,153.2081474,0.53215,-0.69801,-0.004649999999999932,4.381138721839335,-8.703833622092999,-0.7978378096659999,7.905995812426999,O=C(O)c1ccc(Cl)c(Cl)c1,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
89-55-4,O=C(O)C1=CC(Br)=CC=C1O,O=C(O)c1cc(Br)ccc1O,2.6514,156.1215516,0.53442,-0.68884,-0.006340000000000012,1.6421463698464884,-7.948173459254501,-0.7115777190575,7.236595740197001,O=C(O)c1cc(Br)ccc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
119-68-6,O=C(O)C=1C=CC=CC1NC,CNc1ccccc1C(=O)O,5.34,163.69569713333334,0.52601,-0.71456,-0.07782999999999995,1.9057081256058075,-7.0531910049599995,-0.349938411743,6.703252593217,CNc1ccccc1C(=O)O,151.165,1.4265,49.33,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
610-16-2,O=C(O)C=1C=CC=CC1N(C)C,CN(C)c1ccccc1C(=O)O,8.5,180.27349433333333,0.52508,-0.71286,-0.04215000000000002,2.8178070924035947,-7.015639293591,-0.194833516958,6.820805776633,CN(C)c1ccccc1C(=O)O,165.192,1.4508,40.54,2,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,
1666-28-0,O=C(O)C1=CC=C(Br)C=C1O,O=C(O)c1ccc(Br)cc1O,2.669,158.50907833333332,0.53383,-0.68933,-0.011500000000000066,4.089721885409814,-8.2382468238875,-0.7142988575625,7.523947966325,O=C(O)c1ccc(Br)cc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
573-03-5,O=C(O)C1=CC=C(F)C=2C=CC=CC12,O=C(O)c1ccc(F)c2ccccc12,3.7,200.23187366666664,0.52996,-0.69884,-0.013000000000000012,2.7904873929118548,-7.743815957529,-0.7959330127125,6.9478829448165,O=C(O)c1ccc(F)c2ccccc12,190.173,2.6771,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
89-56-5,O=C(O)C1=CC(=CC=C1O)C,Cc1ccc(O)c(C(=O)O)c1,3.026666666666667,150.24747436666667,0.53191,-0.69314,-0.02573000000000003,4.181681262363261,-7.789803198263501,-0.5249076176145,7.264895580649001,Cc1ccc(O)c(C(=O)O)c1,152.149,1.39882,57.53,2,2,1,1,0.125,0,0,1,0,1,0,2,1,0,
528-90-5,O=C(O)C=1C=C(C(=CC1C)C)C,Cc1cc(C)c(C(=O)O)cc1C,4.38,180.24751266666667,0.52568,-0.7146,-0.040529999999999955,3.972983318615874,-8.020283629637,-0.2827262906695,7.737557338967499,Cc1cc(C)c(C(=O)O)cc1C,164.204,2.31006,37.3,1,1,1,1,0.3,0,0,1,0,1,0,2,1,0,
303-38-8,O=C(O)C=1C=CC=C(O)C1O,O=C(O)c1cccc(O)c1O,2.914,138.5686812666667,0.54323,-0.72511,-0.015959999999999974,2.715078726298742,-7.735108314313001,-0.5088529004350001,7.226255413878,O=C(O)c1cccc(O)c1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
65-49-6,O=C(O)C1=CC=C(N)C=C1O,Nc1ccc(C(=O)O)c(O)c1,3.356666666666667,156.20896226666665,0.53956,-0.73544,-0.06985999999999992,4.025577208301935,-7.426259093995499,-0.150206845476,7.276052248519499,Nc1ccc(C(=O)O)c(O)c1,153.137,0.6726,83.55,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
1132-21-4,O=C(O)C=1C=C(OC)C=C(OC)C1,COc1cc(OC)cc(C(=O)O)c1,3.97,171.46910666666668,0.53004,-0.70175,-0.014889999999999959,6.58184350847086,-7.6368752142825,-0.4639541151025,7.17292109918,COc1cc(OC)cc(C(=O)O)c1,182.175,1.402,55.76,3,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
91-52-1,O=C(O)C1=CC=C(OC)C=C1OC,COc1ccc(C(=O)O)c(OC)c1,4.36,176.375706,0.52521,-0.72085,-0.06006,5.837255260822504,-7.7859936043565,-0.22993620367249998,7.556057400684001,COc1ccc(C(=O)O)c(OC)c1,182.175,1.402,55.76,3,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
1798-82-9,O=C(O)C1=CC=C(C=C1)C2CC2,O=C(O)c1ccc(C2CC2)cc1,4.44,177.32342566666668,0.52801,-0.70726,-0.03883000000000003,4.104312664746681,-8.0994687601325,-0.449532081026,7.649936679106501,O=C(O)c1ccc(C2CC2)cc1,162.188,2.2622,37.3,1,1,2,1,0.3,0,0,1,0,1,0,2,1,0,
1013-04-3,O=C(O)C1=CC=C(Cl)C=2C=CC=CC12,O=C(O)c1ccc(Cl)c2ccccc12,3.36,218.09257000000002,0.5305,-0.6977,-0.005309999999999926,2.854893488380959,-7.756877422353,-0.9167515623345,6.8401258600184995,O=C(O)c1ccc(Cl)c2ccccc12,206.628,3.1914,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
652-32-4,O=C(O)C1=C(F)C(F)=C(C(F)=C1F)C,Cc1c(F)c(F)c(C(=O)O)c(F)c1F,2.0,135.55621846666668,0.53431,-0.68505,0.04247999999999996,3.3498493652700265,-8.704377849794,-0.6865432448115,8.0178346049825,Cc1c(F)c(F)c(C(=O)O)c(F)c1F,208.11,2.24962,37.3,1,1,1,1,0.125,0,0,1,0,1,0,2,1,0,
56961-31-0,O=C(O)C=1C(Cl)=CC=CC1O,O=C(O)c1c(O)cccc1Cl,2.63,146.83639843333333,0.54162,-0.7211,0.017420000000000102,3.2362759369373926,-8.132666649893501,-0.563819898236,7.568846751657501,O=C(O)c1c(O)cccc1Cl,172.567,1.7438,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
7498-54-6,O=C(O)C1=CC=CC(=C1)C(C)(C)C,CC(C)(C)c1cccc(C(=O)O)c1,4.204,193.831363,0.5286,-0.70556,-0.029320000000000013,3.2077293604666837,-8.4249169253305,-0.4563349272885,7.968581998042,CC(C)(C)c1cccc(C(=O)O)c1,178.231,2.6823,37.3,1,1,1,1,0.363636,0,0,1,0,1,0,2,1,0,
15785-54-3,O=C(O)C1=CC(OC)=C(O)C(=C1)N(=O)=O,COc1cc(C(=O)O)cc([N+](=O)[O-])c1O,4.12,186.50714946666668,0.53162,-0.70096,-0.012830000000000119,7.9006410094371455,-8.087495750710499,-1.695813516316,6.391682234394499,COc1cc(C(=O)O)cc([N+](=O)[O-])c1O,213.145,1.0072,109.9,5,2,3,1,0.125,0,0,1,0,1,0,2,1,0,
1,C=C(C)c1ccc(C(=O)O)cc1,C=C(C)c1ccc(C(=O)O)cc1,4.04,185.520431,0.52892,-0.70488,-0.03073999999999999,3.23259076438698,-7.989806878381,-0.7404217872105,7.2493850911705,C=C(C)c1ccc(C(=O)O)cc1,162.188,2.4179,37.3,1,1,2,1,0.1,0,0,1,0,1,0,2,1,0,
2,C=CCc1ccc(C(=O)O)cc1,C=CCc1ccc(C(=O)O)cc1,4.34,177.97852066666667,0.52883,-0.70614,-0.03212999999999999,3.6253008826854636,-8.4793396954305,-0.48626745084350004,7.993072244587,C=CCc1ccc(C(=O)O)cc1,162.188,2.1133,37.3,1,1,3,1,0.1,0,0,1,0,1,0,2,1,0,
4,CC(=O)Nc1cccc(C(=O)O)c1,CC(=O)Nc1cccc(C(=O)O)c1,4.03,175.88527946666667,0.52985,-0.70274,-0.020320000000000005,7.682597144846266,-7.9764732997065,-0.5630035566845,7.4134697430220005,CC(=O)Nc1cccc(C(=O)O)c1,179.175,1.3432,66.4,2,2,2,1,0.111111,0,0,1,0,1,0,2,1,0,
5,CC(C)c1cccc(C(=O)O)c1O,CC(C)c1cccc(C(=O)O)c1O,2.76,184.75550166666667,0.54295,-0.72624,-0.02472999999999992,2.006120941020257,-7.8725258088155,-0.4389196408565,7.433606167959001,CC(C)c1cccc(C(=O)O)c1O,180.203,2.2138,57.53,2,2,2,1,0.3,0,0,1,0,1,0,2,1,0,
6,CC=Cc1ccc(C(=O)O)cc1,CC=Cc1ccc(C(=O)O)cc1,4.49,192.8530453333333,0.52834,-0.70639,-0.03678999999999999,4.045913376482497,-7.700277741449001,-0.771170652317,6.929107089132001,CC=Cc1ccc(C(=O)O)cc1,162.188,2.4179,37.3,1,1,2,1,0.1,0,0,1,0,1,0,2,1,0,
7,CC=Cc1cccc(C(=O)O)c1,CC=Cc1cccc(C(=O)O)c1,4.25,182.57240666666667,0.52926,-0.70421,-0.024990000000000068,3.493070102359814,-7.827627023483001,-0.5216422514085,7.305984772074501,CC=Cc1cccc(C(=O)O)c1,162.188,2.4179,37.3,1,1,2,1,0.1,0,0,1,0,1,0,2,1,0,
8,CCCC(=O)c1ccccc1C(=O)O,CCCC(=O)c1ccccc1C(=O)O,4.45,193.10685366666667,0.53006,-0.69751,0.004530000000000034,6.088820041682952,-8.826012740967501,-0.6881759279145,8.137836813053001,CCCC(=O)c1ccccc1C(=O)O,192.214,2.3676,54.37,2,1,4,1,0.272727,0,0,1,0,1,0,2,1,0,
9,CCOC(=O)CNc1ccc(C(=O)O)cc1,CCOC(=O)CNc1ccc(C(=O)O)cc1,4.88,222.22465933333334,0.52565,-0.71458,-0.07116000000000011,7.455313694942689,-7.253466798928001,-0.19428928925699998,7.0591775096710005,CCOC(=O)CNc1ccc(C(=O)O)cc1,223.228,1.3598,75.63,4,2,5,1,0.272727,0,0,1,0,1,0,2,1,0,
10,CCOC(=O)CNc1cccc(C(=O)O)c1,CCOC(=O)CNc1cccc(C(=O)O)c1,4.3,213.12184566666667,0.52912,-0.70488,-0.024869999999999837,4.947061772405919,-7.280133956277,-0.4421850070625,6.8379489492145,CCOC(=O)CNc1cccc(C(=O)O)c1,223.228,1.3598,75.63,4,2,5,1,0.272727,0,0,1,0,1,0,2,1,0,
11,CCOP(=O)(OCC)c1ccc(C(=O)O)cc1,CCOP(=O)(OCC)c1ccc(C(=O)O)cc1,3.63,229.51031166666667,0.53149,-0.69951,-0.007469999999999977,6.37964873719549,-8.994995442128001,-0.9436908335340001,8.051304608594002,CCOP(=O)(OCC)c1ccc(C(=O)O)cc1,258.21,2.2762,72.83,4,1,6,1,0.363636,0,0,1,0,1,0,2,1,0,
12,CCOP(=O)(OCC)c1cccc(C(=O)O)c1,CCOP(=O)(OCC)c1cccc(C(=O)O)c1,3.73,227.8787166666667,0.53128,-0.70101,-0.011890000000000067,3.8140517891082704,-9.074996914175001,-0.731986257845,8.343010656330001,CCOP(=O)(OCC)c1cccc(C(=O)O)c1,258.21,2.2762,72.83,4,1,6,1,0.363636,0,0,1,0,1,0,2,1,0,
13,CCOc1ccc(C(=O)O)c(C(=O)O)c1,CCOc1ccc(C(=O)O)c(C(=O)O)c1,2.74,192.67620333333332,0.53023,-0.70158,0.0032500000000000306,7.429466818688943,-8.1533473025315,-0.471301189066,7.682046113465501,CCOc1ccc(C(=O)O)c(C(=O)O)c1,210.185,1.4817,83.83,3,2,4,1,0.2,0,0,2,0,2,0,4,2,0,
14,CCOc1ccc(C(=O)O)c(O)c1,CCOc1ccc(C(=O)O)c(O)c1,3.2,175.97345099999998,0.54148,-0.73021,-0.04539000000000015,3.8841454928980195,-7.877423858124501,-0.257963930274,7.6194599278505,CCOc1ccc(C(=O)O)c(O)c1,182.175,1.4891,66.76,3,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,
17,COP(=O)(OC)c1ccc(C(=O)O)cc1,COP(=O)(OC)c1ccc(C(=O)O)cc1,3.61,196.17617366666664,0.53169,-0.69903,-0.006800000000000028,2.0109421672440013,-9.0088732485035,-0.9627388030690001,8.0461344454345,COP(=O)(OC)c1ccc(C(=O)O)cc1,230.156,1.496,72.83,4,1,4,1,0.222222,0,0,1,0,1,0,2,1,0,
18,COP(=O)(OC)c1cccc(C(=O)O)c1,COP(=O)(OC)c1cccc(C(=O)O)c1,3.74,195.0836436666667,0.53116,-0.70098,-0.011110000000000064,7.4716870745501645,-9.0681940679125,-0.7300814608915001,8.338112607021001,COP(=O)(OC)c1cccc(C(=O)O)c1,230.156,1.496,72.83,4,1,4,1,0.222222,0,0,1,0,1,0,2,1,0,
20,COc1ccc(C(=O)O)c(C(=O)O)c1,COc1ccc(C(=O)O)c(C(=O)O)c1,2.67,175.33794433333333,0.53291,-0.70152,0.007319999999999938,6.33912311680409,-8.1631434011495,-0.5140230635945,7.649120337554999,COc1ccc(C(=O)O)c(C(=O)O)c1,196.158,1.0916,83.83,3,2,3,1,0.111111,0,0,2,0,2,0,4,2,0,
21,COc1ccc(C=O)c(C(=O)O)c1OC,COc1ccc(C=O)c(C(=O)O)c1OC,3.065,197.360995,0.53206,-0.68639,0.03924000000000005,8.194929733682894,-8.0608285933615,-0.913758309979,7.147070283382499,COc1ccc(C=O)c(C(=O)O)c1OC,210.185,1.2145,72.83,4,1,4,1,0.2,0,0,1,0,1,0,2,1,0,
24,C[Si](C)(C)c1ccc(C(=O)O)cc1,C[Si](C)(C)c1ccc(C(=O)O)cc1,4.234,210.45125599999997,0.52905,-0.70456,-0.027569999999999983,3.6051123214124687,-8.622199466943,-0.579058273864,8.043141193079,C[Si](C)(C)c1ccc(C(=O)O)cc1,194.306,1.93,37.3,1,1,2,1,0.3,0,0,1,0,1,0,2,1,0,
26,Cc1cc(C(=O)O)c2ccccc2c1,Cc1cc(C(=O)O)c2ccccc2c1,3.72,222.44961233333333,0.52759,-0.70603,-0.018940000000000068,3.675904054787067,-7.588711062744,-0.711305605207,6.877405457537,Cc1cc(C(=O)O)c2ccccc2c1,186.21,2.84642,37.3,1,1,1,2,0.083333,0,0,1,0,1,0,2,1,0,
28,Cc1cc(C)c(C)c(C(=O)O)c1,Cc1cc(C)c(C)c(C(=O)O)c1,4.01,177.42099933333336,0.52706,-0.6999,-0.013990000000000058,3.694517390674999,-7.956064760918999,-0.0927908230205,7.8632739378985,Cc1cc(C)c(C)c(C(=O)O)c1,164.204,2.31006,37.3,1,1,1,1,0.3,0,0,1,0,1,0,2,1,0,
29,Cc1cc(C)c(C)c(C(=O)O)c1C,Cc1cc(C)c(C)c(C(=O)O)c1C,3.416,192.00723933333333,0.52657,-0.70073,0.010040000000000049,2.709430355259201,-7.715788230927501,0.8264097639685001,8.542197994896002,Cc1cc(C)c(C)c(C(=O)O)c1C,178.231,2.61848,37.3,1,1,1,1,0.363636,0,0,1,0,1,0,2,1,0,
30,Cc1cc([N+](=O)[O-])c(C)c(C(=O)O)c1O,Cc1cc([N+](=O)[O-])c(C)c(C(=O)O)c1O,2.78,200.700636,0.53485,-0.67669,0.011120000000000019,4.764947796146354,-8.2050489341265,-1.5115924395275,6.693456494599,Cc1cc([N+](=O)[O-])c(C)c(C(=O)O)c1O,211.173,1.61544,100.67,4,2,2,1,0.222222,0,0,1,0,1,0,2,1,0,
31,Cc1cc2ccccc2c(C(=O)O)c1C,Cc1cc2ccccc2c(C(=O)O)c1C,2.831,237.516566,0.52779,-0.69815,0.013610000000000011,2.7864687419743293,-7.4719742208795,-0.23837173303800002,7.2336024878415,Cc1cc2ccccc2c(C(=O)O)c1C,200.237,3.15484,37.3,1,1,1,2,0.153846,0,0,1,0,1,0,2,1,0,
32,Cc1ccc(C(=O)O)c(C)c1C,Cc1ccc(C(=O)O)c(C)c1C,4.06,178.96431499999997,0.52595,-0.70937,-0.026229999999999865,3.311048820238083,-8.124775348229,-0.11047822330300001,8.014297124926001,Cc1ccc(C(=O)O)c(C)c1C,164.204,2.31006,37.3,1,1,1,1,0.3,0,0,1,0,1,0,2,1,0,
33,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,3.644,266.53588233333335,0.53142,-0.6977,0.00768000000000002,7.059834838011439,-8.401243020337,-0.7768850431775,7.624357977159501,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,240.258,2.92422,54.37,2,1,3,2,0.066667,0,0,1,0,1,0,2,1,0,
34,Cc1ccc(C)c(C(=O)O)c1C,Cc1ccc(C)c(C(=O)O)c1C,3.34,175.07269033333333,0.52691,-0.7009,0.008009999999999962,2.876159734785257,-7.930758172822499,0.2865358845765,8.217294057399,Cc1ccc(C)c(C(=O)O)c1C,164.204,2.31006,37.3,1,1,1,1,0.3,0,0,1,0,1,0,2,1,0,
35,Cc1ccc(C)c(C(=O)O)c1O,Cc1ccc(C)c(C(=O)O)c1O,3.23,164.534575,0.52723,-0.69778,0.010200000000000098,4.120540577400009,-7.770483114878,0.108301312499,7.878784427377,Cc1ccc(C)c(C(=O)O)c1O,166.176,1.70724,57.53,2,2,1,1,0.222222,0,0,1,0,1,0,2,1,0,
36,Cc1ccc2ccccc2c1C(=O)O,Cc1ccc2ccccc2c1C(=O)O,3.034,219.19517166666665,0.52817,-0.69879,0.010769999999999946,2.440794020395822,-7.5647650439000005,-0.43647061620199995,7.128294427698001,Cc1ccc2ccccc2c1C(=O)O,186.21,2.84642,37.3,1,1,1,2,0.083333,0,0,1,0,1,0,2,1,0,
38,N#Cc1ccc(O)c(C(=O)O)c1,N#Cc1ccc(O)c(C(=O)O)c1,2.38,155.9141476,0.53566,-0.68648,0.0023800000000000487,3.8590000064783623,-8.314166588176999,-0.75103422738,7.563132360796999,N#Cc1ccc(O)c(C(=O)O)c1,163.132,0.96208,81.32,3,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
39,NS(=O)(=O)c1cccc(C(=O)O)c1,NS(=O)(=O)c1cccc(C(=O)O)c1,3.54,167.25064433333333,0.53233,-0.69835,-0.0026200000000000667,8.109879324009698,-9.2347277444185,-0.8530769213175001,8.381650823101,NS(=O)(=O)c1cccc(C(=O)O)c1,201.203,0.0322,97.46,3,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
41,Nc1cc(C(=O)O)cc2ccccc12,Nc1cc(C(=O)O)cc2ccccc12,4.46,224.85442066666667,0.52882,-0.70427,-0.029019999999999935,4.918650959358674,-6.973189532913,-0.699876823486,6.273312709427,Nc1cc(C(=O)O)cc2ccccc12,187.198,2.1202,63.32,2,2,1,2,0.0,0,0,1,0,1,0,2,1,0,
42,Nc1ccc(Oc2ccccc2)cc1C(=O)O,Nc1ccc(Oc2ccccc2)cc1C(=O)O,4.88,248.12843999999998,0.53312,-0.71687,-0.054359999999999964,6.650446884232668,-7.2798618424265,-0.45606281343800004,6.8237990289885,Nc1ccc(Oc2ccccc2)cc1C(=O)O,229.235,2.7593,72.55,3,2,3,2,0.0,0,0,1,0,1,0,2,1,0,
43,Nc1ccccc1C(=O)O,Nc1ccccc1C(=O)O,4.911714285714285,143.5889119,0.52655,-0.71296,-0.06906000000000012,2.0141826977709845,-7.310066479832,-0.3289856452545,6.9810808345775,Nc1ccccc1C(=O)O,137.138,0.967,63.32,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
45,O=C(O)COc1ccccc1C(=O)O,O=C(O)COc1ccccc1C(=O)O,2.51,170.87773066666668,0.53272,-0.71014,-0.012095000000000022,4.129696106252856,-8.105183150993,-0.44762728407249996,7.6575558669205,O=C(O)COc1ccccc1C(=O)O,196.158,0.8482,83.83,3,2,4,1,0.111111,0,0,2,0,2,0,4,2,0,
46,O=C(O)CSc1ccccc1C(=O)O,O=C(O)CSc1ccccc1C(=O)O,2.93,190.52449533333333,0.53066,-0.705,-0.002929999999999988,2.9319828597725466,-8.398521881832,-0.283542632221,8.114979249611,O=C(O)CSc1ccccc1C(=O)O,212.226,1.5615,74.6,3,2,4,1,0.111111,0,0,2,0,2,0,4,2,0,
47,O=C(O)c1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C(O)c1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1.42,213.8328523333333,0.53638,-0.6805,0.05889999999999995,2.4177866469149008,-8.902476732958,-1.1714501264025,7.7310266065555,O=C(O)c1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,360.131,4.3037,37.3,1,1,2,2,0.0,0,0,1,0,1,0,2,1,0,
49,O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,1.44,132.89122196666668,0.53813,-0.67791,0.07064000000000004,3.516856730092939,-9.029826014992,-1.1747154926085,7.855110522383501,O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,262.08,2.96,37.3,1,1,1,1,0.125,0,0,1,0,1,0,2,1,0,
51,O=C(O)c1c(F)c(F)c(S)c(F)c1F,O=C(O)c1c(F)c(F)c(S)c(F)c1F,1.67,148.86377193333334,0.53487,-0.68453,0.043969999999999954,1.7808240592489761,-8.400154564934999,-0.8514442382145,7.548710326720499,O=C(O)c1c(F)c(F)c(S)c(F)c1F,226.15,2.2299,37.3,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
52,O=C(O)c1c(O)cccc1[N+](=O)[O-],O=C(O)c1c(O)cccc1[N+](=O)[O-],2.24,156.726665,0.54032,-0.686,0.01908999999999994,3.3002215592290165,-8.451311968829001,-1.5877843176675,6.863527651161501,O=C(O)c1c(O)cccc1[N+](=O)[O-],183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
53,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,1.87,200.23039133333336,0.53557,-0.69068,0.03369749999999999,4.368271660508307,-9.3103753948575,-1.3836989297925,7.926676465065,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,254.15,0.4794,149.2,4,4,4,1,0.0,0,0,4,0,4,0,8,4,0,
54,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,1.86,185.74358100000003,0.53492,-0.70514,0.010426666666666695,4.189590631553398,-8.5158029513975,-0.9309014825605,7.584901468837,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,226.14,0.4868,132.13,4,4,3,1,0.0,0,0,3,0,3,0,6,3,0,
55,O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,2.77,188.25285563333333,0.53663,-0.70596,-0.0022933333333333694,3.533105820662608,-8.5451912472515,-1.027501899488,7.5176893477635005,O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,226.14,0.4868,132.13,4,4,3,1,0.0,0,0,3,0,3,0,6,3,0,
59,O=C(O)c1cc(O)cc2ccccc12,O=C(O)c1cc(O)cc2ccccc12,3.69,211.564899,0.52877,-0.70369,-0.009740000000000082,2.865277684623255,-7.448844543587,-0.7953887850115,6.653455758575499,O=C(O)c1cc(O)cc2ccccc12,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,0,1,0,2,1,0,
60,O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,2.83,236.62544999999997,0.53221,-0.69302,0.010050000000000003,9.192358895299945,-8.0249095650955,-1.916769962922,6.1081396021735,O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,217.18,2.4462,80.44,3,1,2,2,0.0,0,0,1,0,1,0,2,1,0,
61,O=C(O)c1ccc(Br)cc1C(=O)O,O=C(O)c1ccc(Br)cc1C(=O)O,2.5,174.08100233333334,0.53363,-0.69407,0.02119500000000002,1.373545867454014,-8.694581751176,-0.850083668962,7.844498082214001,O=C(O)c1ccc(Br)cc1C(=O)O,245.028,1.8455,74.6,2,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
62,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,2.53,174.98687166666664,0.53529,-0.69761,0.016083333333333377,1.9379683253345499,-9.2075163593685,-1.1518579291665,8.055658430202,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,210.141,0.7812,111.9,3,3,3,1,0.0,0,0,3,0,3,0,6,3,0,
