cas,smiles,input_canonical_smiles,pka_value,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,acid_center_aromatic_flag,local_heteroatom_count,local_halogen_count,nearest_heteroatom_distance,local_conjugation,local_formal_charge,error,polar,h_nbo_charge,o_nbo_charge,total_nbo_charge,dipole_moment_debye,homo_ev,lumo_ev,gap_ev
626-51-7,O=C(O)CC(C)CC(=O)O,CC(CC(=O)O)CC(=O)O,4.31,CC(CC(=O)O)CC(=O)O,146.142,0.5719,74.6,2,2,4,0,0.666667,0,0,2,0,2,0,4,2,0,,112.71513699999998,0.52667,-0.71458,-0.020735000000000003,3.9797737862848432,-9.698681859521,0.7796061816825,10.4782880412035
13041-62-8,O=C(O)C1=CC=C(OC)C=2C=CC=CC12,COc1ccc(C(=O)O)c2ccccc12,4.31,COc1ccc(C(=O)O)c2ccccc12,202.209,2.5466,46.53,2,1,2,2,0.083333,0,0,1,0,1,0,2,1,0,,230.03700200000003,0.52782,-0.70402,-0.037390000000000034,3.500548929810866,-7.3887073826265,-0.62586185615,6.7628455264765
6925-00-4,O=C(O)C1=CC=C2N=CC=NC2=C1,O=C(O)c1ccc2nccnc2c1,3.64,O=C(O)c1ccc2nccnc2c1,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,0,1,0,2,1,0,,185.81380996666667,0.53163,-0.69947,-0.009649999999999936,2.86102254622364,-8.5636949890855,-1.392134459158,7.1715605299275
10421-85-9,O=C(O)C(O)C=1C=CC=CC1Cl,O=C(O)C(O)c1ccccc1Cl,3.31,O=C(O)C(O)c1ccccc1Cl,186.594,1.458,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,,158.27338566666666,0.53128,-0.69151,-0.0004999999999999449,4.637517011289554,-8.4651897752045,0.31265881422450004,8.777848589429
51-44-5,O=C(O)C1=CC=C(Cl)C(Cl)=C1,O=C(O)c1ccc(Cl)c(Cl)c1,3.64,O=C(O)c1ccc(Cl)c(Cl)c1,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,,153.2081474,0.53215,-0.69801,-0.004649999999999932,4.381138721839335,-8.703833622092999,-0.7978378096659999,7.905995812426999
89-55-4,O=C(O)C1=CC(Br)=CC=C1O,O=C(O)c1cc(Br)ccc1O,2.6514,O=C(O)c1cc(Br)ccc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,,156.1215516,0.53442,-0.68884,-0.006340000000000012,1.6421463698464884,-7.948173459254501,-0.7115777190575,7.236595740197001
588-32-9,O=C(O)COC=1C=CC=C(Cl)C1,O=C(O)COc1cccc(Cl)c1,3.04,O=C(O)COc1cccc(Cl)c1,186.594,1.8034,46.53,2,1,3,1,0.125,0,0,1,0,1,0,2,1,0,,156.510118,0.53257,-0.69116,-0.002630000000000021,2.4000310768821307,-7.996881838494,0.432116794594,8.428998633088
16730-20-4,O=C(O)C1=CC=2C=C(C=CC2N1)N(=O)=O,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,14.91,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,206.157,1.7743,96.23,3,2,2,2,0.0,0,0,1,0,1,0,2,1,0,,214.69073186666665,0.53412,-0.70124,-0.02611999999999992,9.624200834874552,-7.919329391101501,-1.683296279193,6.236033111908501
298-12-4,O=CC(=O)O,O=CC(=O)O,3.22,O=CC(=O)O,74.035,-0.7301,54.37,2,1,1,0,0.0,0,0,1,0,1,0,2,1,0,,42.274789266666666,0.53846,-0.67849,-0.02693000000000001,1.6753698397667305,-9.611333313510501,-1.3902296622045,8.221103651306
595-37-9,O=C(O)C(C)(C)CC,CCC(C)(C)C(=O)O,4.93,CCC(C)(C)C(=O)O,116.16,1.5072,37.3,1,1,2,0,0.833333,0,0,1,0,1,0,2,1,0,,107.608746,0.52198,-0.71613,-0.015190000000000037,2.7687865988551734,-9.5803123345535,1.0103587269065002,10.59067106146
627-03-2,O=C(O)COCC,CCOCC(=O)O,3.84,CCOCC(=O)O,104.105,0.1075,46.53,2,1,3,0,0.75,0,0,1,0,1,0,2,1,0,,78.00058083333333,0.53006,-0.69918,-0.03652,2.365356061991513,-9.123977407265,0.9728070155374999,10.0967844228025
119-68-6,O=C(O)C=1C=CC=CC1NC,CNc1ccccc1C(=O)O,5.34,CNc1ccccc1C(=O)O,151.165,1.4265,49.33,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,,163.69569713333334,0.52601,-0.71456,-0.07782999999999995,1.9057081256058075,-7.0531910049599995,-0.349938411743,6.703252593217
138-60-3,O=C1C=C(NC(=C1)C(=O)O)C(=O)O,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,183.119,-0.2287,107.46,3,3,2,1,0.0,0,0,2,0,2,0,4,2,0,,151.71059633333334,0.54305,-0.6924,0.03601000000000004,9.692664485062918,-8.352262527247,-1.1513137014655,7.2009488257814995
487-54-7,O=C(O)CNC(=O)C=1C=CC=CC1O,O=C(O)CNC(=O)c1ccccc1O,3.41,O=C(O)CNC(=O)c1ccccc1O,195.174,0.2066,86.63,3,3,3,1,0.111111,0,0,1,0,1,0,2,1,0,,177.25179300000002,0.53754,-0.70432,0.005970000000000031,7.7562531734078926,-7.934295652879,-0.3055838541115,7.6287117987675
595-46-0,O=C(O)C(C(=O)O)(C)C,CC(C)(C(=O)O)C(=O)O,3.03,CC(C)(C(=O)O)C(=O)O,132.115,0.1818,74.6,2,2,2,0,0.6,0,0,2,0,2,0,4,2,0,,96.86719746666667,0.53168,-0.70578,0.030560000000000143,0.761400013133701,-9.737322026292,0.7129382883100001,10.450260314602
7782-26-5,O=C(O)C(C=1C=CC=CC1)C,CC(C(=O)O)c1ccccc1,4.3,CC(C(=O)O)c1ccccc1,150.177,1.8747,37.3,1,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,,153.7734123333333,0.52601,-0.70943,-0.0018200000000000438,2.4283936542496565,-8.372398952184,0.5744323384055,8.9468312905895
610-16-2,O=C(O)C=1C=CC=CC1N(C)C,CN(C)c1ccccc1C(=O)O,8.5,CN(C)c1ccccc1C(=O)O,165.192,1.4508,40.54,2,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,,180.27349433333333,0.52508,-0.71286,-0.04215000000000002,2.8178070924035947,-7.015639293591,-0.194833516958,6.820805776633
1666-28-0,O=C(O)C1=CC=C(Br)C=C1O,O=C(O)c1ccc(Br)cc1O,2.669,O=C(O)c1ccc(Br)cc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,,158.50907833333332,0.53383,-0.68933,-0.011500000000000066,4.089721885409814,-8.2382468238875,-0.7142988575625,7.523947966325
573-03-5,O=C(O)C1=CC=C(F)C=2C=CC=CC12,O=C(O)c1ccc(F)c2ccccc12,3.7,O=C(O)c1ccc(F)c2ccccc12,190.173,2.6771,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,,200.23187366666664,0.52996,-0.69884,-0.013000000000000012,2.7904873929118548,-7.743815957529,-0.7959330127125,6.9478829448165
1664-57-9,O=C(O)CCC=1C=CC=C(C1)N(=O)=O,O=C(O)CCc1cccc([N+](=O)[O-])c1,4.53,O=C(O)CCc1cccc([N+](=O)[O-])c1,195.174,1.612,80.44,3,1,4,1,0.222222,0,0,1,0,1,0,2,1,0,,182.17289733333334,0.52668,-0.713,-0.01851999999999998,4.8494291509413765,-8.741385333462,-1.740984415499,7.000400917963001
4593-90-2,O=C(O)CC(C=1C=CC=CC1)C,CC(CC(=O)O)c1ccccc1,4.4,CC(CC(=O)O)c1ccccc1,164.204,2.2648,37.3,1,1,3,1,0.3,0,0,1,0,1,0,2,1,0,,170.85728766666668,0.52616,-0.71297,-0.019460000000000033,2.9857500313991454,-8.2632812981335,0.796205126563,9.0594864246965
30964-00-2,O=C(O)CCCCC#C,C#CCCCCC(=O)O,4.57,C#CCCCCC(=O)O,126.155,1.2646,37.3,1,1,4,0,0.571429,0,0,1,0,1,0,2,1,0,,115.51170553333333,0.52507,-0.71468,-0.026169999999999916,2.0233455389527513,-9.203706765461499,0.890900746537,10.094607511998499
616-75-1,O=C(O)C(C(=O)O)CC=1C=CC=CC1,O=C(O)C(Cc1ccccc1)C(=O)O,2.91,O=C(O)C(Cc1ccccc1)C(=O)O,194.186,1.0145,74.6,2,2,4,1,0.2,0,0,2,0,2,0,4,2,0,,176.683126,0.5312,-0.70176,0.024540000000000006,3.430204034747787,-8.323146345243499,0.5798746154155,8.903020960659
52950-19-3,O=C(O)C(O)C=1C=CC=CC1Cl,O=C(O)C(O)c1ccccc1Cl,3.31,O=C(O)C(O)c1ccccc1Cl,186.594,1.458,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,,157.886232,0.53313,-0.69948,-0.011680000000000024,3.197643329078464,-8.4853262001415,0.308577106467,8.7939033066085
3775-73-3,O=C(O)CC(N)C,CC(N)CC(=O)O,10.19,CC(N)CC(=O)O,103.121,-0.1917,63.32,2,2,2,0,0.75,0,0,1,0,1,0,2,1,0,,86.3746673,0.52603,-0.71486,-0.022150000000000114,4.377352992391635,-8.5239663669125,0.905594894464,9.4295612613765
22287-28-1,O=C(O)C12CC(C1)C2,O=C(O)C12CC(C1)C2,4.09,O=C(O)C12CC(C1)C2,112.128,0.8711,37.3,1,1,1,0,0.833333,0,0,1,0,1,0,2,1,0,,99.51513833333335,0.52644,-0.70386,-0.005570000000000075,2.8367010328901423,-9.489970536187501,0.845185619653,10.335156155840501
89-56-5,O=C(O)C1=CC(=CC=C1O)C,Cc1ccc(O)c(C(=O)O)c1,3.026666666666667,Cc1ccc(O)c(C(=O)O)c1,152.149,1.39882,57.53,2,2,1,1,0.125,0,0,1,0,1,0,2,1,0,,150.24747436666667,0.53191,-0.69314,-0.02573000000000003,4.181681262363261,-7.789803198263501,-0.5249076176145,7.264895580649001
79-10-7,O=C(O)C=C,C=CC(=O)O,4.2485,C=CC(=O)O,72.063,0.257,37.3,1,1,1,0,0.0,0,0,1,0,1,0,2,1,0,,57.77317803333333,0.52771,-0.70487,-0.059370000000000034,2.354889986814671,-9.672558929873,-0.41769476051750004,9.2548641693555
627-01-0,O=C(O)CNCC,CCNCC(=O)O,10.165,CCNCC(=O)O,103.121,-0.3195,49.33,2,2,3,0,0.75,0,0,1,0,1,0,2,1,0,,85.39299416666665,0.52753,-0.71105,-0.022889999999999855,3.5140620284792923,-8.180286573731,0.9864127080624999,9.1666992817935
528-90-5,O=C(O)C=1C=C(C(=CC1C)C)C,Cc1cc(C)c(C(=O)O)cc1C,4.38,Cc1cc(C)c(C(=O)O)cc1C,164.204,2.31006,37.3,1,1,1,1,0.3,0,0,1,0,1,0,2,1,0,,180.24751266666667,0.52568,-0.7146,-0.040529999999999955,3.972983318615874,-8.020283629637,-0.2827262906695,7.737557338967499
16841-19-3,O=C(O)C1(O)CCCC1,O=C(O)C1(O)CCCC1,4.0016,O=C(O)C1(O)CCCC1,130.143,0.3761,57.53,2,2,1,0,0.833333,0,0,1,0,1,0,2,1,0,,106.5367066,0.52705,-0.69945,-0.022169999999999912,1.0812168237684798,-9.3370425522065,0.882193103321,10.2192356555275
926-77-2,O=C(O)C(NC(=O)CN)C,CC(NC(=O)CN)C(=O)O,8.225000000000001,CC(NC(=O)CN)C(=O)O,146.146,-1.4656,92.42,3,3,3,0,0.6,0,0,1,0,1,0,2,1,0,,114.3086955,0.53106,-0.69952,0.009479999999999933,4.36519189612553,-8.539476856391,0.8378385456895,9.3773154020805
3813-52-3,O=C(O)C1C2C=CC(C2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)O,3.97,O=C(O)C1C2C=CC(C2)C1C(=O)O,182.175,0.5939,74.6,2,2,2,0,0.555556,0,0,2,0,2,0,4,2,0,,151.76539066666666,0.52947,-0.70816,-0.0006950000000000012,2.3402037795884354,-8.421107331423501,0.6968835711305,9.117990902554002
637-84-3,O=C(O)CNC(=O)CNC(=O)CNC(=O)CN,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,7.95,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,246.223,-3.6217,150.62,5,5,7,0,0.5,0,0,1,0,1,0,2,1,0,,186.5379816666667,0.53059,-0.70657,-0.00817000000000001,8.510046945228916,-8.663016544518,0.7806946370845,9.443711181602499
495-78-3,O=C(O)CCC=1C=CC=CC1O,O=C(O)CCc1ccccc1O,4.75,O=C(O)CCc1ccccc1O,166.176,1.4094,57.53,2,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,,160.21573366666667,0.5246,-0.70793,-0.028819999999999957,3.4269893215474134,-7.7419111605754996,0.6974277988315,8.439338959407
23229-72-3,O=C(O)C=1SC(=CC1)CC,CCc1ccc(C(=O)O)s1,3.7,CCc1ccc(C(=O)O)s1,156.206,2.0087,37.3,2,1,2,1,0.285714,0,0,1,0,1,0,2,1,0,,151.26292466666666,0.53058,-0.70782,-0.05789999999999995,4.175918783932466,-8.200422998668001,-0.644909825685,7.555513172983002
17874-79-2,O=C(O)C1=NC=C(C=C1)C(=O)OC,COC(=O)c1ccc(C(=O)O)nc1,3.62,COC(=O)c1ccc(C(=O)O)nc1,181.147,0.5664,76.49,4,1,2,1,0.125,0,0,1,0,1,0,2,1,0,,156.1100518,0.53367,-0.69587,-0.0017500000000000293,8.418219404957322,-9.343301170768001,-1.3619298217525,7.981371349015501
395-33-5,O=C(O)C(O)C1=CC=C(F)C=C1,O=C(O)C(O)c1ccc(F)cc1,3.19,O=C(O)C(O)c1ccc(F)cc1,170.139,0.9437,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,,140.13621433333333,0.53126,-0.70286,0.0039799999999998725,4.067755693253959,-8.441515870211001,0.407082320348,8.848598190559
15115-58-9,O=C(O)CCC=1C=CC=CC1Br,O=C(O)CCc1ccccc1Br,4.58,O=C(O)CCc1ccccc1Br,229.073,2.4663,37.3,1,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,,178.6233093333333,0.52552,-0.70938,-0.024329999999999963,3.1491409590553423,-8.237430482336,0.5009615987705,8.7383920811065
1730-91-2,O=C(O)C(C)CC,CCC(C)C(=O)O,4.761,CCC(C)C(=O)O,102.133,1.1171,37.3,1,1,2,0,0.8,0,0,1,0,1,0,2,1,0,,90.3877891,0.52531,-0.71575,-0.022659999999999902,2.7946181367049063,-9.588203636218001,0.9809704310525,10.5691740672705
67-21-0,O=C(O)C(N)CCSCC,CCSCCC(N)C(=O)O,9.02,CCSCCC(N)C(=O)O,163.242,0.5415,63.32,3,2,5,0,0.833333,0,0,1,0,1,0,2,1,0,,146.2574076666667,0.52826,-0.70159,-0.02135000000000009,4.026480951153252,-7.600139844465,0.782599434038,8.382739278503
15959-93-0,O=C(O)C(N)CC(F)(F)F,NC(CC(F)(F)F)C(=O)O,8.171,NC(CC(F)(F)F)C(=O)O,157.091,0.3507,63.32,2,2,2,0,0.75,0,0,1,0,1,0,2,1,0,,83.29600523333333,0.53017,-0.70775,-0.007239999999999913,6.470958782900723,-8.817032983900999,0.7757965877755,9.5928295716765
10502-44-0,O=C(O)C(O)C1=CC=C(OC)C=C1,COc1ccc(C(O)C(=O)O)cc1,3.42,COc1ccc(C(O)C(=O)O)cc1,182.175,0.8132,66.76,3,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,,167.01292733333332,0.53074,-0.6928,-0.0042599999999999305,3.814755570151252,-7.790619539815,0.47619923837500006,8.26681877819
2613-89-0,O=C(O)C(C(=O)O)C=1C=CC=CC1,O=C(O)C(C(=O)O)c1ccccc1,2.77,O=C(O)C(C(=O)O)c1ccccc1,180.159,0.9394,74.6,2,2,3,1,0.111111,0,0,2,0,2,0,4,2,0,,159.58267766666665,0.53265,-0.7006,0.04433500000000001,3.8378813009263326,-8.5724026323015,0.3850410984575,8.957443730759
506-21-8,O=C(O)CCCCCCCC=CCC=CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,4.77,CCCCCC=CCC=CCCCCCCCC(=O)O,280.452,5.8845,37.3,1,1,14,0,0.722222,0,0,1,0,1,0,2,1,0,,307.66661066666666,0.52489,-0.71533,-0.028719999999999968,3.090715847501999,-8.069264122727,0.9363437595705001,9.0056078822975
5930-93-8,O=C(O)C1=CC(=CN1)N(=O)=O,O=C(O)c1cc([N+](=O)[O-])c[nH]1,3.37,O=C(O)c1cc([N+](=O)[O-])c[nH]1,156.097,0.6211,96.23,3,2,2,1,0.0,0,0,1,0,1,0,2,1,0,,130.8594553,0.53472,-0.70239,-0.030340000000000034,9.65360682232294,-8.634716704066,-1.574994966694,7.059721737372
3987-53-9,O=C(O)CN(CC(=O)O)CC=1C=CC=CC1,O=C(O)CN(CC(=O)O)Cc1ccccc1,2.2375,O=C(O)CN(CC(=O)O)Cc1ccccc1,223.228,0.6578,77.84,3,2,6,1,0.272727,0,0,2,0,2,0,4,2,0,,205.04945366666666,0.52936,-0.70466,-0.02517999999999998,1.117191769572261,-7.934295652879,0.647086736489,8.581382389368
75-75-2,O=S(=O)(O)C,CS(=O)(=O)O,-1.53,CS(=O)(=O)O,96.107,-0.496,54.37,2,1,0,0,1.0,0,1,1,0,3,0,1,0,0,,54.226084766666666,0.54815,-0.90522,0.005899999999999905,7.05380983795282,-10.8554378379965,0.727088208536,11.5825260465325
107-35-7,O=S(=O)(O)CCN,NCCS(=O)(=O)O,8.98335,NCCS(=O)(=O)O,125.149,-1.1671,80.39,3,2,2,0,1.0,0,1,1,0,3,0,1,0,0,,82.43117873333334,0.54828,-0.90333,0.01201999999999992,6.875908179288028,-8.727779640937001,0.748313088875,9.476092729812
636-73-7,O=S(=O)(O)C=1C=NC=CC1,O=S(=O)(O)c1cccnc1,3.22,O=S(=O)(O)c1cccnc1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,0,3,0,1,1,0,,125.27530973333334,0.55014,-0.89556,0.07593000000000005,8.043288413329464,-9.424935325918,-0.5744323384055,8.850502987512499
98-71-5,O=S(=O)(O)C1=CC=C(C=C1)NN,NNc1ccc(S(=O)(=O)O)cc1,2.61,NNc1ccc(S(=O)(=O)O)cc1,188.208,0.2189,92.42,4,3,2,1,0.0,0,1,1,0,3,0,1,1,0,,169.47755333333336,0.54276,-0.90257,0.018060000000000298,7.39129074722406,-7.550070895973,0.0476199238375,7.5976908198104995
88-21-1,O=S(=O)(O)C=1C=CC=CC1N,Nc1ccccc1S(=O)(=O)O,2.4746,Nc1ccccc1S(=O)(=O)O,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,0,3,0,1,1,0,,152.85507496666665,0.5461,-0.90142,0.0434500000000001,7.4704159301875555,-7.639324238937,-0.154016439383,7.4853077995540005
121-47-1,O=S(=O)(O)C=1C=CC=C(N)C1,Nc1cccc(S(=O)(=O)O)c1,3.729025,Nc1cccc(S(=O)(=O)O)c1,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,0,3,0,1,1,0,,153.00872836666665,0.54648,-0.89902,0.048980000000000024,10.303941297387132,-7.5536083760295005,-0.2190516496525,7.334556726377
15103-48-7,O=S(=O)(O)C1=NC=CC=C1,O=S(=O)(O)c1ccccn1,1.75,O=S(=O)(O)c1ccccn1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,0,3,0,1,1,0,,125.69407453333332,0.55065,-0.89766,0.04641000000000017,10.179138835874085,-9.392281663858,-0.49905680181699996,8.893224862041
82-75-7,O=S(=O)(O)C1=CC=CC=2C=CC=C(N)C21,Nc1cccc2cccc(S(=O)(=O)O)c12,5.03,Nc1cccc2cccc(S(=O)(=O)O)c12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,234.64908133333333,0.54879,-0.89433,0.055870000000000086,6.792244268281288,-7.003938398019501,-0.772259107719,6.231679290300501
119-79-9,O=S(=O)(O)C=1C=CC=2C(N)=CC=CC2C1,Nc1cccc2cc(S(=O)(=O)O)ccc12,3.8,Nc1cccc2cc(S(=O)(=O)O)ccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,236.00519633333337,0.54739,-0.89859,0.05463000000000007,9.741519654550824,-7.030333441518,-0.637290637871,6.393042803647
84-86-6,O=S(=O)(O)C1=CC=C(N)C=2C=CC=CC21,Nc1ccc(S(=O)(=O)O)c2ccccc12,2.81,Nc1ccc(S(=O)(=O)O)c2ccccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,236.49556166666665,0.54361,-0.90508,0.025089999999999946,11.789868968737522,-7.205030533539,-0.6038206342595,6.6012098992795005
81-05-0,O=S(=O)(O)C1=CC=CC2=CC(N)=CC=C21,Nc1ccc2c(S(=O)(=O)O)cccc2c1,3.96,Nc1ccc2c(S(=O)(=O)O)cccc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,235.90285000000003,0.5476,-0.90049,0.05036000000000018,9.043656179333665,-7.1726489853294995,-0.7562043905395,6.41644459479
84-89-9,O=S(=O)(O)C=1C=CC=C2C(N)=CC=CC21,Nc1cccc2c(S(=O)(=O)O)cccc12,3.69,Nc1cccc2c(S(=O)(=O)O)cccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,232.97791299999997,0.55142,-0.89567,0.0598500000000004,10.153847477680566,-7.072783202196,-0.6990604819345,6.3737227202615
81-16-3,O=S(=O)(O)C1=C(N)C=CC=2C=CC=CC21,Nc1ccc2ccccc2c1S(=O)(=O)O,2.35,Nc1ccc2ccccc2c1S(=O)(=O)O,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,234.146705,0.54471,-0.90291,0.021890000000000187,5.8660592982001125,-7.3952381150385005,-0.5608266458805,6.834411469158001
119-28-8,O=S(=O)(O)C=1C=CC=2C=CC=C(N)C2C1,Nc1cccc2ccc(S(=O)(=O)O)cc12,3.66,Nc1cccc2ccc(S(=O)(=O)O)cc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,236.88175833333335,0.54715,-0.89924,0.05088999999999999,7.525594974485406,-7.0338709215745,-0.6362021824690001,6.3976687391055
5402-20-0,O=S(=O)(O)C=1C=CN=CC1,O=S(=O)(O)c1ccncc1,3.44,O=S(=O)(O)c1ccncc1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,0,3,0,1,1,0,,125.84124463333335,0.5519,-0.89343,0.0831900000000001,5.020779941403526,-9.301395637791,-0.812531957593,8.488863680198
98-33-9,O=S(=O)(O)C1=CC=C(N)C(=C1)C,Cc1cc(S(=O)(=O)O)ccc1N,3.1264,Cc1cc(S(=O)(=O)O)ccc1N,187.22,0.82392,80.39,3,2,1,1,0.142857,0,1,1,0,3,0,1,1,0,,174.6662123333333,0.54212,-0.90322,0.013980000000000214,9.441286633187236,-7.520954713969501,0.11211090640600001,7.633065620375501
138-30-7,O=S(=O)(O)C=1C=CC=C(C1)NN,NNc1cccc(S(=O)(=O)O)c1,2.43,NNc1cccc(S(=O)(=O)O)c1,188.208,0.2189,92.42,4,3,2,1,0.0,0,1,1,0,3,0,1,1,0,,165.11607866666665,0.54837,-0.90062,0.03867000000000009,9.129634731466533,-7.43959267267,-0.21850742195150002,7.2210852507185
68922-18-9,O=S(=O)(O)CCC1=NC=CC=C1,O=S(=O)(O)CCc1ccccn1,5.14,O=S(=O)(O)CCc1ccccn1,187.22,0.5119,67.26,3,1,3,1,0.285714,0,1,1,0,3,0,1,0,0,,158.94387066666667,0.54936,-0.89957,0.004690000000000305,6.686589116283428,-8.694581751176,0.187214329144,8.881796080320001
29021-67-8,O=S(=O)(O)C=1C=CC(O)=C2N=C(C=CC21)C,Cc1ccc2c(S(=O)(=O)O)ccc(O)c2n1,4.68,Cc1ccc2c(S(=O)(=O)O)ccc(O)c2n1,239.252,1.49552,87.49,4,2,1,2,0.1,0,1,1,0,3,0,1,1,0,,230.9299433333333,0.54765,-0.89933,0.04437000000000024,6.951139617357718,-8.02735858975,-0.9543032737035,7.073055316046499
618-03-1,O=S(=O)(O)C1=CC=C(C(N)=C1)C,Cc1ccc(S(=O)(=O)O)cc1N,3.6323,Cc1ccc(S(=O)(=O)O)cc1N,187.22,0.82392,80.39,3,2,1,1,0.142857,0,1,1,0,3,0,1,1,0,,171.5965626666667,0.54581,-0.89882,0.03344999999999998,7.104424931688701,-7.491838531966001,-0.107757084798,7.3840814471680005
494-44-0,O=S(=O)(O)C1=CC=C2C=CC(N)=CC2=C1,Nc1ccc2ccc(S(=O)(=O)O)cc2c1,3.95,Nc1ccc2ccc(S(=O)(=O)O)cc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,238.7744376666667,0.54698,-0.89933,0.049920000000000186,9.866653248695831,-7.105164750405501,-0.627494539253,6.477670211152501
3062-37-1,O=S(=O)(O)C=1C=C(Br)C(O)=C2N=CC=CC21,O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,3.22,O=S(=O)(O)c1cc(Br)c(O)c2ncccc12,304.121,1.9496,87.49,4,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,237.64321033333331,0.54977,-0.89711,0.07438999999999985,5.169749789883452,-8.1462723424185,-1.158660775429,6.9876115669895
81-06-1,O=S(=O)(O)C=1C=CC=2C=CC=CC2C1N,Nc1c(S(=O)(=O)O)ccc2ccccc12,1.71,Nc1c(S(=O)(=O)O)ccc2ccccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,233.643675,0.54435,-0.90219,0.02588999999999997,6.68279721748311,-7.227888096981001,-0.5357921716345,6.692095925346501
3343-41-7,O=S(=O)(O)C(O)C1=NC=CC=C1,O=S(=O)(O)C(O)c1ccccn1,4.05,O=S(=O)(O)C(O)c1ccccn1,189.192,-0.0397,87.49,4,2,2,1,0.166667,0,1,1,0,3,0,1,0,0,,150.00497633333333,0.54925,-0.89892,-0.018909999999999982,8.23948396806499,-9.010505931606499,-0.25224953941350003,8.758256392193
15851-63-5,O=N(=O)C1=CC(=C2C=CC=NC2=C1O)S(=O)(=O)O,O=[N+]([O-])c1cc(S(=O)(=O)O)c2cccnc2c1O,5.6850000000000005,O=[N+]([O-])c1cc(S(=O)(=O)O)c2cccnc2c1O,270.222,1.0953,130.63,6,2,2,2,0.0,0,1,1,0,3,0,1,1,0,,243.03982933333336,0.55078,-0.89608,0.08433999999999986,11.104898281389163,-8.5549873458695,-1.9496957388325002,6.6052916070370005
37026-33-8,O=N(=O)C1=CC(=C2C=CC(=NC2=C1O)C)S(=O)(=O)O,Cc1ccc2c(S(=O)(=O)O)cc([N+](=O)[O-])c(O)c2n1,6.24,Cc1ccc2c(S(=O)(=O)O)cc([N+](=O)[O-])c(O)c2n1,284.249,1.40372,130.63,6,2,2,2,0.1,0,1,1,0,3,0,1,1,0,,263.03763566666663,0.55074,-0.89645,0.08228000000000002,12.129853840421987,-8.4689993691115,-1.9243891507360003,6.5446102183755
134-54-3,O=S(=O)(O)C=1C=C(N)C=2C=CC=CC2C1,Nc1cc(S(=O)(=O)O)cc2ccccc12,3.2,Nc1cc(S(=O)(=O)O)cc2ccccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,,235.64541333333338,0.54646,-0.89967,0.04839999999999989,10.295564646001694,-7.152512560392499,-0.5621872151330001,6.590325345259499
