SMILES,pka_value
NCCCC(=O)O,10.515175
NCCCCC(=O)O,10.6572
NCCCCCC(=O)O,10.808
NCCCC[C@H](N)C(=O)O,10.69
NCCC[C@H](N)C(=O)O,8.773333333333333
NCC[C@H](N)C(=O)O,10.25
NC[C@H](N)C(=O)O,9.34
NCc1ccc(CCC(=O)O)cc1,4.28
NCc1ccccc1CCC(=O)O,4.22
NOCC[C@H](N)C(=O)O,9.2
NS(=O)(=O)c1ccc(C(=O)O)cc1,3.47
NS(=O)(=O)c1cccc(C(=O)O)c1,3.54
N[C@@H](CC(=O)O)C(=O)O,3.8392857142857144
N[C@@H](CCC(=O)O)C(=O)O,4.2375
N[C@@H](CCC(=O)OCc1ccccc1)C(=O)O,9.0
N[C@@H](CCC(F)(F)F)C(=O)O,8.916
N[C@@H](CCCC(F)(F)F)C(=O)O,9.463
N[C@@H](CCS)C(=O)O,8.87
N[C@@H](CCSSCC[C@H](N)C(=O)O)C(=O)O,8.523
N[C@@H](CO)C(=O)NCC(=O)O,7.33
N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O,4.34
N[C@@H](CO)C(=O)O,9.161333333333333
N[C@@H](COP(=O)(O)O)C(=O)O,2.08
N[C@@H](CS(=O)(=O)O)C(=O)O,1.89
N[C@@H](CS)C(=O)O,8.36
N[C@@H](Cc1c[nH]c(S)n1)C(=O)O,8.47
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,9.3825
N[C@@H](Cc1c[nH]nn1)C(=O)O,8.55
N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,6.45
N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(=O)O,6.47
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,6.48
N[C@@H](Cc1cc[nH]n1)C(=O)O,8.95
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,8.72
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,7.68
N[C@@H](Cc1ccc(O)cc1)C(=O)O,9.59
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,7.68
N[C@@H](Cc1ccccc1)C(=O)O,9.1425
N[C@@H](Cc1cn(Cc2ccccc2)cn1)C(=O)O,9.3
N[C@@H](Cc1cnc(I)[nH]1)C(=O)O,8.62
N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)O,5.96
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.281428571428572
N[C@@H](Cc1nc(I)[nH]c1I)C(=O)O,8.18
N[C@H](C(=O)O)C(O)CC(=O)O,4.29
N[C@H](C(=O)O)[C@H](O)C(F)(F)F,7.781
Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O,2.63
Nc1c(NCC(=O)O)nc(Cl)nc1C(=O)O,4.48
Nc1cc(Br)ccc1C(=O)O,4.37
Nc1cc(C(=O)O)c2ccccc2c1,4.39
Nc1cc(C(=O)O)cc([N+](=O)[O-])c1,3.55
Nc1cc(C(=O)O)cc2ccccc12,4.46
Nc1cc(Cl)ccc1C(=O)O,4.44
Nc1cc(F)ccc1C(=O)O,4.6
Nc1cc([N+](=O)[O-])ccc1C(=O)O,3.7
Nc1ccc(Br)cc1C(=O)O,4.41
Nc1ccc(C(=O)O)c(O)c1,3.356666666666667
Nc1ccc(C(=O)O)cc1,4.832833333333333
Nc1ccc(Cl)cc1C(=O)O,4.35
Nc1ccc(F)cc1C(=O)O,4.82
Nc1ccc(O)cc1C(=O)O,5.37
Nc1ccc(Oc2ccccc2)cc1C(=O)O,4.88
Nc1cccc(C(=O)O)c1,4.749
Nc1ccccc1C(=O)O,4.911714285714285
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,3.545
O=C(CCNC(=O)OCc1ccccc1)N[C@@H](Cc1cnc[nH]1)C(=O)O,6.964
O=C(O)/C=C/C(=O)O,3.326
O=C(O)/C=C/c1ccc(O)cc1,4.64
O=C(O)C#CBr,1.855
O=C(O)C#CCl,1.845
O=C(O)C#Cc1ccccc1,2.23
O=C(O)C(=O)C=S1SCC=C1c1ccccc1,2.75
O=C(O)C(=O)O,1.1902222222222223
O=C(O)C(Br)(Br)Br,0.72
O=C(O)C(Br)Br,1.48
O=C(O)C(C(=O)O)c1ccccc1,2.77
O=C(O)C(Cc1ccccc1)C(=O)O,2.91
O=C(O)C(Cl)(Cl)Cl,0.0010000000000000009
O=C(O)C(Cl)Cl,1.3250000000000002
O=C(O)C(F)(F)Cl,0.46
O=C(O)C(F)(F)F,0.52
O=C(O)C(F)F,1.2349999999999999
O=C(O)C(O)(CO)CO,3.29
O=C(O)C(O)(O)C(O)(O)C(=O)O,1.95
O=C(O)C(O)=C(O)C(=O)O,1.57
O=C(O)C(O)C(=O)O,2.37
O=C(O)C(O)C(O)C(=O)O,2.6
O=C(O)C(O)C(O)C(O)C(=O)O,3.29
O=C(O)C(O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.05
O=C(O)C(O)c1ccc(Br)cc1,3.15
O=C(O)C(O)c1ccc(Cl)cc1,3.15
O=C(O)C(O)c1ccc(F)cc1,3.19
O=C(O)C(O)c1ccc(I)cc1,3.14
O=C(O)C(O)c1ccccc1,3.165
O=C(O)C(O)c1ccccc1Br,3.32
O=C(O)C(O)c1ccccc1Cl,3.31
O=C(O)C(O)c1ccccc1F,3.3
O=C(O)C(S)C(S)C(=O)O,2.71
O=C(O)C(SC(C(=O)O)c1ccccc1)c1ccccc1,2.61
O=C(O)C1(O)CC(O)C(O)C(O)C1,3.54
O=C(O)C1(O)CCCC1,4.0016
O=C(O)C1(O)CCCCC1,4.013666666666667
O=C(O)C1(O)CCCCCC1,4.063
O=C(O)C12CC(C1)C2,4.09
O=C(O)C12CCC(Br)(CC1)C2,4.356
O=C(O)C12CCC(Br)(CC1)CC2,4.619
O=C(O)C12CCC(C(=O)O)(CC1)C2,4.197
O=C(O)C12CCC(C(=O)O)(CC1)CC2,4.468
O=C(O)C12CCC(C1)C2,4.46
O=C(O)C12CCC(CC1)C2,4.883
O=C(O)C12CCC(CC1)CC2,5.084
O=C(O)C1=C(C(=O)O)C2C=CC1C2,1.32
O=C(O)C1=C(C(=O)O)C2CCC1C2,1.32
O=C(O)C1=C(C(=O)O)CC1,1.12
O=C(O)C1=C(C(=O)O)CCC1,1.64
O=C(O)C1C(C(=O)O)C1(c1ccccc1)c1ccccc1,2.3666666666666667
O=C(O)C1C(C(=O)O)C12c1ccccc1-c1ccccc12,3.21
O=C(O)C1C2C=CC(C2)C1C(=O)O,3.97
O=C(O)C1C2CCC(C2)C1C(=O)O,4.02
O=C(O)C1C2CCC(CC2)C1C(=O)O,4.26
O=C(O)C1C2CCC(O2)C1C(=O)O,3.46
O=C(O)C1CC(O)C(O)C(O)C1,4.32
O=C(O)C1CC2C=CC1(C(=O)O)CC2,3.85
O=C(O)C1CCCC(C(=O)O)N1,10.12
O=C(O)C1CCCCC1,4.895
O=C(O)C1CCCCC1O,4.0
O=C(O)C1CSCN1,6.08
O=C(O)C=C(Cl)c1ccccc1,3.5599999999999996
O=C(O)C=C=Cc1ccccc1,3.7
O=C(O)C=Cc1ccc(O)c(O)c1,4.555
O=C(O)CBr,3.093666666666666
O=C(O)CC#Cc1ccccc1,3.44
O=C(O)CC(=O)C(=O)O,2.22
O=C(O)CC(=O)O,2.959142857142857
O=C(O)CC(C(=O)O)C(O)C(=O)O,3.287
O=C(O)CC(CC(=O)O)(c1ccccc1)c1ccccc1,4.02
O=C(O)CC(CC(=O)O)c1ccccc1,4.28
O=C(O)CC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)O,3.03
O=C(O)CC(NCc1ccccc1)C(=O)O,3.34
O=C(O)CC(O)(CC(=O)O)C(=O)O,3.035
O=C(O)CC(O)C(=O)O,3.22725
O=C(O)CC(S)C(=O)O,2.8475
O=C(O)CCBr,4.04
O=C(O)CCC(=O)O,4.2738
O=C(O)CCC(CCC(=O)O)C(=O)O,3.99
O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.64
O=C(O)CCCC(=O)O,4.25
O=C(O)CCCCC(=O)O,4.386666666666667
O=C(O)CCCCCC(=O)O,4.484999999999999
O=C(O)CCCCCCC(=O)O,4.53
O=C(O)CCCCCCCC(=O)O,4.56
O=C(O)CCCCCCCCC(=O)O,4.49
O=C(O)CCCl,4.005
O=C(O)CCN(CC(=O)O)CC(=O)O,3.71
O=C(O)CCN(CC(=O)O)CP(=O)(O)O,2.72
O=C(O)CCN(F)F,3.74
O=C(O)CCNC(=S)C(=S)NCCC(=O)O,3.76
O=C(O)CCOc1ccccc1,4.32
O=C(O)CCP(CCC(=O)O)CCC(=O)O,3.81
O=C(O)CCS,4.38
O=C(O)CCSCCC(=O)O,3.84
O=C(O)CCc1ccc(Cl)cc1,4.66
O=C(O)CCc1ccc([N+](=O)[O-])cc1,4.54
O=C(O)CCc1cccc([N+](=O)[O-])c1,4.53
O=C(O)CCc1ccccc1,4.688
O=C(O)CCc1ccccc1Br,4.58
O=C(O)CCc1ccccc1F,4.6
O=C(O)CCc1ccccc1O,4.75
O=C(O)CCc1ncc[nH]1,7.56
O=C(O)CCl,2.934
O=C(O)CF,2.8113333333333337
O=C(O)CI,3.324666666666667
O=C(O)CN(CC(=O)O)C1CCCCC1,2.22
O=C(O)CN(CC(=O)O)CC(=O)Nc1ccc(Br)cc1,2.2
O=C(O)CN(CC(=O)O)CC(=O)c1ccccc1,1.875
O=C(O)CN(CC(=O)O)CC(=O)c1cccs1,7.46
O=C(O)CN(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1,7.65
O=C(O)CN(CC(=O)O)Cc1ccccc1,2.2375
O=C(O)CN(CC(=O)O)Cc1ccccc1[N+](=O)[O-],8.29
O=C(O)CN(CC(=O)O)Cc1ccccn1,8.215
O=C(O)CN(CC(=O)O)c1cc(C(=O)O)c(O)cc1C(=O)O,1.61
O=C(O)CN(CC(=O)O)c1ccc(N(CC(=O)O)CC(=O)O)cc1,2.1
O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.41
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2.6500000000000004
O=C(O)CN(CCN(CC(=O)O)Cc1ccccn1)Cc1ccccn1,5.63
O=C(O)CN(CCO)CC(=O)O,8.7075
O=C(O)CN(CCO)CCO,8.237566666666666
O=C(O)CN(CCOc1ccccc1)CC(=O)O,8.49
O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O,2.0
O=C(O)CN1C(C(=O)O)CCCC1C(=O)O,2.71
O=C(O)CN1CCCCC1,10.2
O=C(O)CN1CCOCC1,7.53
O=C(O)CNC(=O)c1ccccc1O,3.41
O=C(O)CNCC(=O)O,9.46
O=C(O)CNCCNCC(=O)O,6.483333333333333
O=C(O)CNc1ccc(Cl)cc1,4.04
O=C(O)CNc1cccc(Cl)c1,3.93
O=C(O)CNc1cccc([N+](=O)[O-])c1,3.752
O=C(O)CNc1ccccc1,4.39
O=C(O)CO,3.995
O=C(O)COC(C(=O)O)c1ccccc1,2.87
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.833
O=C(O)COc1ccc(Cl)cc1,3.009
O=C(O)COc1ccc(Cl)cc1Cl,2.9130000000000003
O=C(O)COc1ccc([N+](=O)[O-])cc1,2.81
O=C(O)COc1cccc(Br)c1,3.04
O=C(O)COc1cccc(Cl)c1,3.04
O=C(O)COc1cccc([N+](=O)[O-])c1,2.91
O=C(O)COc1ccccc1,3.090666666666667
O=C(O)COc1ccccc1C(=O)O,2.51
O=C(O)COc1ccccc1O,3.02
O=C(O)COc1ccccc1OCC(=O)O,2.4
O=C(O)CP(=O)(c1ccccc1)c1ccccc1,3.62
O=C(O)CS,3.557
O=C(O)CS(=O)(=O)C(F)(F)F,1.88
O=C(O)CS(=O)(=O)c1ccc(Br)cc1,2.519
O=C(O)CS(=O)(=O)c1ccc(Cl)cc1,2.424
O=C(O)CS(=O)(=O)c1ccc(F)cc1,2.479
O=C(O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,2.33
O=C(O)CS(=O)(=O)c1cccc(Br)c1,2.523
O=C(O)CS(=O)(=O)c1cccc(Cl)c1,2.454
O=C(O)CS(=O)(=O)c1cccc(F)c1,2.432
O=C(O)CS(=O)(=O)c1cccc([N+](=O)[O-])c1,2.362
O=C(O)CS(=O)(=O)c1ccccc1,2.513
O=C(O)CS(=O)C(F)(F)F,2.06
O=C(O)CS(=O)c1ccc(Br)cc1,2.657
O=C(O)CS(=O)c1ccc(Cl)cc1,2.664
O=C(O)CS(=O)c1ccc(F)cc1,2.653
O=C(O)CS(=O)c1cccc(Br)c1,2.674
O=C(O)CS(=O)c1cccc(Cl)c1,2.663
O=C(O)CS(=O)c1cccc(F)c1,2.675
O=C(O)CS(=O)c1ccccc1,2.732
O=C(O)CSC(C(=O)O)c1ccccc1,2.98
O=C(O)CSC(F)(F)F,2.95
O=C(O)CSC(SCC(=O)O)C(SCC(=O)O)SCC(=O)O,2.89
O=C(O)CSC(SCC(=O)O)c1ccccc1,3.09
O=C(O)CSCC(=O)O,3.1950000000000003
O=C(O)CSCCSCC(=O)O,3.175
O=C(O)CSCc1ccccc1,3.708
O=C(O)CSSCC(=O)O,3.06
O=C(O)CSc1ccc(Br)cc1,3.54
O=C(O)CSc1ccc(Cl)cc1,3.53
O=C(O)CSc1ccc(F)cc1,3.584
O=C(O)CSc1ccc([N+](=O)[O-])cc1,3.375
O=C(O)CSc1cccc(Br)c1,3.53
O=C(O)CSc1cccc(Cl)c1,3.6
O=C(O)CSc1cccc(F)c1,3.513
O=C(O)CSc1cccc([N+](=O)[O-])c1,3.4
O=C(O)CSc1ccccc1,3.4690000000000003
O=C(O)CSc1ccccc1C(=O)O,2.93
O=C(O)C[As](CC(=O)O)c1ccccc1,3.61
O=C(O)C[C@H](NO)C(=O)O,3.51
O=C(O)C[N+]([O-])(CC(=O)O)CC(=O)O,
O=C(O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-],1.77
O=C(O)C[SH](=O)(O)c1ccc([N+](=O)[O-])cc1,2.586
O=C(O)C[SH](=O)(O)c1cccc([N+](=O)[O-])c1,2.624
O=C(O)C[Se]CC(=O)O,3.17
O=C(O)Cc1c[nH]cn1,7.43
O=C(O)Cc1ccc(Cl)cc1,3.899
O=C(O)Cc1ccc(Cl)s1,3.89
O=C(O)Cc1ccc(F)cc1,3.9325
O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.7142000000000004
O=C(O)Cc1ccc2ccccc2c1,4.3
O=C(O)Cc1cccc(Cl)c1,3.8360000000000003
O=C(O)Cc1cccc(F)c1,3.8535
O=C(O)Cc1cccc(O)c(=O)c1C(=O)O,3.75
O=C(O)Cc1cccc([N+](=O)[O-])c1,3.97
O=C(O)Cc1cccc2ccccc12,4.23
O=C(O)Cc1ccccc(O)c1=O,4.52
O=C(O)Cc1ccccc1,4.227125
O=C(O)Cc1ccccn1,5.68
O=C(O)Cc1cccs1,3.89
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,3.08
O=C(O)[C@@H]1CCCN1,10.64
O=C(O)[GeH3],3.5
O=C(O)c1[nH]c(=O)[nH]c(=O)c1Br,2.38
O=C(O)c1[nH]c(=O)[nH]c(=O)c1[N+](=O)[O-],
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,
O=C(O)c1c(Cl)cccc1Cl,1.707
O=C(O)c1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1.42
O=C(O)c1c(F)c(F)c(Br)c(F)c1F,1.66
O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,1.44
O=C(O)c1c(F)c(F)c(Cl)c(F)c1F,1.69
O=C(O)c1c(F)c(F)c(F)c(F)c1F,1.75
O=C(O)c1c(F)c(F)c(O)c(F)c1F,2.27
O=C(O)c1c(F)c(F)c(S)c(F)c1F,1.67
O=C(O)c1c(F)c(F)cc(F)c1F,1.87
O=C(O)c1c(O)cccc1Cl,2.63
O=C(O)c1c(O)cccc1O,1.0605
O=C(O)c1c(O)cccc1[N+](=O)[O-],2.24
O=C(O)c1c[nH]c(=O)[nH]c1=O,4.16
O=C(O)c1c[nH]c2ccccc12,3.87
O=C(O)c1c[nH]cn1,6.0649999999999995
O=C(O)c1c[nH]nn1,3.22
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,1.935
O=C(O)c1cc(=O)c(O)co1,-2.34
O=C(O)c1cc(=O)cc(-c2ccccc2)o1,1.51
O=C(O)c1cc(=O)cc(-c2ccccc2)s1,2.59
O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,
O=C(O)c1cc(=O)cco1,1.5
O=C(O)c1cc(Br)c[nH]1,4.06
O=C(O)c1cc(Br)c[se]1,3.14
O=C(O)c1cc(Br)cc(Br)c1O,2.162
O=C(O)c1cc(Br)ccc1O,2.6513999999999998
O=C(O)c1cc(Br)cs1,3.11
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,1.87
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,1.86
O=C(O)c1cc(C(=O)O)c(C(=O)O)nc1C(=O)O,
O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,2.77
O=C(O)c1cc(Cl)c[nH]1,4.07
O=C(O)c1cc(Cl)ccc1Cl,2.466
O=C(O)c1cc(Cl)ccc1O,2.695
O=C(O)c1cc(I)cc(I)c1O,2.299
O=C(O)c1cc(I)ccc1O,2.6595000000000004
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,2.38
O=C(O)c1cc(O)c(O)c(O)c1,4.27
O=C(O)c1cc(O)c2ccccc2c1,4.25
O=C(O)c1cc(O)cc(O)c1,4.039
O=C(O)c1cc(O)cc2ccccc12,3.69
O=C(O)c1cc(O)ccc1O,2.9655
O=C(O)c1cc([N+](=O)[O-])c[nH]1,3.37
O=C(O)c1cc([N+](=O)[O-])c[se]1,2.74
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7
O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,2.83
O=C(O)c1cc([N+](=O)[O-])ccc1O,2.18
O=C(O)c1cc([N+](=O)[O-])cs1,2.835
O=C(O)c1cc2cc(Br)ccc2[nH]1,16.1
O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,14.91
O=C(O)c1cc2ccccc2cc1O,2.75
O=C(O)c1cc[nH]n1,3.74
O=C(O)c1ccc(=O)oc1,3.26
O=C(O)c1ccc(Br)[nH]1,4.17
O=C(O)c1ccc(Br)[se]1,3.27
O=C(O)c1ccc(Br)c2ccccc12,3.37
O=C(O)c1ccc(Br)cc1,3.963
O=C(O)c1ccc(Br)cc1C(=O)O,2.5
O=C(O)c1ccc(Br)cc1O,2.669
O=C(O)c1ccc(Br)s1,3.245
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,2.5300000000000002
O=C(O)c1ccc(C2CC2)cc1,4.44
O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,3.94
O=C(O)c1ccc(Cl)[nH]1,4.32
O=C(O)c1ccc(Cl)[se]1,3.3
O=C(O)c1ccc(Cl)c(Cl)c1,3.64
O=C(O)c1ccc(Cl)c2ccccc12,3.36
O=C(O)c1ccc(Cl)cc1,3.988
O=C(O)c1ccc(Cl)cc1Cl,2.73
O=C(O)c1ccc(Cl)s1,3.3150000000000004
O=C(O)c1ccc(F)c2ccccc12,3.7
O=C(O)c1ccc(F)cc1,3.9074285714285715
O=C(O)c1ccc(I)cc1,3.9635
O=C(O)c1ccc(I)cc1O,2.75
O=C(O)c1ccc(O)c(=O)cc1,4.05
O=C(O)c1ccc(O)c(O)c1,4.3755
O=C(O)c1ccc(O)cc1,4.566666666666666
O=C(O)c1ccc(O)cc1O,3.20875
O=C(O)c1ccc([N+](=O)[O-])[nH]1,3.22
O=C(O)c1ccc([N+](=O)[O-])[se]1,2.63
O=C(O)c1ccc([N+](=O)[O-])c2ccccc12,2.8
O=C(O)c1ccc([N+](=O)[O-])cc1,3.2511666666666668
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,
O=C(O)c1ccc([N+](=O)[O-])cc1O,2.27
O=C(O)c1ccc([N+](=O)[O-])s1,2.68
O=C(O)c1ccc2c(c1)OCCO2,4.35
O=C(O)c1ccc2c(c1)OCO2,4.5
O=C(O)c1ccc2ccccc2c1,4.343666666666667
O=C(O)c1ccc2ccccc2n1,4.864
O=C(O)c1ccc2cccccc1-2,5.5
O=C(O)c1ccc2ncccc2c1,4.82
O=C(O)c1ccc2nccnc2c1,3.64
O=C(O)c1ccc[nH]1,4.475
O=C(O)c1ccc[se]1,3.6
O=C(O)c1cccc(Br)c1,3.813
O=C(O)c1cccc(Br)c1C(=O)O,2.27
O=C(O)c1cccc(C(=O)O)c1,3.7
O=C(O)c1cccc(C(=O)O)c1C(=O)O,2.84
O=C(O)c1cccc(C(=O)O)n1,4.6
O=C(O)c1cccc(C=C[N+](=O)[O-])c1,3.87
O=C(O)c1cccc(CO)n1,4.61
O=C(O)c1cccc(Cl)c1,3.8295
O=C(O)c1cccc(Cl)c1C(=O)O,
O=C(O)c1cccc(F)c1,3.626714285714286
O=C(O)c1cccc(I)c1O,2.52
O=C(O)c1cccc(O)c(=O)c1,3.42
O=C(O)c1cccc(O)c(=O)c1C(=O)O,3.24
O=C(O)c1cccc(O)c1,4.1899999999999995
O=C(O)c1cccc(O)c1O,2.914
O=C(O)c1cccc([N+](=O)[O-])c1,3.293333333333333
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,
O=C(O)c1cccc([N+](=O)[O-])c1O,2.085
O=C(O)c1cccc2ccccc12,3.80925
O=C(O)c1cccc2cccnc12,6.8
O=C(O)c1cccc2nccnc12,4.026
O=C(O)c1ccccc(O)c1=O,3.2
O=C(O)c1ccccc1,4.093071428571428
O=C(O)c1ccccc1C(=O)O,2.813333333333333
O=C(O)c1ccccc1C(=O)c1ccccc1,3.536
O=C(O)c1ccccc1Cl,3.063333333333333
O=C(O)c1ccccc1Nc1ccccc1,3.925
O=C(O)c1ccccc1O,2.9423076923076925
O=C(O)c1ccccc1P(O)O,1.32
O=C(O)c1ccccc1[N+](=O)[O-],2.1083333333333334
O=C(O)c1cccccc1=O,3.73
O=C(O)c1ccccn1,5.3999999999999995
O=C(O)c1cccnc1,4.7725
O=C(O)c1cccnc1C(=O)O,4.75
O=C(O)c1ccco1,3.153
O=C(O)c1cccs1,3.5125
O=C(O)c1ccnc(C(=O)O)c1,2.2
O=C(O)c1ccncc1,4.876666666666666
O=C(O)c1ccncc1C(=O)O,2.95
O=C(O)c1ccncc1O,4.83
O=C(O)c1cn(-c2ccccc2)nn1,2.88
O=C(O)c1cnc2ccccc2n1,2.811666666666666
O=C(O)c1cncc(C(=O)O)c1,2.72
O=C(O)c1cncc(C(=O)O)c1C(=O)O,2.01
O=C(O)c1cocc1C(=O)O,1.44
O=C(O)c1csccc1=O,4.1
O=C(O)c1nc(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,0.5
O=C(O)c1nc2ccccc2nc1C(=O)O,1.71
O=C(O)c1nc2ccccc2nc1Cl,1.83
O=C(O)c1nc2ccccc2nc1O,2.58
O=C(O)c1ncccc1O,5.17
O=C(O)c1nnn(-c2ccccc2)c1C(=O)O,2.13
O=C(O)c1occc(=O)c1O,7.67
O=C/C(Cl)=C(/Cl)C(=O)O,4.2
O=C1CCC(C(=O)O)CC1,4.38
O=CC(=O)O,3.2199999999999998
O=CO,3.7448571428571427
O=Cc1ccc(C(=O)O)cc1,3.76
O=Cc1cccc(C(=O)O)c1,3.84
O[C@@H]1CC[C@H](CC1)C(=O)O,4.69
[C@@H]1([C@@H](CC1)C(=O)O)C(=O)O,3.94
[C@@H]1([C@@H](CC=CC1)C(=O)O)C(=O)O,3.89
[C@@H]1([C@@H](CCCC1)C(=O)O)C(=O)O,4.199999999999999
[C@@H]1([C@@H](CCCCC1)C(=O)O)C(=O)O,4.3
[C@@H]1([C@@H](CCCCCC1)C(=O)O)C(=O)O,4.37
[C@@H]1([C@H](CC1)C(=O)O)C(=O)O,4.16
[C@@H]1([C@H](CC=CC1)C(=O)O)C(=O)O,3.75
[C@@H]1([C@H](CCCC1)C(=O)O)C(=O)O,4.345000000000001
[C@@H]1([C@H](CCCCC1)C(=O)O)C(=O)O,3.87
[C@@H]1([C@H](CCCCCC1)C(=O)O)C(=O)O,3.99
[C@H]1(C[C@@H](C1)C(=O)O)C(=O)O,4.08
[C@H]1(C[C@H](C1)C(=O)O)C(=O)O,4.11
[N+](=O)([O-])/C=C/C(=O)O,2.58
[N+](=O)([O-])C1=CC=C(C=C1)[C@H]1[C@@H](C1)C(=O)O,4.45
[N+](=O)([O-])C=1C=C(C=CC1)[C@H]1[C@@H](C1)C(=O)O,4.41
[Se]1[C@H](CC[C@H]1C(=O)O)C(=O)O,3.24
