cas,smiles
35737-10-1,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCCC(=O)O
6914-76-7,O=C(O)C1(C)CC1
4026-18-0,O=C(O)C(O)C(C)C
142-62-1,O=C(O)CCCCC
111-14-8,O=C(O)CCCCCC
1113-59-3,O=C(O)C(=O)CBr
2459-05-4,O=C(O)C=CC(=O)OCC
711-02-4,O=C(O)C12CCC(C(=O)O)(CC1)CC2
1123-00-8,O=C(O)CC1CCCC1
37718-11-9,O=C(O)C=1C=NNC1
40371-51-5,O=C(O)C(O)CCN
619-84-1,O=C(O)C1=CC=C(C=C1)N(C)C
2486-70-6,O=C(O)C1=CC=C(N)C(=C1)C
7697-26-9,O=C(O)C1=CC=C(C(Br)=C1)C
7499-07-2,O=C(O)C1=CC=C(Cl)C=C1C
79669-49-1,O=C(O)C1=CC(Br)=CC=C1C
6967-82-4,O=C(O)C1=CC(=CC=C1Br)C
602-94-8,O=C(O)C=1C(F)=C(F)C(F)=C(F)C1F
3641-13-2,O=C(O)C1=NN=C(N)N1
1679-64-7,O=C(O)C1=CC=C(C=C1)C(=O)OC
99-31-0,O=C(O)C1=CC(N)=CC(=C1)C(=O)O
585-70-6,O=C(O)C=1OC(Br)=CC1
51037-30-0,O=C(O)C1=NC=C(N(=O)=C1)C
42989-85-5,O=C(OC(C)(C)C)NOCC(=O)O
3147-64-6,O=C(O)C=1C(O)=CC=CC1OC
2835-06-5,O=C(O)C(N)C=1C=CC=CC1
1723-00-8,O=C(O)C1NCCCC1
85064-61-5,O=C(O)CC1CCOCC1
62965-35-9,O=C(OC(C)(C)C)NC(C(=O)O)C(C)(C)C
16136-58-6,O=C(O)C1=CC=2C=CC=CC2N1C
1878-85-9,O=C(O)COC=1C=CC=CC1OC
134589-59-6,O=C(O)C1=CNN=C1Cl
45120-30-7,O=C(O)CCC(N)C(=O)OC(C)(C)C
405-50-5,O=C(O)CC1=CC=C(F)C=C1
25177-85-9,O=C(O)C1CC=2C=CC=CC2C1
61079-72-9,O=C(O)C1=CC=C(F)C(F)=C1F
13959-02-9,O=C(O)C=1C=CN=CC1Br
1882-69-5,O=C(O)C1=CC(OC)=CC=C1N(=O)=O
451-82-1,O=C(O)CC=1C=CC=CC1F
345-16-4,O=C(O)C1=CC(F)=CC=C1O
1006-41-3,O=C(O)C1=CC=C(F)C=C1Br
59748-90-2,O=C(O)C1=CC=C(Br)C=C1Cl
93-65-2,O=C(O)C(OC1=CC=C(Cl)C=C1C)C
482-05-3,O=C(O)C=1C=CC=CC1C=2C=CC=CC2C(=O)O
939-90-2,O=C(O)C1CC1C=2C=CC=CC2
53292-89-0,O=C(OC(C)(C)C)NC1CCC(C(=O)O)CC1
716-76-7,O=C(O)C1=CC=CC(=C1)C=2C=CC=CC2
104612-36-4,O=C(O)C1=CC(Br)=CNC1=O
172843-97-9,O=C(OC(C)(C)C)NC1(C(=O)O)CCOCC1
16712-64-4,O=C(O)C1=CC=C2C=C(O)C=CC2=C1
96-99-1,O=C(O)C1=CC=C(Cl)C(=C1)N(=O)=O
616-76-2,O=CC1=CC=C(O)C(=C1)C(=O)O
99277-71-1,O=C(O)C1=CC=C(Br)C=C1N(=O)=O
6319-40-0,O=C(O)C1=CC=C(Br)C(=C1)N(=O)=O
4242-18-6,O=C(O)C1=CC=CC2=C1CCCC2
57-66-9,O=C(O)C1=CC=C(C=C1)S(=O)(=O)N(CCC)CCC
652-37-9,O=C(O)CN1C=NC2=C1C(=O)N(C(=O)N2C)C
610-29-7,O=C(O)C1=CC=C(C(=O)O)C(=C1)N(=O)=O
2370-61-8,O=C(O)C(N)CC=1C=CC=CC1O
3984-34-7,O=C(O)CCC(=O)C1=CC=C(Cl)C=C1
458-45-7,O=C(O)CCC=1C=CC=C(F)C1
68858-21-9,O=C(O)COC1=CC=C(C=C1)CO
10463-20-4,O=C(O)CC1=CC=C(O)C(=C1)N(=O)=O
7470-38-4,O=C(O)C1=CC=C(C=C1)N2CCOCC2
28166-41-8,N#CC(=CC1=CC=C(O)C=C1)C(=O)O
79990-15-1,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)C
73731-37-0,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)C(O)C
77284-32-3,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCCC
66701-25-5,O=C(O)C1OC1C(=O)NC(C(=O)NCCCCNC(=N)N)CC(C)C
138775-22-1,O=C(O)C(N(C(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31)C)C(C)CC
3301-79-9,O=C(O)C1=CC=C2C(=O)OC3(C4=CC=C(O)C=C4OC5=CC(O)=CC=C53)C2=C1
510-30-5,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1O
125316-60-1,O=C(O)C=1C=CC2=CC(=CC=C2C1)C=3C=CC(O)=C(C3)C45CC6CC(CC(C6)C4)C5
4547-24-4,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CC1
112887-68-0,O=C1N=C(NC2=CC=C(C=C12)CN(C=3SC(=CC3)C(=O)NC(C(=O)O)CCC(=O)O)C)C
721431-18-1,O=C(O)CCOCCOCCOCCOCCNC(=O)CCCCC1SCC2NC(=O)NC12
563-96-2,O=C(O)C(O)O
498-23-7,O=C(O)C=C(C(=O)O)C
109-52-4,O=C(O)CCCC
516-06-3,O=C(O)C(N)C(C)C
646-07-1,O=C(O)CCC(C)C
25503-90-6,O=C(O)C1CCN(C(=O)C)CC1
1918-79-2,O=C(O)C=1SC(=CC1)C
480-63-7,O=C(O)C=1C(=CC(=CC1C)C)C
82231-52-5,O=C(O)C1=NNC(=C1Br)C
406-93-9,O=C(O)CCC(F)(F)F
619-64-7,O=C(O)C1=CC=C(C=C1)CC
21169-71-1,O=C(O)C=1ON=CC1
23012-13-7,O=C(O)C=1N=COC1
96702-03-3,O=C(O)C1NC(=NCC1)C
1918-00-9,O=C(O)C=1C(Cl)=CC=C(Cl)C1OC
874-61-3,O=C(O)C1CCC(=O)CC1
1975-50-4,O=C(O)C1=CC=CC(=C1C)N(=O)=O
55289-06-0,O=C(O)C=1C=CC=C(OC)C1C
1975-51-5,O=C(O)C1=CC=C(C=C1C)N(=O)=O
50920-65-5,O=C(O)C1=CC(=NN1CC)C
31462-59-6,O=C(O)C=1N=CN=CC1
23351-91-9,O=C(O)C1=CC(Br)=CC(=C1)C(=O)O
22838-58-0,O=C(OC(C)(C)C)NC(C(=O)O)C(C)C
7311-64-0,O=C(O)C=1SC=CC1Br
36070-80-1,O=C(O)C=1N=CC(Cl)=NC1
25137-00-2,O=C(O)C1CNCCC1
24673-56-1,O=C(O)C=1OC=2C=CC=CC2C1C
500-05-0,O=C1OC=C(C=C1)C(=O)O
402-69-7,O=C(O)C1=NC(F)=CC=C1
37972-69-3,O=C(O)C1=NNC(=O)C=C1
120728-10-1,O=C(OC(C)(C)C)NC1(C(=O)O)CCC1
455-24-3,O=C(O)C1=CC=C(C=C1)C(F)(F)F
828-01-3,O=C(O)C(O)CC=1C=CC=CC1
20312-36-1,O=C(O)C(O)CC=1C=CC=CC1
5470-22-4,O=C(O)C1=NC=CC(Cl)=C1
6317-37-9,O=C(O)C=1SC(=CC1)N(=O)=O
89-54-3,O=C(O)C1=CC(N)=CC=C1Cl
825-22-9,O=C(O)C=1C=CC=C(F)C1N
146328-85-0,O=C(O)C1=CC(Br)=CC=C1F
30379-55-6,O=C(O)COCC=1C=CC=CC1
183673-71-4,O=C(OC(C)(C)C)N1CCC(N)(C(=O)O)CC1
46413-67-6,O=C(O)C1=NNC(=C1)C=2C=CC(=CC2)C
619-21-6,O=CC1=CC=CC(=C1)C(=O)O
331-25-9,O=C(O)CC=1C=CC=C(F)C1
943-73-7,O=C(O)C(N)CCC=1C=CC=CC1
2393-17-1,O=C(O)CCC1=CC=C(N)C=C1
66493-39-8,O=C(O)C1=CC=C(C=C1)NC(=O)OC(C)(C)C
619-17-0,O=C(O)C1=CC=C(C=C1N)N(=O)=O
614-61-9,O=C(O)COC=1C=CC=CC1Cl
203866-14-2,O=C(OC(C)(C)C)N1CC(F)CC1C(=O)O
16642-92-5,O=C(O)C=CC1=CC=C(C=C1)C(F)(F)F
1014-81-9,O=C(O)C=1C=CC=C(OC(F)(F)F)C1
2882-15-7,O=C(O)CC=1C=2C=C(OC)C=CC2NC1C
71675-87-1,O=C(O)C=1C=C(C(N)=CC1OC)S(=O)(=O)CC
4940-39-0,O=C(O)C=1OC=2C=CC=CC2C(=O)C1
456-88-2,O=C(O)C(N)CC=1C=CC=C(F)C1
68617-64-1,O=C(O)CCSSC1=NC=CC=C1
2743-38-6,O=C(O)C(OC(=O)C=1C=CC=CC1)C(OC(=O)C=2C=CC=CC2)C(=O)O
305-03-3,O=C(O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
112811-72-0,O=C(O)C1=CN(C2=C(OC)C(F)=C(F)C=C2C1=O)C3CC3
1155-62-0,O=C(O)CCC(NC(=O)OCC=1C=CC=CC1)C(=O)O
215543-92-3,O=C(O)CCC1=C(C=C2C(=O)NC=3C=CC=CC32)NC=C1C
459789-99-2,O=C(O)CCC(C)C1CCC2C3C(O)C(CC)C4CC(O)CCC4(C)C3CCC12C
84793-07-7,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)OC(C)(C)C)CCC(=O)O
35661-40-6,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC=4C=CC=CC4
92122-45-7,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCCCNC(=O)OC(C)(C)C
75-98-9,O=C(O)C(C)(C)C
80-59-1,O=C(O)C(=CC)C
68-11-1,O=C(O)CS
107-92-6,O=C(O)CCC
1070-83-3,O=C(O)CC(C)(C)C
600-15-7,O=C(O)C(O)CC
625-08-1,O=C(O)CC(O)(C)C
40004-69-1,O=C(O)C=1SC(=NC1)C
24830-94-2,O=C(O)C(N)C(O)C
5239-82-7,O=C(O)CC1CC1
557-59-5,O=C(O)CCCCCCCCCCCCCCCCCCCCCCC
646-30-0,O=C(O)CCCCCCCCCCCCCCCCCC
506-46-7,O=C(O)CCCCCCCCCCCCCCCCCCCCCCCCC
499-06-9,O=C(O)C=1C=C(C=C(C1)C)C
632-46-2,O=C(O)C=1C(=CC=CC1C)C
1188-37-0,O=C(O)CCC(NC(=O)C)C(=O)O
4595-61-3,O=C(O)C=1C=NC=NC1
89364-31-8,O=C(O)C1COCC1
1560-11-8,O=C(O)C1=CCCC1
610-72-0,O=C(O)C1=CC(=CC=C1C)C
1191-25-9,O=C(O)CCCCCO
1577-22-6,O=C(O)CCCC=C
3209-71-0,O=C(O)C1=NOC=C1
14292-27-4,O=C(O)CC(O)CCCCC
16225-26-6,O=C(O)C=1C=C(C=C(C1)C(C)(C)C)C(C)(C)C
21327-86-6,O=C(O)C=1C(Cl)=CC=CC1C
7697-29-2,O=C(O)C1=CC=C(Cl)C(=C1)C
18699-02-0,O=C(O)CC1=CC=C(C=C1)NC(=O)C
41059-02-3,O=C(O)CCCCCCCCBr
938-94-3,O=C(O)C(C1=CC=C(C=C1)C)C
375-95-1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
134-11-2,O=C(O)C=1C=CC=CC1OCC
3057-74-7,O=C(O)C(N)CC(=O)OC(C)(C)C
99-64-9,O=C(O)C1=CC=CC(=C1)N(C)C
16948-16-6,O=C(OC(C)(C)C)N(C)C(C(=O)O)C
5437-38-7,O=C(O)C1=CC=CC(=C1N(=O)=O)C
137654-21-8,O=C(O)C=1C(F)=CC=CC1OC
88-65-3,O=C(O)C=1C=CC=CC1Br
1877-71-0,O=C(O)C1=CC=CC(=C1)C(=O)OC
3934-84-7,O=C(O)C1=CC(O)=C(O)C(OC)=C1
90536-66-6,O=C(O)CC1=CC=C(C=C1)S(=O)(=O)C
869-19-2,O=C(O)C(NC(=O)CN)CC(C)C
2419-56-9,O=C(O)C(N)CCC(=O)OC(C)(C)C
176548-70-2,O=C(O)C=1C=C(F)C=C(Br)C1
214917-68-7,O=C(O)C1=C(F)C=C(O)C=C1F
33844-21-2,O=C(O)C1=CC=C(OC)C=C1N(=O)=O
23876-15-5,O=C(O)CC=1C=CC=C(C1C)N(=O)=O
29676-71-9,O=C(O)CC=1N=C(SC1)N
41667-95-2,O=C(O)C1=CN=C(Cl)C(Cl)=C1
394-28-5,O=C(O)C1=CC(F)=CC=C1Br
2252-37-1,O=C(O)C=1C(F)=CC=CC1Br
64695-84-7,O=C(O)C1=CC(F)=C(F)C=C1Br
102940-86-3,O=C(O)C=1C=CC=C(F)C1Cl
341-27-5,O=C(O)C=1C=CC=C(F)C1O
19719-28-9,O=C(O)CC1=CC=C(Cl)C=C1Cl
59378-75-5,O=C(OC(C)(C)C)N1CCC(C(=O)O)C1
5959-52-4,O=C(O)C1=CC=2C=CC=CC2C=C1N
459-31-4,O=C(O)CCC1=CC=C(F)C=C1
1643-30-7,O=C(O)CCC1=CC=C(Br)C=C1
6624-49-3,O=C(O)C=1N=CC2=CC=CC=C2C1
80194-69-0,O=C(O)C1=NC=C(C=C1)C(F)(F)F
584-87-2,O=CC1=CC(=CC=C1O)C(=O)O
21816-08-0,O=C(O)C12CC3CC(CC(Br)(C3)C1)C2
602-00-6,O=C(O)C=1C=CC=C(O)C1N(=O)=O
203866-13-1,O=C(OC(C)(C)C)N1CC(F)CC1C(=O)O
55750-53-3,O=C1C=CC(=O)N1CCCCCC(=O)O
3339-73-9,O=C(O)CCN1C(=O)C=2C=CC=CC2C1=O
366-77-8,O=C(O)CCC(=O)C1=CC=C(F)C=C1
64951-08-2,O=C(O)C=1N=C2C=CC=CN2C1
201611-92-9,N#CC(SC(=S)C=1C=CC=CC1)(C)CCC(=O)O
3130-75-4,O=C(O)CCCN1C(=O)C=2C=CC=CC2C1=O
10009-20-8,O=C(O)C(N)CCCCNC(=O)C(F)(F)F
2922-83-0,O=C(O)C(N)CC(=O)C=1C=CC=CC1N
870196-80-8,N#CC(SC(=S)SCCCCCCCCCCCC)(C)CCC(=O)O
2304-94-1,O=C(O)CCNC(=O)OCC=1C=CC=CC1
84611-23-4,O=C(O)CSCC(=O)NC1C(=O)SCC1
89786-04-9,O=C(O)C1N2C(=O)CC2S(=O)(=O)C1(C)CN3N=NC=C3
13574-13-5,O=C(OC(C)(C)C)NC(C(=O)O)CCC(=O)OCC=1C=CC=CC1
7730-20-3,O=C(O)C(N)CC1=CNC=2C=C(F)C=CC21
71989-28-1,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCSC
10344-94-2,O=C(O)C1OC(OC2=CC=C(C=C2)N(=O)=O)C(O)C(O)C1O
124858-35-1,O=C(O)C1=CN2C=3C(=CC(F)=C(C3CCC2C)N4CCC(O)CC4)C1=O
115550-35-1,O=C(O)C1=CN2C3=C(OCN2C)C(=C(F)C=C3C1=O)N4CCN(C)CC4
4373-41-5,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CC1
139481-59-7,O=C(O)C1=CC=CC=2N=C(OCC)N(C21)CC=3C=CC(=CC3)C=4C=CC=CC4C5=NN=NN5
112883-43-9,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC=4C=CC=5C=CC=CC5C4
137281-23-3,O=C1N=C(N)NC=2NC=C(C12)CCC3=CC=C(C=C3)C(=O)NC(C(=O)O)CCC(=O)O
4767-03-7,O=C(O)C(C)(CO)CO
498-21-5,O=C(O)CC(C(=O)O)C
997-55-7,O=C(O)CC(NC(=O)C)C(=O)O
57-00-1,O=C(O)CN(C(=N)N)C
142-73-4,O=C(O)CNCC(=O)O
921-01-7,O=C(O)C(N)CS
1509-35-9,O=C(O)C(N)C(C)CC
475-11-6,O=C(O)C1N(C)CCC1
556-08-1,O=C(O)C1=CC=C(C=C1)NC(=O)C
16874-33-2,O=C(O)C1OCCC1
4919-37-3,O=C(O)C=1C=C(C(O)=C(C1)C)C
1946-82-3,O=C(NC(C(=O)O)CCCCN)C
1076-97-7,O=C(O)C1CCC(C(=O)O)CC1
50-85-1,O=C(O)C1=CC=C(C=C1O)C
940-31-8,O=C(O)C(OC=1C=CC=CC1)C
321-21-1,O=C(O)C1=CC=C(F)C=C1C
506-13-8,O=C(O)CCCCCCCCCCCCCCCO
30515-28-7,O=C(O)CCCCCCBr
506-37-6,O=C(O)CCCCCCCCCCCCCC=CCCCCCCCC
32454-35-6,O=C(O)C(C1=CC=C(Br)C=C1)(C)C
1877-75-4,O=C(O)COC1=CC=C(OC)C=C1
4476-28-2,O=C(O)CC1=CC=C(C=C1)C(C)C
2935-35-5,O=C(O)C(N)C=1C=CC=CC1
25021-08-3,O=C1C=CC(=O)N1CC(=O)O
124004-31-5,O=C(O)C1=NNC(N)=C1
22252-43-3,O=C(O)C1=C(C)CSC2N1C(=O)C2N
3307-39-9,O=C(O)C(OC1=CC=C(Cl)C=C1)C
6120-95-2,O=C(O)C1(C=2C=CC=CC2)CC1
595-91-5,O=C(O)C(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
34306-42-8,O=C(OC(C)(C)C)NC(C(=O)O)CC
139022-25-6,O=C(O)C=1C=CC2=NC=CN2C1
10602-00-3,O=C(O)C1=CC=C(C#C)C=C1
86873-60-1,O=C(O)C1=NC=C(Cl)C=C1
4519-39-5,O=C(O)C=1C=CC=C(F)C1F
30683-23-9,O=C(O)C1=NC=CC=C1Br
53984-36-4,O=C(O)C=1C=C(Cl)C=C(O)C1
368-16-1,O=C(O)C(N)CC1=CN=CN1C
618-88-2,O=C(O)C=1C=C(C=C(C1)N(=O)=O)C(=O)O
2457-76-3,O=C(O)C1=CC=C(N)C=C1Cl
1462-86-8,O=C(O)C1=NC=CC=C1N
2840-28-0,O=C(O)C1=CC=C(Cl)C(N)=C1
5731-10-2,O=C(O)C1=CC=C(C=C1)C=2C=CC(F)=CC2
22282-72-0,O=C(O)C=1C=CNC(=O)C1
161957-55-7,O=C(O)C=1C=CC=C(Cl)C1F
29241-65-4,O=C(O)C1=CC(Br)=CN=C1Cl
6404-29-1,O=C(OC(C)(C)C)NCCCCCC(=O)O
433-97-6,O=C(O)C=1C=CC=CC1C(F)(F)F
3153-44-4,O=C(O)CCC(=O)C1=CC=C(OC)C=C1
6212-33-5,O=C(O)C(N)C1=CC=C(Cl)C=C1
6314-28-9,O=C(O)C=1SC=2C=CC=CC2C1
86-59-9,O=C(O)C1=CC=CC2=CC=CN=C21
6307-83-1,O=C(O)C1=CC(Br)=CC(=C1)N(=O)=O
84145-28-8,O=C(O)C(N)C=1C=CC=CC1F
454-92-2,O=C(O)C1=CC=CC(=C1)C(F)(F)F
4702-13-0,O=C(O)CN1C(=O)C=2C=CC=CC2C1=O
3740-52-1,O=C(O)CC=1C=CC=CC1N(=O)=O
131747-41-6,O=C(O)C=1C=CN=C(C1)C(F)(F)F
16209-00-0,O=C(O)C1=CC=C(C=C1)N2N=CC=C2
33233-67-9,O=C(O)C1=CC=C(C=C1)CNC(=O)OC(C)(C)C
1190-49-4,O=C(N)NCCCCC(N)C(=O)O
16642-79-8,O=C(O)CCC1=CC=C(C=C1)N(=O)=O
4385-62-0,O=C(O)C=1C=CC(=CC1)C2=NC=CC=C2
1914-65-4,O=C(O)C1C=2C=CC=CC2CCC1
16732-65-3,O=C(O)C1=CC=2C=CC(Br)=CC2N1
2528-16-7,O=C(O)C=1C=CC=CC1C(=O)OCC=2C=CC=CC2
2149-70-4,O=C(O)C(N)CCCNC(=N)NN(=O)=O
134997-87-8,O=C(O)C1=CC=C2OCC(=O)NC2=C1
153559-49-0,O=C(O)C1=CC=C(C=C1)C(=C)C=2C=C3C(=CC2C)C(C)(C)CCC3(C)C
84000-07-7,O=C(O)C(N(C(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31)C)C
3443-45-6,O=C(O)CCCC1=CC=C2C=CC3=CC=CC=4C=CC1=C2C34
6081-61-4,O=C(O)C(NC(=O)OCC=1C=CC=CC1)CO
84000-11-3,O=C(O)C(N(C(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31)C)C(C)C
2304-96-3,O=C(OCC=1C=CC=CC1)NC(C(=O)O)CC(=O)N
55453-87-7,O=C(O)CC1=CC=C2OCC=3C=CC=CC3C(=O)C2=C1
72909-34-3,O=C(O)C=1N=C2C(=O)C(=O)C=3C=C(NC3C2=C(C1)C(=O)O)C(=O)O
1164-16-5,O=C(O)C(NC(=O)OCC=1C=CC=CC1)CC2=CC=C(O)C=C2
129460-09-9,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)OC(C)(C)C)CC(=O)O
73724-45-5,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CO
872679-70-4,O=C(O)CCOCCOCCNC(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31
27741-01-1,O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C(=CCC13)CO
75885-59-5,O=C(O)C1CC1(C)C
1759-53-1,O=C(O)C1CC1
97-69-8,O=C(O)C(NC(=O)C)C
133-37-9,O=C(O)C(O)C(O)C(=O)O
319-78-8,O=C(O)C(N)C(C)CC
1509-34-8,O=C(O)C(N)C(C)CC
6064-63-7,O=C(O)C(O)CCCC
7782-24-3,O=C(O)C(C=1C=CC=CC1)C
53137-27-2,O=C(O)C=1SC(=NC1C)C
611-01-8,O=C(O)C1=CC=C(C=C1C)C
603-79-2,O=C(O)C1=CC=CC(=C1C)C
7314-32-1,O=C(O)C(N)CCS(=O)(=O)C
692-04-6,O=C(NCCCCC(N)C(=O)O)C
929-17-9,O=C(O)CCCCCCN
21553-46-8,O=C(O)C=1C=C(C(OC)=C(C1)C)C
51-59-2,O=C(O)C1=CC(=CC=C1O)NC(=O)C
1074-36-8,O=C(O)C1=CC=C(S)C=C1
1961-72-4,O=C(O)CC(O)CCCCCCCCCCC
66572-55-2,O=C(O)C1=CN=C(OC)C=C1
3685-23-2,O=C(O)C1CCC(N)CC1
3685-26-5,O=C(O)C1CCC(O)CC1
26893-73-2,O=C(O)C1=NC(OC)=CC=C1
1878-49-5,O=C(O)COC=1C=CC=CC1C
877-22-5,O=C(O)C=1C=CC=C(OC)C1O
3398-22-9,O=C(O)C1NCC(O)C1
91-52-1,O=C(O)C1=CC=C(OC)C=C1OC
20651-71-2,O=C(O)C1=CC=C(C=C1)CCCC
4619-20-9,O=C(O)CCC(=O)C1=CC=C(C=C1)C
128694-63-3,O=C(O)C1=CC(=NN1C)C(F)(F)F
873397-34-3,O=C(O)C1COCCC1
611-00-7,O=C(O)C1=CC=C(Br)C=C1Br
73259-81-1,O=C(OC(C)(C)C)NC(C(=O)O)CN
1643-15-8,O=C(O)COC1=CC=CC(=C1)C
156-06-9,O=C(O)C(=O)CC=1C=CC=CC1
85068-28-6,O=C(O)CC=1C(F)=CC=CC1F
183065-68-1,O=C(O)C1=C(F)C=C(Br)C=C1F
23628-31-1,O=C(O)C1=NC(N)=CC=C1
4521-28-2,O=C(O)CCCC1=CC=C(OC)C=C1
672-87-7,O=C(O)C(N)(C)CC1=CC=C(O)C=C1
155976-13-9,O=C(OC(C)(C)C)NC(C(=O)O)C1CC1
1918-02-1,O=C(O)C1=NC(Cl)=C(Cl)C(N)=C1Cl
13529-17-4,O=CC=1OC(=CC1)C(=O)O
434-75-3,O=C(O)C=1C(F)=CC=CC1Cl
209995-38-0,O=C(O)CC1=CC(F)=C(F)C=C1F
4565-31-5,O=CC=1SC(=CC1)C(=O)O
446-31-1,O=C(O)C1=CC=C(N)C=C1F
149849-92-3,O=C(O)C1=NC(Cl)=NC=C1
22468-26-4,O=C(O)C1=NC=CC(O)=C1
1200-07-3,O=C(O)C=CC1=CC=C(Br)C=C1
10516-71-9,O=C(O)CCC=1C=CC=C(OC)C1
65872-41-5,O=C(O)C(=NOC)C=1N=C(SC1)N
499-80-9,O=C(O)C1=NC=CC(=C1)C(=O)O
14338-36-4,O=C(O)CC=1C=CC=C(N)C1
5381-25-9,O=C(O)C1=CSC=2C=CC=CC21
29270-30-2,O=C(O)C(Br)C=1C=CC=CC1Cl
4382-54-1,O=C(O)C1=CC=2C=C(OC)C=CC2N1
619-19-2,O=C(O)C1=CC=C(C=C1O)N(=O)=O
616-82-0,O=C(O)C1=CC=C(O)C(=C1)N(=O)=O
131747-42-7,O=C(O)C=1N=C(C=CC1)C(F)(F)F
4771-47-5,O=C(O)C=1C=CC=C(Cl)C1N(=O)=O
131747-43-8,O=C(O)C1=CC=CN=C1C(F)(F)F
7424-00-2,O=C(O)C(N)CC1=CC=C(Cl)C=C1
402-13-1,O=C(O)C1=CC=C(C=C1N)C(F)(F)F
39226-97-6,O=C(O)C1=CC=CC(=C1Cl)C(F)(F)F
21211-22-3,O=C(O)C=1SC=2C=CC=CC2C1Cl
280566-45-2,O=C(O)C=1C=CC(=NC1Cl)C(F)(F)F
677304-69-7,O=C(O)C1=CC=CC=2C=NNC21
351-35-9,O=C(O)CC1=CC=CC(=C1)C(F)(F)F
328-80-3,O=C(O)C=1C=C(C=C(C1)C(F)(F)F)N(=O)=O
80194-68-9,O=C(O)C1=NC=C(C=C1Cl)C(F)(F)F
27144-18-9,O=C(O)CCSC(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
583-08-4,O=C(O)CNC(=O)C=1C=NC=CC1
587-33-7,O=C(O)C(N)CC=1C=CC=C(O)C1
36476-87-6,O=C(O)C1CN(C1)C(C=2C=CC=CC2)C=3C=CC=CC3
6547-53-1,O=C(O)CC1=CC=C(OCC=2C=CC=CC2)C=C1
849217-48-7,O=C(O)C1(C(=O)NC2=CC=C(F)C=C2)CC1
47173-80-8,O=C(OC(C)(C)C)NC(C(=O)O)COCC=1C=CC=CC1
28047-15-6,O=C(N)CCC(NC(=O)CC=1C=CC=CC1)C(=O)O
1947-00-8,O=C(O)CCCCCNC(=O)OCC=1C=CC=CC1
497-30-3,O=C([O-])C(CC1=CNC(=S)N1)[N+](C)(C)C
89796-99-6,O=C(O)COC(=O)CC=1C=CC=CC1NC=2C(Cl)=CC=CC2Cl
35665-38-4,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCC(=O)NCC(=O)O
3952-78-1,O=C(O)CN(CC(=O)O)CC1=CC=2C(=O)C=3C=CC=CC3C(=O)C2C(O)=C1O
137281-39-1,O=C(O)C1=CC=C(C=C1)CCC2=CNC=3NC(=NC(=O)C23)N
109425-55-0,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCCNC(=O)OC(C)(C)C
133174-15-9,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCCNC(=O)N
79-08-3,O=C(O)CBr
141-82-2,O=C(O)CC(=O)O
601-75-2,O=C(O)C(C(=O)O)CC
80-68-2,O=C(O)C(N)C(O)C
3588-17-8,O=C(O)C=CC=CC(=O)O
565-71-9,O=C(O)C(O)CN
6973-60-0,O=C(O)C1=CC=CN1C
23806-24-8,O=C(O)C=1SC=CC1C
3222-56-8,O=C(O)C1=CC=CN=C1C
2424-92-2,O=C(O)CCCCCCCCCCCCCCCCCCC(=O)O
1460-16-8,O=C(O)C1CCCCCC1
931-03-3,O=C(O)C=1C=CNC1
3226-65-1,O=C(O)C(N)CCS(=O)C
617-73-2,O=C(O)C(O)CCCCCC
5744-59-2,O=C(O)C1=NN(C(=C1)C)C
