cas,smiles
119-67-5,O=CC=1C=CC=CC1C(=O)O
6338-41-6,O=C(O)C=1OC(=CC1)CO
609-71-2,O=C(O)C1=CC=CNC1=O
6313-54-8,O=C(O)C=1C=CN=C(Cl)C1
3060-50-2,O=C(O)C(N)(C=1C=CC=CC1)C=2C=CC=CC2
68373-14-8,O=C(O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
94-53-1,O=C(O)C1=CC=C2OCOC2=C1
7250-53-5,O=C(O)C1=CC=CC2=NC=CC=C21
26250-84-0,O=C(OC(C)(C)C)N1CCCCC1C(=O)O
616-79-5,O=C(O)C1=CC(=CC=C1N)N(=O)=O
635-51-8,O=C(O)CC(C(=O)O)C=1C=CC=CC1
94-75-7,O=C(O)COC1=CC=C(Cl)C=C1Cl
157-06-2,O=C(O)C(N)CCCNC(=N)N
10517-21-2,O=C(O)C1=CC=2C=C(Cl)C=CC2N1
17026-42-5,O=C(O)C(OC(=O)C=1C=CC=CC1)C(OC(=O)C=2C=CC=CC2)C(=O)O
68302-57-8,O=C(O)C1=CC=2C(=O)C3=CC(=CC=C3OC2N=C1N)C(C)C
105816-04-4,O=C(O)C(NC(=O)C1CCC(CC1)C(C)C)CC=2C=CC=CC2
29022-11-5,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCC(=O)O
79-09-4,O=C(O)CC
4839-46-7,O=C(O)CC(C)(C)CC(=O)O
328-39-2,O=C(O)C(N)CC(C)C
348-67-4,O=C(O)C(N)CCSC
3405-77-4,O=C(O)C1=NOC(=C1)C
111-20-6,O=C(O)CCCCCCCCC(=O)O
4928-87-4,O=C(O)C1=NN=CN1
68837-59-2,O=C(O)C1=CC=C(Br)C=C1C
307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
50-30-6,O=C(O)C=1C(Cl)=CC=CC1Cl
50681-25-9,O=C(O)C=1C=NN=CC1
3177-80-8,O=C(O)C=1C=CC=C(OC)C1N
445-29-4,O=C(O)C=1C=CC=CC1F
149-87-1,O=C(O)C1NC(=O)CC1
6899-04-3,O=C(O)C(N)CCC(=O)N
6575-24-2,O=C(O)CC=1C(Cl)=CC=CC1Cl
535-80-8,O=C(O)C=1C=CC=C(Cl)C1
1075-49-6,O=C(O)C1=CC=C(C=C)C=C1
146255-66-5,O=C(O)C(N)C=1C=C(O)C=C(O)C1
1821-12-1,O=C(O)CCCC=1C=CC=CC1
89-77-0,O=C(O)C1=CC=C(Cl)C=C1N
18698-97-0,O=C(O)CC=1C=CC=CC1Br
394-31-0,O=C(O)C1=CC(O)=CC=C1N
21739-92-4,O=C(O)C1=CC(Br)=CC=C1Cl
2051-95-8,O=C(O)CCC(=O)C=1C=CC=CC1
37784-17-1,O=C(OC(C)(C)C)N1CCCC1C(=O)O
1477-50-5,O=C(O)C1=CC=2C=CC=CC2N1
5773-80-8,O=C(O)C1=CC=C2C=C(Br)C=CC2=C1
606-18-8,O=C(O)C1=CC=CC(=C1N)N(=O)=O
91-40-7,O=C(O)C=1C=CC=CC1NC=2C=CC=CC2
704-15-4,O=C(O)C1N(C(=O)CN)CCC1
6480-68-8,O=C(O)C1=CN=C2C=CC=CC2=C1
14755-02-3,O=C(O)C=CC=1C=CC=C(O)C1
4759-48-2,O=C(O)C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C
52214-84-3,O=C(O)C(OC1=CC=C(C=C1)C2CC2(Cl)Cl)(C)C
32634-68-7,O=C(OC(C(=O)O)C(OC(=O)C1=CC=C(C=C1)C)C(=O)O)C2=CC=C(C=C2)C
399-76-8,O=C(O)C1=CC=2C=C(F)C=CC2N1
144689-24-7,O=C(O)C1=C(N=C(N1CC=2C=CC(=CC2)C=3C=CC=CC3C4=NN=NN4)CCC)C(O)(C)C
71989-14-5,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CC(=O)OC(C)(C)C
77-52-1,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1
2835-81-6,O=C(O)C(N)CC
5445-51-2,O=C(O)C1(C(=O)O)CCC1
1132-21-4,O=C(O)C=1C=C(OC)C=C(OC)C1
934-60-1,O=C(O)C=1N=C(C=CC1)C
3222-47-7,O=C(O)C1=CN=C(C=C1)C
617-45-8,O=C(O)CC(N)C(=O)O
2941-78-8,O=C(O)C1=CC(=CC=C1N)C
7021-09-2,O=C(O)C(OC)C=1C=CC=CC1
76006-33-2,O=C(O)C=1C=CC=C(Br)C1C
5162-82-3,O=C(O)C1=CC=C(C(Cl)=C1)C
7311-63-9,O=C(O)C=1SC(Br)=CC1
1328893-16-8,O=C(O)C1=NNC(Br)=C1
3438-16-2,O=C(O)C1=CC(Cl)=CC=C1OC
5424-01-1,O=C(O)C1=NC=CN=C1N
65-86-1,O=C1C=C(NC(=O)N1)C(=O)O
122-59-8,O=C(O)COC=1C=CC=CC1
1702-17-6,O=C(O)C1=NC(Cl)=CC=C1Cl
50890-83-0,O=C(O)C1=NN(C=2C=CC=CC12)C
585-76-2,O=C(O)C=1C=CC=C(Br)C1
1118-90-7,O=C(O)CCCC(N)C(=O)O
403-45-2,O=C(O)C1=CN=C(F)C=C1
14113-05-4,O=C(O)C=CCCCCCCCO
345-29-9,O=C(O)C1=CC=C(F)C=C1O
22818-40-2,O=C(O)C(N)C1=CC=C(O)C=C1
5334-40-7,O=C(O)C1=NNC=C1N(=O)=O
13139-16-7,O=C(OC(C)(C)C)NC(C(=O)O)C(C)CC
10312-55-7,O=C(O)C1=CC=C(C(=O)O)C(N)=C1
92-70-6,O=C(O)C1=CC=2C=CC=CC2C=C1O
614-60-8,O=C(O)C=CC=1C=CC=CC1O
1142-20-7,O=C(OCC=1C=CC=CC1)NC(C(=O)O)C
13710-19-5,O=C(O)C=1C=CC=CC1NC=2C=CC=C(Cl)C2C
20170-32-5,O=C(O)CCC=1C=C(C(O)=C(C1)C(C)(C)C)C(C)(C)C
1200-22-2,O=C(O)CCCCC1SSCC1
453-71-4,O=C(O)C1=CC=C(F)C(=C1)N(=O)=O
86-48-6,O=C(O)C=1C=CC=2C=CC=CC2C1O
59-00-7,O=C(O)C=1N=C2C(O)=CC=CC2=C(O)C1
4335-77-7,O=C(O)C(O)(C=1C=CC=CC1)C2CCCCC2
2799-07-7,O=C(O)C(N)CSC(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
153-94-6,O=C(O)C(N)CC1=CNC=2C=CC=CC21
74711-43-6,O=C(O)C(C1=CC=C2SC=3C=CC=CC3C(=O)CC2=C1)C
50892-23-4,O=C(O)CSC1=NC(Cl)=CC(=N1)NC2=CC=CC(=C2C)C
21256-18-8,O=C(O)CCC1=NC(C=2C=CC=CC2)=C(O1)C=3C=CC=CC3
7303-50-6,O=C(O)C(N)CC1=CNC=2N=CC=CC21
147403-03-0,O=C(O)C1=CC=CC=2N=C(OCC)N(C21)CC=3C=CC(=CC3)C=4C=CC=CC4C5=NOC(=O)N5
79-43-6,O=C(O)C(Cl)Cl
13991-37-2,O=C(O)C=CCC
20859-02-3,O=C(O)C(N)C(C)(C)C
2756-87-8,O=C(O)C=CC(=O)OC
328-42-7,O=C(O)C(=O)CC(=O)O
25016-20-0,O=C(O)C1=NN(C=C1)C
52-52-8,O=C(O)C1(N)CCCC1
444-27-9,O=C(O)C1NCSC1
16338-48-0,O=C(O)C(N)CC=C
90-27-7,O=C(O)C(C=1C=CC=CC1)CC
373-49-9,O=C(O)CCCCCCCC=CCCCCCC
30529-70-5,O=C(O)C=1C=CC(=NC1Cl)C
38116-61-9,O=C(O)C1=CC=C(NC1=O)C
1918-77-0,O=C(O)CC=1SC=CC1
4294-95-5,O=C(O)C1=CC=C(OC)C=C1N
77-95-2,O=C(O)C1(O)CC(O)C(O)C(O)C1
6893-26-1,O=C(O)CCC(N)C(=O)O
492-38-6,O=C(O)C(=C)C=1C=CC=CC1
618-27-9,O=C(O)C1NCC(O)C1
1521-38-6,O=C(O)C=1C=CC=C(OC)C1OC
22620-27-5,O=C(O)C=1C=NC=C(Cl)C1
93-40-3,O=C(O)CC1=CC=C(OC)C(OC)=C1
58574-03-1,O=C(O)C1=CC=C(C=C1)C=2C=CC(O)=CC2
107504-08-5,O=C(O)C1=NC=C(F)C=C1
2991-28-8,O=C(O)C1=CC(F)=CC=C1F
614-75-5,O=C(O)CC=1C=CC=CC1O
321-14-2,O=C(O)C1=CC(Cl)=CC=C1O
2444-36-2,O=C(O)CC=1C=CC=CC1Cl
446-32-2,O=C(O)C1=CC=C(F)C=C1N
490-11-9,O=C(O)C=1C=NC=CC1C(=O)O
434-76-4,O=C(O)C=1C(F)=CC=CC1N
570-23-0,O=C(O)C=1C=CC=C(N)C1O
403-17-8,O=C(O)C1=CC=C(Cl)C(F)=C1
121-92-6,O=C(O)C1=CC=CC(=C1)N(=O)=O
401629-04-7,O=C(O)C1=NNC(=C1)C2CC2
61-68-7,O=C(O)C=1C=CC=CC1NC2=CC=CC(=C2C)C
157688-46-5,O=C(OC(C)(C)C)N1CCC(CC(=O)O)CC1
7304-32-7,O=C(O)C1=CC(=CC=C1F)N(=O)=O
403-21-4,O=C(O)C1=CC=C(C(F)=C1)N(=O)=O
403-24-7,O=C(O)C1=CC=C(C=C1F)N(=O)=O
2736-23-4,O=C(O)C=1C=C(C(Cl)=CC1Cl)S(=O)(=O)N
55079-83-9,O=C(O)C=C(C=CC=C(C=CC=1C(=CC(OC)=C(C1C)C)C)C)C
4726-96-9,O=C(O)C(N)COCC=1C=CC=CC1
36330-85-5,O=C(O)CCC(=O)C=1C=CC(=CC1)C=2C=CC=CC2
82717-96-2,O=C(O)C(NC(C(=O)OCC)CCC=1C=CC=CC1)C
514-10-3,O=C(O)C1(C)CCCC2(C)C3C(C=C(CC3)C(C)C)=CCC12
71989-18-9,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CCC(=O)OC(C)(C)C
85233-19-8,O=C(O)CN(C=1C=CC=CC1OCCOC=2C=CC=CC2N(CC(=O)O)CC(=O)O)CC(=O)O
1187-84-4,O=C(O)C(N)CSC
147-71-7,O=C(O)C(O)C(O)C(=O)O
638-53-9,O=C(O)CCCCCCCCCCCC
123-93-3,O=C(O)CSCC(=O)O
1501-27-5,O=C(O)CCCC(=O)OC
41716-18-1,O=C(O)C=1N=CN(C1)C
18212-21-0,O=C(O)C=1SN=NC1C
505-48-6,O=C(O)CCCCCCC(=O)O
660-88-8,O=C(O)CCCCN
924-49-2,O=C(O)CC(O)CN
2305-36-4,O=C(O)C1=CC=C(C=C1N)C
2018-61-3,O=C(O)C(NC(=O)C)CC=1C=CC=CC1
499-81-0,O=C(O)C1=CN=CC(=C1)C(=O)O
645-08-9,O=C(O)C1=CC=C(OC)C(O)=C1
96-98-0,O=C(O)C1=CC=C(C(=C1)N(=O)=O)C
99-58-1,O=C(O)C1=CC=C(OC)C(Br)=C1
637-44-5,O=C(O)C#CC=1C=CC=CC1
140-77-2,O=C(O)CCC1CCCC1
122665-97-8,O=C(O)C1CCC(F)(F)CC1
446-17-3,O=C(O)C1=CC(F)=C(F)C=C1F
455-86-7,O=C(O)C1=CC=C(F)C(F)=C1
1583-58-0,O=C(O)C1=CC=C(F)C=C1F
394-30-9,O=C(O)C1=CC(Cl)=CC=C1F
957-68-6,O=C(O)C1=C(COC(=O)C)CSC2N1C(=O)C2N
2215-77-2,O=C(O)C1=CC=C(OC=2C=CC=CC2)C=C1
614-19-7,O=C(O)CC(N)C=1C=CC=CC1
645-12-5,O=C(O)C=1OC(=CC1)N(=O)=O
138-41-0,O=C(O)C1=CC=C(C=C1)S(=O)(=O)N
2019-34-3,O=C(O)CCC1=CC=C(Cl)C=C1
5718-83-2,O=C(O)CN1C(=S)SCC1=O
87691-27-8,O=C(OC(C)(C)C)N1CC(O)CC1C(=O)O
1670-82-2,O=C(O)C=1C=CC=2C=CNC2C1
328-90-5,O=C(O)C1=CC=C(C=C1O)C(F)(F)F
161622-14-6,O=C(O)C1=CC=C(Br)C(=C1)C(F)(F)F
13739-02-1,O=C(O)C1=CC(OC(=O)C)=C2C(=O)C=3C(OC(=O)C)=CC=CC3C(=O)C2=C1
39774-28-2,O=C(O)C=1N=C(C=CC1)C=2C=CC=CC2
42017-89-0,O=C(O)C(OC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2)(C)C
18942-49-9,O=C(OC(C)(C)C)NC(C(=O)O)CC=1C=CC=CC1
609-99-4,O=C(O)C=1C=C(C=C(C1O)N(=O)=O)N(=O)=O
531-81-7,O=C(O)C1=CC=2C=CC=CC2OC1=O
320-94-5,O=C(O)C1=CC=C(C=C1N(=O)=O)C(F)(F)F
144060-53-7,N#CC=1C=C(C=CC1OCC(C)C)C2=NC(=C(S2)C(=O)O)C
2130-96-3,O=C(OC(C)(C)C)NC(C(=O)O)CC1=CC=C(OCC=2C=CC=CC2)C=C1
201530-41-8,O=C(O)C1=CC=C(C=C1)N2N=C(N=C2C=3C=CC=CC3O)C=4C=CC=CC4O
96-82-2,O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
1260-17-9,O=C(O)C1=C(O)C=C2C(=O)C3=C(O)C(O)=C(C(O)=C3C(=O)C2=C1C)C4OC(CO)C(O)C(O)C4O
600-18-0,O=C(O)C(=O)CC
28954-12-3,O=C(O)C(N)C(O)C
3400-45-1,O=C(O)C1CCCC1
1297537-45-1,O=C(O)C1=NNC(=C1)C(=O)C
5521-55-1,O=C(O)C1=NC=C(N=C1)C
16034-46-1,O=C(O)C1=CC=NN1C
505-54-4,O=C(O)CCCCCCCCCCCCCCC(=O)O
526-99-8,O=C(O)C(O)C(O)C(O)C(O)C(=O)O
1072-84-0,O=C(O)C1=CN=CN1
107496-54-8,O=C(O)C1CC(F)(F)C1
5744-56-9,O=C(O)C1=CC(=NN1C)C
89-01-0,O=C(O)C1=NC=CN=C1C(=O)O
112-86-7,O=C(O)CCCCCCCCCCCC=CCCCCCCCC
886365-43-1,O=C(O)C1=NC=C(Br)C=C1C
22921-68-2,O=C(O)C1=CC(OC)=CC=C1Br
88950-64-5,O=C(OC(C)(C)C)NC1(C(=O)O)CC1
3113-71-1,O=C(O)C1=CC=C(C(=C1)C)N(=O)=O
121-91-5,O=C(O)C1=CC=CC(=C1)C(=O)O
583-93-7,O=C(O)C(N)CCCC(N)C(=O)O
3105-95-1,O=C(O)C1NCCCC1
3235-69-6,O=C(O)CN1CCOCC1
506-26-3,O=C(O)CCCCC=CCC=CCC=CCCCCC
103-01-5,O=C(O)CNC=1C=CC=CC1
537-55-3,O=C(O)C(NC(=O)C)CC1=CC=C(O)C=C1
455-38-9,O=C(O)C=1C=CC=C(F)C1
7206-70-4,O=C(O)C=1C=C(Cl)C(N)=CC1OC
150-30-1,O=C(O)C(N)CC=1C=CC=CC1
548-93-6,O=C(O)C=1C=CC=C(O)C1N
638-23-3,O=C(O)CSCC(N)C(=O)O
1571-72-8,O=C(O)C1=CC=C(O)C(N)=C1
393-53-3,O=C(O)C=1C=CN=CC1F
4998-07-6,O=C(O)C1=CC(OC)=C(OC)C=C1N(=O)=O
1615-02-7,O=C(O)C=CC1=CC=C(Cl)C=C1
82671-06-5,O=C(O)C1=CC(F)=C(Cl)N=C1Cl
34604-60-9,O=C(O)C=1N=CC(=O)NC1
1078-61-1,O=C(O)CCC1=CC=C(O)C(O)=C1
1802-30-8,O=C(O)C1=CN=C(C=C1)C=2N=CC(=CC2)C(=O)O
320-98-9,O=C(O)C1=CC(F)=CC=C1N(=O)=O
17057-04-4,O=C(O)C1=CC=C(C=C1)N2C(=O)C=CC2=O
500-98-1,O=C(O)CNC(=O)CC=1C=CC=CC1
1877-73-2,O=C(O)CC=1C=CC=C(C1)N(=O)=O
67123-97-1,O=C(O)C1NCC=2C=CC=CC2C1
15733-89-8,O=C(O)C1=CC(=O)NC=2C=CC=CC21
149437-76-3,O=C(O)CCCC(=O)C1=CC=C(F)C=C1
1571-30-8,O=C(O)C=1N=C2C(O)=CC=CC2=CC1
58970-76-6,O=C(O)C(NC(=O)C(O)C(N)CC=1C=CC=CC1)CC(C)C
22494-42-4,O=C(O)C=1C=C(C=CC1O)C2=CC=C(F)C=C2F
41340-25-4,O=C(O)CC1(OCCC=2C=3C=CC=C(C3NC21)CC)CC
4394-00-7,O=C(O)C1=CC=CN=C1NC2=CC=CC(=C2)C(F)(F)F
76823-03-5,O=C(O)C1=CC=C2C(=C1)C(=O)OC32C4=CC=C(O)C=C4OC5=CC(O)=CC=C53
12650-69-0,O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O
590-93-2,O=C(O)C#CC
88-09-5,O=C(O)C(CC)CC
105-43-1,O=C(O)CC(C)CC
498-36-2,O=C(O)C(O)CC(C)C
118-90-1,O=C(O)C=1C=CC=CC1C
1953-02-2,O=C(O)CNC(=O)C(S)C
20485-41-0,O=C(O)C=1SC=NC1C
622-47-9,O=C(O)CC1=CC=C(C=C1)C
51-36-5,O=C(O)C=1C=C(Cl)C=C(Cl)C1
98-73-7,O=C(O)C1=CC=C(C=C1)C(C)(C)C
7697-28-1,O=C(O)C1=CC=C(Br)C(=C1)C
18720-35-9,O=C(O)C12CCC(C(=O)OC)(CC1)CC2
4021-11-8,O=C(O)C=1C=CN=C(C1)C
586-30-1,O=C(O)C1=CC=C(C(O)=C1)C
5292-21-7,O=C(O)CC1CCCCC1
30992-29-1,O=C(OC(C)(C)C)NC(C(=O)O)(C)C
7764-95-6,O=C(OC(C)(C)C)NC(C(=O)O)C
253870-02-9,O=CC=1NC(=C(C(=O)O)C1C)C
5959-95-5,O=C(O)C(N)CCC(=O)N
5345-47-1,O=C(O)C1=CC=CN=C1N
134978-97-5,O=C(O)COCCOCCN
24242-19-1,O=C(O)C=1C=NC=C(N)C1
1929-29-9,O=C(O)CCC1=CC=C(OC)C=C1
7423-55-4,O=C1C=CC(=O)N1CCC(=O)O
66572-56-3,O=C(O)C=1C=CN=C(Br)C1
393-55-5,O=C(O)C1=CC=CN=C1F
4920-80-3,O=C(O)C=1C=CC=C(OC)C1N(=O)=O
5794-88-7,O=C(O)C1=CC(Br)=CC=C1N
5106-98-9,O=C(O)C1=CC=C(Cl)C=C1O
19621-92-2,O=C(O)C1=CC=CC(=O)N1
2252-51-9,O=C(O)C1=CC=C(F)C=C1Cl
350-29-8,O=C(O)C1=CC=C(O)C(F)=C1
53934-76-2,O=C(O)CN1C(=O)CCC1
161957-56-8,O=C(O)C=1C=CC=C(Br)C1F
2316-26-9,O=C(O)C=CC1=CC=C(OC)C(OC)=C1
1080-44-0,O=C(O)CNS(=O)(=O)C1=CC=C(C=C1)C
492-86-4,O=C(O)C(O)C1=CC=C(Cl)C=C1
39269-10-8,O=C(O)C12CC3CC(C1)CC(C(=O)O)(C3)C2
122-88-3,O=C(O)COC1=CC=C(Cl)C=C1
351-50-8,O=C(O)C(N)CC1=CN=CN1
2270-20-4,O=C(O)CCCCC=1C=CC=CC1
72934-37-3,O=C(O)C1(C2=CC=C(Cl)C=C2)CC1
89-51-0,O=C(O)C=1C=CC=CC1CC(=O)O
3622-35-3,O=C(O)C=1C=CC=2N=CSC2C1
1149-26-4,O=C(OCC=1C=CC=CC1)NC(C(=O)O)C(C)C
82159-09-9,O=C(O)CN1C(=S)SC(=CC(=CC=2C=CC=CC2)C)C1=O
884-33-3,O=C(O)CC(C(=O)O)CC=1C=CC=CC1
54006-63-2,O=C(O)C1=NNC(=C1)C=2C=CC(Cl)=CC2
870704-22-6,O=C(O)C1=NNC(=C1)C=2C=CC(F)=CC2
3978-80-1,O=C(OC(C)(C)C)NC(C(=O)O)CC1=CC=C(O)C=C1
23680-31-1,O=C(OC(C)(C)C)NC(C(=O)O)COCC=1C=CC=CC1
177036-94-1,O=C(O)C(OC=1N=C(C=C(N1)C)C)C(OC)(C=2C=CC=CC2)C=3C=CC=CC3
86060-81-3,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)CSCNC(=O)C
2188-18-3,O=C(OC(C)(C)C)NC(C(=O)O)CCCNC(=N)NN(=O)=O
103478-62-2,O=C(O)C(N(C(=O)OCC1C=2C=CC=CC2C=3C=CC=CC31)C)CC(C)C
71989-35-0,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)C(OC(C)(C)C)C
78110-38-0,O=C(O)C(ON=C(C(=O)NC1C(=O)N(C1C)S(=O)(=O)O)C=2N=C(SC2)N)(C)C
599-79-1,O=C(O)C1=CC(N=NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=C3)=CC=C1O
87333-19-5,O=C(O)C1N(C(=O)C(NC(C(=O)OCC)CCC=2C=CC=CC2)C)C3CCCC3C1
541-47-9,O=C(O)C=C(C)C
2052-01-9,O=C(O)C(Br)(C)C
304-55-2,O=C(O)C(S)C(S)C(=O)O
554-95-0,O=C(O)C=1C=C(C=C(C1)C(=O)O)C(=O)O
2510-36-3,O=C(O)C=1C(=NOC1C)C
505-52-2,O=C(O)CCCCCCCCCCCC(=O)O
59378-87-9,O=C(O)C1CNCC1
16681-70-2,O=C(O)C1=CN=NN1
1115-47-5,O=C(O)C(NC(=O)C)CCSC
6027-13-0,O=C(O)C(N)CCS
4224-70-8,O=C(O)CCCCCBr
50428-03-0,O=C(O)C(N)CC#C
499-76-3,O=C(O)C1=CC=C(O)C(=C1)C
455-40-3,O=C(O)C=1C=C(F)C=C(F)C1
99-11-6,O=C(O)C1=CC(=O)NC(O)=C1
586-38-9,O=C(O)C=1C=CC=C(OC)C1
93-25-4,O=C(O)CC=1C=CC=CC1OC
6705-03-9,O=C(O)C1=CC(OC)=CC=C1N
105596-63-2,O=C(O)C=1C=CN=C(OC)C1
147-93-3,O=C(O)C=1C=CC=CC1S
636-82-8,O=C(O)C1=CCCCC1
176969-34-9,O=C(O)C1=CN(N=C1C(F)F)C
24242-20-4,O=C(O)C1=NC=C(N)C=C1
51077-14-6,O=C(OC(C)(C)C)N1CCC1C(=O)O
1131-94-8,O=C(O)CC1=CC=C(OC)C(O)=C1
21593-77-1,O=C(O)C(N)CSCC=C
725-89-3,O=C(O)C=1C=C(C=C(C1)C(F)(F)F)C(F)(F)F
183062-96-6,O=C(OC(C)(C)C)N1CC(CC(=O)O)C1
13139-15-6,O=C(OC(C)(C)C)NC(C(=O)O)CC(C)C
2789-92-6,O=C(O)C=1C=C(Cl)C=C(Cl)C1N
586-35-6,O=C(O)C1=CC=C(C(=O)O)C(Br)=C1
77-55-4,O=C(O)C1(C=2C=CC=CC2)CCCC1
543739-84-0,O=C(O)C1=CNN=C1C(F)(F)F
131-70-4,O=C(O)C=1C=CC=CC1C(=O)OCCCC
552-30-7,O=C(O)C1=CC=C2C(=O)OC(=O)C2=C1
156-39-8,O=C(O)C(=O)CC1=CC=C(O)C=C1
1501-05-9,O=C(O)CCCC(=O)C=1C=CC=CC1
4442-54-0,O=C(O)C1=CC=C2OCCOC2=C1
16426-64-5,O=C(O)C1=CC=C(C=C1Br)N(=O)=O
37777-76-7,O=C(O)CC=1C(F)=CC=CC1Cl
135042-12-5,O=C(OC(C)(C)C)N1CC(O)CC1C(=O)O
556-02-5,O=C(O)C(N)CC1=CC=C(O)C=C1
2418-95-3,O=C(OC(C)(C)C)NCCCCC(N)C(=O)O
32634-66-5,O=C(OC(C(=O)O)C(OC(=O)C1=CC=C(C=C1)C)C(=O)O)C2=CC=C(C=C2)C
117570-53-3,O=C(O)CC=1C=CC=C2C(=O)C3=CC=C(C(=C3OC21)C)C
27975-19-5,O=C(O)C1(C)CCCC2(C)C1CCC34CC(=O)C(C)(CCC32)C4
130-85-8,O=C(O)C1=CC=2C=CC=CC2C(=C1O)CC3=C(O)C(=CC=4C=CC=CC43)C(=O)O
1155-64-2,O=C(OCC=1C=CC=CC1)NCCCCC(N)C(=O)O
71989-33-8,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)COC(C)(C)C
81-23-2,O=C(O)CCC(C)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
625-45-6,O=C(O)COC
2623-91-8,O=C(O)C(N)CC
4835-90-9,O=C(O)C(C)(C)CO
598-10-7,O=C(O)C1(C(=O)O)CC1
4857-42-5,O=C(O)C=1ON=C(C1)C
591-80-0,O=C(O)CCC=C
2345-34-8,O=C(O)C1=CC=C(OC(=O)C)C=C1
65-82-7,O=C(O)C(NC(=O)C)CCSC
62697-73-8,O=C(O)C(N)CCS(=O)C
535-87-5,O=C(O)C=1C=C(N)C=C(N)C1
352-97-6,O=C(O)CNC(=N)N
53293-00-8,O=C(O)CCCC#C
303-07-1,O=C(O)C=1C(O)=CC=CC1O
2834-05-1,O=C(O)CCCCCCCCCCBr
335-67-1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
621-36-3,O=C(O)CC=1C=CC=C(C1)C
2486-69-3,O=C(O)C1=CC=C(N)C(OC)=C1
7151-68-0,O=C(O)C1=CC=C(C(OC)=C1)C
4023-65-8,O=C(O)C=C(C(=O)O)CC(=O)O
120-74-1,O=C(O)C1CC2C=CC1C2
402-66-4,O=C(O)C=1C=NC=C(F)C1
27828-71-3,O=C(O)C=1C=NC=C(O)C1
322-79-2,O=C(O)C1=CC=C(C=C1OC(=O)C)C(F)(F)F
446-30-0,O=C(O)C1=CC=C(Cl)C=C1F
86-55-5,O=C(O)C1=CC=CC=2C=CC=CC21
6388-47-2,O=C(O)C=1C=CC=C(Cl)C1N
1007-16-5,O=C(O)C1=CC=C(F)C(Br)=C1
13362-28-2,O=C(O)C=1C=CN=C(N)C1
77521-29-0,O=C(O)C(N)CC=1C(=O)NOC1C
537-73-5,O=C(O)C=CC1=CC=C(OC)C(O)=C1
947-84-2,O=C(O)C=1C=CC=CC1C=2C=CC=CC2
22117-85-7,O=C(O)C1=CC(=CC=C1OC)S(=O)(=O)N
1877-72-1,N#CC1=CC=CC(=C1)C(=O)O
5462-71-5,N#CC1=CC=C(C=C1)CC(=O)O
306-23-0,O=C(O)C(O)CC1=CC=C(O)C=C1
85-38-1,O=C(O)C1=CC=CC(=C1O)N(=O)=O
573-54-6,O=C(O)C1=CC=CC(=C1Br)N(=O)=O
119-80-2,O=C(O)C=1C=CC=CC1SSC=2C=CC=CC2C(=O)O
79815-20-6,O=C(O)C1NC=2C=CC=CC2C1
115029-23-7,O=C(O)C1=CC(=CC=C1F)C(F)(F)F
141-22-0,O=C(O)CCCCCCCC=CCC(O)CCCCCC
61-78-9,O=C(O)CNC(=O)C1=CC=C(N)C=C1
1486-51-7,O=C(O)C1=CC=C(OCC=2C=CC=CC2)C=C1
114776-15-7,O=C(O)C1=CC(=C(F)C=C1Cl)N(=O)=O
775-06-4,O=C(O)C(N)CC=1C=CC=C(O)C1
1821-52-9,O=C(O)C(O)CC1=CNC=2C=CC=CC21
1676-73-9,O=C(O)C(N)CCC(=O)OCC=1C=CC=CC1
94744-50-0,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NC(C(=O)O)(C)C
42835-25-6,O=C(O)C1=CN2C=3C(=CC(F)=CC3CCC2C)C1=O
7536-58-5,O=C(OC(C)(C)C)NC(C(=O)O)CC(=O)OCC=1C=CC=CC1
35480-52-5,O=C(O)C1=CC(OCC(F)(F)F)=CC=C1OCC(F)(F)F
13139-14-5,O=C(OC(C)(C)C)NC(C(=O)O)CC1=CNC=2C=CC=CC21
2389-45-9,O=C(OCC=1C=CC=CC1)NCCCCC(NC(=O)OC(C)(C)C)C(=O)O
